duc7.sparql;21;18;22;20;18
duc6.sparql;83;16;13;11;12;15;11;11;12;12;11;15;11;15;11;10;11;11
vd7.sparql;145;79;75;84;79;109;74;84;74;77;75;85;77;77;76;76;76;76;73;72;74;79;81;80;79;73;81;74;87;75;79;107;84;78;82;79;79;76;80;88;73;79;80;74
vf2b.sparql;1976;75;51;45;43;45;44;42;51;49;49;43;56;69;48;44;47;43;47;49;43;42;47;47
vd6.sparql;128;10;10;11;13;16;10;10;11;10;16;10;10;12;12;10;13;15;14
vf3b.sparql;3225;1626;1614;1622;1634;1609;2434;1630;1610;1617;1607;1609;1619;1612;1656;1626;1625;1610;1615;1623;1631;1619;1627;1620;1612
sd1.sparql;34;7;6;10;9;6;11;6;8;8;7;8;7;8;8;7;6;6;10;9;6;7;6;8;7;7;9;7
dv1.sparql;200;3;3;3;3;3;3;3;3;2;2;3;2;3;2;2;3;3;3;3;3;2;2;4;2;2;3;2
duc1.sparql;147;14;18;18;14;17;11;11;12;20;13;13;12;13;16;18;13;11;12;13;12
vd1.sparql;360;5;5;4;4;3;4;3;5;6;4;3;5;3;4;4;3;5;4;3;4;5;4;4;4;4;4;3;5
vd2.sparql;52;19;13;12;15;18;19;19;13;12;13;12;12;13;13;14;13;13;14;13;12;18;14;14
vd5.sparql;123;64;64;51;50;53;57;50;52;53;49;49;51;50;51;57;49;51;58;57;58;51;51;63;59;62;58;57;51;53;57;56;57
vd3.sparql;27;8;12;8;9;7;9;7;9;7;8;8;8;7;8;8;8;11;9;10;8;7;8;8;10;7;7;11;8;8;7;8
vf2.sparql;201;114;166;110;117;281;116;115;110;108;116;117;124;109;108;116;114;122;115;113;115;110
vf3.sparql;4654;1600;1660;1603;1603;1611;1847;1603;1624;1607;1608;1614;1607;1617;1610;1606
duc4.sparql;823;28;26;27;25;39;34;39;26;28;31;30;25;31;27;24;26;33;26;25
duc5.sparql;477;273;300;282;269;274;273;280;269;276;269;269;268;276;267;269;273;277;268;271;276;276;291;271;290;275;278;274
duc2.sparql;40;25;18;17;17;19;21;18;16;16;16;15;16;15;15;18;18;17;17;15;18;25
duc3.sparql;44;8;10;6;8;6;6;6;6;6;12;6;6;5;6;6;6;6;7;6;6
sd3.sparql;44;6;6;4;6;4;5;5;4;4;3;4;5;4;4;3;4;3;5;7;3;3;4;4;3;4;3;4;3;4;4;3;5
vf4.sparql;2061;387;387;389;388;390;388;438;396;398;396;388;395;393;390;392;390
sd2.sparql;3;2;3;3;3;2;2;3;2;2;2;2;2;2;2;1;2;2;1;1;2;2;1;3;2;2;2;2;1;2;2;2;2;1
dp3.sparql;12;8;5;7;5;6;7;6;6;5;6;4;4;4;4;5;5;4;4;6;5;7;4;4;5;5;5;4;5;6;7;4;6;4;5;5;4;4
qd4.sparql;38;11;8;10;7;9;10;7;8;11;8;9;8;8;8;8;8;12;8;9;8;8;8;9;7;8;8;7;8;8;7;10;13;10;7;9;8;7;9;8;12;8;8;8
dsv1.sparql;2386;70;68;70;60;89;74;62;60;84;69;60;67;71;63;67;134;65;60;65
qd3.sparql;36;15;20;15;15;19;14;16;14;15;15;14;14;24;21;20;14;20;15;16;14
dsv2.sparql;45;29;30;52;33;31;30;29;35;30;31;36;33;35;30;33;36;36;33
dsv4.sparql;2480;2531;1452;1446;1448;1453;1445;1440;1508;1451;1440;1441;1495;1447;1441;1449;1463;1449;1921;1443;1448;1448;1454;1505;1478
dsv3.sparql;27;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2
qd1.sparql;177;5;6;4;5;5;4;7;4;6;4;5;6;4;5;4;6;4;4;7;5;4;5;4;5;5;5;5;5;5;5;5;7;4;4;4
qd6.sparql;129;65;60;64;83;59;57;57;57;57;57;62;57;54;65;64;63;56;57;55;55;83;61;57;66;64;56;69;63;63;58;56;56;62;63;66;63
qd5.sparql;57;22;23;22;22;26;32;32;33;24;22;29;23;23;24;24;25;22;32;39;23;24;28;27;23;23;23;22;22;24;30;22;29
qd2.sparql;14;7;13;11;7;9;7;9;7;7;7;6;6;7;6;9;6;7;6;10;6;8;6;11;7;6;9;6;7;8;6;7
dsv6.sparql;269;94;80;81;76;76;82;85;82;101;82;82;82;83;85;78;78;83;87;83;84;85
dp1.sparql;28;3;3;2;4;3;2;2;3;2;3;3;2;3;2;2;3;2;2;2;3;4;2;1;2;2;2;2;2
dp2.sparql;5;4;3;4;3;4;4;4;4;4;4;4;3;3;4;4;4;5;3;4;5;3;3;5;3;3;4;3;3;3;3;3;3;3
dp4.sparql;9;7;5;6;7;5;8;7;5;5;6;8;5;5;5;7;5;5;4;6;5;5;5;5;4
