duc7.sparql;25;17;18;18
duc6.sparql;19;13;12
vd7.sparql;141;77;75;77;79;76;75;77;75;77;76;73;75;76;74;78;85;76;83;112;88;85;82;111;75;74;82;83;81;83;76;76;76;81;75;74;83;76
vf2b.sparql;69;46;49
vd6.sparql;60;17;17;16;14;15;15;15;16;16;15;16;17;14;16;15;15;22;25;15;15;15;20;22;16;15;15;19;23;14;20;16;15;21;16;22;17;15;22;19;15;16;15;22;16
vf3b.sparql;2914;1476
sd1.sparql;33;11;10;10;6;8;6;6;6;7;9;11;6;7;7;7;9;9;6;6;8;9;6;7;12;6;10;7;6;11;8;7;6;7;6;7;6;6;8;6;10;6;6;6
dv1.sparql;205;2;4;3;2
duc1.sparql;220;18;12;19
vd2.sparql;934;18;14;18;13;14;13;13;15;18;14;14;12;13;14;13;13;20;14;18;12;18;18;14;12;14;18;20;12;13;13;13;13;12;18;12;12;18;14;18;13;13;13;13;18;13;15
vd1.sparql;432;4;4;4;4;4;6;4;5;6;4;4;4;4;3;4;4;4;5;3;3;5;5;3;3;5;5;4;3;9;7;4;4;5;4;3;4;3;4;5;4;4;4
vd3.sparql;16;8;8;10;11;11;12;13;7;12;11;11;8;8;8;10;9;12;8;11;13;8;12;8;11;8;9;8;8;8;7;8;8;11;8;8;7;8;8;8;7;8;9;8;7;8;7;8;8
vd5.sparql;113;53;52;51;52;52;74;75;73;61;51;52;49;49;51;51;52;52;58;58;66;58;59;52;56;54;50;55;74;59;74;63;52;51;57;51;51;58;51;60;51;51;59;58;75;58;58;67;62;60
vf2.sparql;436;116;126;119;115;168
vf3.sparql;5680;1578;1603;1579;1579;1576
duc4.sparql;151;30;32;33;39;31
duc5.sparql;724;269;274;276;270;265;264;274;274
duc3.sparql;36;6;7;10;6;9;6
duc2.sparql;37;15;16;15;25
sd3.sparql;53;5;4;6;4;4;4;5;5;4;4;6;5;4;3;4;4;4;4;3;3;4;4;5;4;5;3;7;5;4;5;4;4;4;3;4;3;5;4;3;5;3;3
vf4.sparql;2206;336
sd2.sparql;3;1;2;1;2;2;2;3;2;2;1;2;5;2;3;2;1;2;3;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;1;3;3;2;2;2
dp3.sparql;120;5;4;7;5;4;5;4;8;4;4;7;4;5;6;7;4;5;5;7;6;4;6;4;4;5;5;5;6;6;5;6;7;4;5;4;4;5;4;5;5;5;5;5;4;6;5;5;7;5;6;4;6;5
qd3.sparql;37;15;20;15;24;16;21;21;14;14;14;14;14;14;23;16;14;16;15;24;21;23;21;19;14;20;15;15;23;15;14;24;13;21;14;15;14;22;14;16;16
qd4.sparql;35;12;8;10;9;8;7;8;8;8;11;10;8;11;9;8;11;11;11;11;8;8;8;7;8;8;8;7;9;7;7;8;8;7;13;8;9;14;11;11;13;12;8
dsv2.sparql;45;29;29;30
dsv1.sparql;2303;69;68
dsv4.sparql;2273;1451;1445;1451;1443;1455;1444
dsv3.sparql;21;2;3;2;2
qd1.sparql;8;8;5;5;6;6;5;4;5;4;5;4;4;5;4;5;4;5;7;5;6;5;4;4;6;6;4;4;7;6;5;4;5;5;7;4;4;6;5;5;4;4;6;6;5;5;4;5;4;4;7;6;7;5;6;4
qd2.sparql;393;7;7;7;8;7;7;10;7;9;10;10;9;6;6;9;9;6;6;7;6;11;7;6;6;9;7;9;7;6;8;10;9;6;8;7;6;6;8;6;6;11;9;6;8;7;7;7;10
qd5.sparql;105;26;25;32;26;25;26;35;36;35;36;24;24;23;25;25;23;25;25;24;27;28;35;25;24;24;35;32;25;24;24;25;35;35;23;32;35;36;31;25;24;25;25;26;24;25;25;35;27;31;35
qd6.sparql;115;62;64;63;81;83;70;80;80;55;56;55;55;54;55;55;63;55;61;59;63;64;63;55;53;63;56;64;66;62;66;56;56;76;53;56;56;63;55;61;55;54;55;78;63;62;62
dsv6.sparql;253;84;79;83;133;86
dp1.sparql;47;3;3;3;3;3;3;3;2;2;2;3;3;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;3;2;3;2;3;2;2;3;2;2;2;2;2;3;2;2;2;3;3;2;3
dp2.sparql;133;3;4;4;5;4;4;5;6;3;4;6;3;3;4;3;4;6;3;4;3;4;4;4;5;3;3;4;4;3;4;3;5;5;4;3;4;3;3;3;3;4;4;4;3;4;4;3;3;5;3
dp4.sparql;8;6;5;7;5;10;5;7;7;5;6;5;7;5;8;5;5;7;7;7;5;5;4;7;5;5;5;5;13;6;5;5;5;6;5;5;5;5;6;5
