dsv1.sparql;2631;63;83;64;65;72;67;60;69;62;87;61;67;69;67;68;60;62;61;65;133;75;63;69;67;64;62;61;59;97;71;67;69;67;60;69;68;63;88;71;59;64;64;61;68;90;105;250;68;68;62;65;60;66;65;66;103;68;63;68;69;61;69;62;63;69;71;70;65;107;67;65;68;69;62;83;66;68;65;68;87;89;96;68;60;88;70;67;88;88;61;68;62;68;70;59;102;64;68;67;69;67;87;61;67;61;68;66;61;60;98;91;67;234;68;68;67;61;68;67;69;69;109;67;87;66;62;68;61;64;67;67;69;61;68;61;61;102;68;68;68;66;68;62;62;73;63;97;65;69;82;63;74;59;66;68;62;69;61;62
dv1.sparql;129;4;3;3;3;4;3;3;3;4;3;4;3;4;4;5;2;3;4;7;3;4;3;2;3;6;2;4;4;4;3;3;3;3;3;3;2;2;2;3;3;3;3;4;3;3;3;3;2;2;3;3;3;3;3;3;5;4;3;3;2;3;5;3;3;2;3;3;3;2;2;2;2;3;4;2;3;3;2;3;2;2;3;4;2;2;3;2;3;3;3;2;3;3;3;3;2;3;3;3;3;3;2;3;3;3;2;3;2;3;2;3;3;3;3;3;2;3;3;2;2;3;3;2;2;3;2;3;3;3;3;3;2;2;3;2;2;2;3;2;2;2;3;2;2;2;2;3;2;3;3
dsv2.sparql;297;34;30;36;29;31;34;34;31;34;53;53;30;36;51;34;31;32;29;36;37;37;31;30;51;33;35;31;35;52;29;31;29;31;33;29;31;29;47;29;34;32;31;34;30;30;35;31;33;35;36;35;32;44;31;33;35;29;30;32;31;34;31;30;36;32;33;51;31;35;33;32;36;30;34;33;29;31;34;51;51;38;34;31;33;34;30;33;30;30;32;32;36;36;33;29;29;37;31;34;32;52;51;33;33;31;30;29;30;30;33;29;29;32;28;32;31;31;34;33;37;35;36;38;30;31;31;32;35;30;30;29;35;33;29;31;33;29;30;29;29;34;33;30;34;35;51;28;29;29;31;29;29
dsv3.sparql;27;2;3;3;3;3;3;3;2;3;2;2;2;3;3;4;2;3;3;3;3;3;4;3;3;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;2;3;2;3;3;2;2;3;6;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;2;3;3;3;2;2;2;2;1;2;3;2;3;3;3;2;2;2;2;3;2;2;3;2;3;2;2;3;2;2;2;2;2;2;2;3;2;3;2;2;2;3;1;3;2;2;2;2;2;3;3;2;3;2;2;2;2;2;2;2;4;2;2;3;2;2;1;2;2;2;3;3;2;2;2;2;2;4;2;2;2;2;3;2;2;2;2;2;1;2;2;2;3;2;3;3;2;3;2;3;2;2;1;2;2;2
dsv4.sparql;3762;1449;2536;1499;1443;2482;1447;1448;1445;1529;1533;2536;1892;1503;1501;1499;1499;1505;1536;1508;1446;1449;1447;1530;1528;1527;1535;1541;1534;1562;1442;1524;1453;1442;1527;1448;1532;2033;1534;1451;1498;1453;1502;1440;1643;1528;1534;1442;1447;1503;1531;1530;1527;1531;1463;1881;1443;1498;1465;1963;1449;1528;1533;1531;1534;1528;1450;1534;1529;1525;1454;1451;1533;1499;1444;1449;1449;1448;1525;1531;1529;1447;1448;1532;1536;2539;1446;1449;1442;1448;1447;1448;1498;1447;1441;1442;2447;1813;1539;1503;1444;1441;1448;1442;1444;1532;1534;1533;1495;1498;1526;1531;1528;1471;1442;1448;1504;1450;1449;1541;1538;1443;1534;1443;1524;1526;1535;1440;1505;2536;1443;1443;1450;1450;1529;1444;1442;1526;1535;1528;1529;1451;1442;2103;1525;1526;1531;1534;1448;1443;1525;1525;1525;1527;1531;1529;1531;1533;1501;1444;1532;1534;1451;1449;1531;1524;1524;1534;1444;1452
dsv6.sparql;720;81;77;83;79;83;78;78;84;82;76;83;83;98;81;83;84;79;86;79;133;79;78;133;80;77;78;83;84;89;78;85;93;79;83;78;84;77;82;87;82;132;81;78;78;84;85;85;83;82;84;78;77;83;84;78;78;134;79;77;85;79;78;82;79;110;86;82;77;82;78;84;85;81;84;82;95;85;84;79;82;84;83;83;83;83;132;131;83;87;133;133;95;81;85;84;78;83;77;84;132;85;94;132;94;77;77;78;78;84;78;83;87;82;79;84;77;78;84;77;83;81;83;77;82;79;77;81;127;102;80;76;81;78;76;77;78;78;76;76;83;78;83;76;78;85;84;78;87;77;76;77;76;81;78;84;85;77
