duc7.sparql;47;19;17
duc6.sparql;92;11;11;11;11;11
vd7.sparql;421;110;76;83;83
vf2b.sparql;73;46;49;43;49;48;49;49;44;50;46;52;49;53;52;49;45;49;45;52;51;67;67;45;49;48;49;49;50;44;228;51;51;48;44;43;51;49;48;54;46;51;50;52;51;46;48;49;50;45;53;50;63;44;68;45;48;42;43;47;43;44;44;52;44;44;43;52;50;49;51;50;43;50;44;51;50;46;68;68;50;50;45;46;49;44;46;50;67;44;43;44;45;45;44;50;51;49;48;49;42;51;49;49;46;49;51;48;48;49;57;43;48;44;45;50;52;50;50;44;44;58;44;66;44;44;42;47;51;46;49;45;45;51;47;50;51;69;45;46;44;44;49;45;43;51;45;44;43;45;44;44;49;44;49;49;44;42;51;50;50;51;50;51;48;50;44;44;45;44;43;50;51;48;47;51;46;46;68
vd6.sparql;16;10;11;10
vf3b.sparql;3041;1558;1555;1560;1557;1572;1563;1564;1574;1562;1576;1559;1568;1555;1559;1555;1567;1562;1556;1562;1564;1565;1555;1562;2322;2327;1604;1565;1546;1559;1866;1562;1555;1560;1562;1553;1559;1548;1554;1572;1565;1550;1560;1569;1562;1563;1557;1558;1563;1552;1552;1552;1548;1561;1552;1553;1556;2499;1728;1558;1563;1547;1556;1563;1566;1561;1554;1561;1557;1565;1564;1551;1549;1556;1561;1563;1572;1549;1563;1560;1752;1562;1554;1959;1556;1552;1557;1552;1553;1547;1551;1556;1554;1568;1554;1557;1547;1556;1559;1553;1565;1558;1558;1560;1614;1598;1557;1967;1547;1558;1552;1551;1555;1560;1556;1551;1563;1561;1554;1560;1553;1553;1555;1612;1552;1555;1553;1554;1546;1553;1555;1554;1553;1548;1541;1550;1560;1558;1556;1559;1707;1557;1546;1558;1554;1551;1551;1554;1547;1559;1554;1559;1553;1549;1552;1552;1556;1567;1556;1561;1562;1563;1557;1554;1555;1553;1685
sd1.sparql;36;6;6
dv1.sparql;46
duc1.sparql;99;12
vd3.sparql;42;7;7;9
vd1.sparql;32;4;4;4;4
vd2.sparql;20
vd5.sparql;125;50
vf2.sparql;1316;119;116;109;115;109;112;111;116;115;120;113;113;110;126;108;110;117;117;118;110;110;111;117;111;113;111;119;166;110;111;119;116;118;115;120;120;117;118;111;118;110;111;117;118;113;115;110;112;117;113;117;118;116;117;168;118;118;112;118;110;117;114;117;117;115;110;111;109;110;110;119;119;166;119;118;120;117;118;117;111;118;114;117;110;116;110;114;111;117;117;112;112;118;114;115;117;112;111;111;111;110;111;111;111;111;117;109;111;260;112;116;117;110;110;119;118;111;118;117;108;110;115;111;111;119;116;114;111;110;116;110;119;114;111;119;124;115;110;116;117;110;110;111;118;111;114;111;111;118;111;111;118;118;116;112;111;116;117;117;112;115;112
vf3.sparql;4954;1581;1573;1582;1582;1577;1579;1577;1583;1687;1578;1581;1573;1574;1583;1578;1581;1583;2351;1583;1574;1578;1576;1576;1583;1582;1591;1574;1583;1579;1577;1581;1574;1580;1579;1573;1577;1569;1573;1577;1578;1571;1575;1571;1955;1578;1580;1569;1574;1580;1584;1579;1574;1576;1583;1576;1788;1584;1588;1578;1575;1578;1584;1573;1567;1577;1573;1576;1578;1595;1570;1583;1592;1578;1578;1579;1576;1576;1577;1578;1575;1594;1575;1580;1573;1580;1571;1576;1575;1580;1578;1571;1572;1578;1577;1579;1570;2350;1585;1582;1575;1583;1581;1584;1583;1692;1578;1576;1572;1571;1571;1580;1578;1571;1569;1860;1566;1579;1615;1644;1599;1575;1577;1570;1580;1579;1574;1570;1575;1571;1568;1569;1582;1576;1571;1571;1571;1569;1569;1578;1574;1576;1577;1567;1571;1570;1569;1569;1568;1567;1565;1570;1569;1570;1577;1569;1569;1571;1577;1582;1584;1572;1564;1570;1575;1577;1569;1575;1576;1571;1577;1578;1570;1575;1573;1575;1576;1572;1592;1571;1566;1571;1572;1575;1568;1572;1577;1576;1578;1574;1569;1572;1573;1573
duc5.sparql;510;279;284;284
duc3.sparql;36;6
duc2.sparql;16
duc4.sparql;29;27;25
vf4.sparql;3477;354;369;365;363;364;365;367;361;369;364;361;368;372;542;545;381;364;368;368;374;371;365;358;368;368;360;362;361;359;369;360;544;543;360;364;367;367;367;367;364;363;367;366;367;367;368;360;362;368;385;368;360;362;360;358;360;361;367;368;359;367;359;365;369;366;363;362;369;362;373;367;364;368;362;369;367;367;358;363;368;365;362;370;542;542;543;367;370;360;366;360;359;364;366;362;359;366;368;366;361;364;367;360;368;384;365;359;365;365;360;360;366;365;369;362;363;360;360;360;358;366;359;360;362;369;360;366;373;367;360;366;368;367;367;359;365;359;367;365;361;359;367;361;359;360;368;366;365;366;357;362;360;360;365;360;357;359;361;359;358;361;368;364;359;377;368;367;359;359;368;367;361;368;358
sd2.sparql;3;1;2;1
dp3.sparql;37;5;5;4;5
dsv2.sparql;68
dsv1.sparql;2353;70;61;68
qd3.sparql;37
qd4.sparql;22;7
dsv3.sparql;147;2;2
dsv4.sparql;2377;1351;1353;1356;1355
qd1.sparql;8;4;5;5
qd5.sparql;480;22;24
qd6.sparql;108;54;54;63;61;53
dsv6.sparql;250
dp1.sparql;29;3
dp2.sparql;13;3
dp4.sparql;11;7;5;6;5;5;5;6
