query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
duc7.sparql;31.0;17.0;20.36111111111111;4.296180292892079;17.0;17.0;17.0;108
duc6.sparql;454.0;10.0;15.866071428571425;41.80704185171737;10.0;10.0;10.0;112
vd7.sparql;400.0;71.0;119.875;113.77852860460347;71.0;71.0;71.0;8
vf2b.sparql;165.0;54.0;75.16666666666667;44.079095574508635;54.0;54.0;54.0;6
vd6.sparql;17.0;10.0;12.375;2.669269563007828;10.0;10.0;10.0;8
vf3b.sparql;3171.0;1563.0;1776.888888888889;526.8746161195385;1563.0;1563.0;1563.0;9
sd1.sparql;36.0;6.0;9.615384615384617;8.047136773810314;6.0;6.0;6.0;13
dv1.sparql;29.0;2.0;9.25;13.175102782647782;2.0;2.0;2.0;4
duc1.sparql;217.0;11.0;15.924999999999997;18.69712713293703;11.0;11.0;11.0;120
vd5.sparql;117.0;49.0;69.33333333333333;25.617702212857942;49.0;49.0;49.0;6
vd1.sparql;458.0;3.0;80.83333333333334;184.78464943459633;3.0;3.0;3.0;6
vd3.sparql;23.0;7.0;9.6;4.926120853842978;7.0;7.0;7.0;10
vd2.sparql;34.0;12.0;20.0;9.763879010584539;12.0;12.0;12.0;4
vf2.sparql;472.0;107.0;173.0;146.57284878175767;107.0;107.0;107.0;6
vf3.sparql;6289.0;1608.0;2400.5;1905.0040157437988;1608.0;1608.0;1608.0;6
duc5.sparql;1445.0;266.0;306.6708860759494;137.70134177315737;266.0;266.0;266.0;79
duc4.sparql;43.0;24.0;27.754098360655735;4.058073221522371;24.0;24.0;24.0;122
duc2.sparql;137.0;14.0;18.11475409836065;11.26627140746379;14.0;14.0;14.0;122
duc3.sparql;34.0;5.0;7.212962962962964;2.9609638678397983;5.0;5.0;5.0;108
vf4.sparql;2165.0;349.0;576.5555555555555;598.4386165495821;349.0;349.0;349.0;9
sd3.sparql;5.0;3.0;4.0;0.8944271909999159;3.0;3.0;3.0;6
sd2.sparql;2.0;1.0;1.7272727272727273;0.46709936649691375;1.0;1.0;1.0;11
dp3.sparql;10.0;5.0;6.142857142857143;1.7728105208558365;5.0;5.0;5.0;7
dsv1.sparql;2327.0;58.0;318.33333333333337;753.3111906775313;58.0;58.0;58.0;9
dsv2.sparql;47.0;29.0;33.90909090909091;5.204892803018049;29.0;29.0;29.0;11
qd3.sparql;44.0;14.0;18.125;10.46678419709566;14.0;14.0;14.0;8
qd4.sparql;60.0;9.0;26.666666666666664;28.88482877451991;9.0;9.0;9.0;3
dsv3.sparql;24.0;2.0;4.0;6.310164959664828;2.0;2.0;2.0;12
dsv4.sparql;2485.0;2485.0;2485.0;0.0;2485.0;2485.0;2485.0;1
qd1.sparql;8.0;4.0;5.125;1.3562026818605375;4.0;4.0;4.0;8
qd2.sparql;22.0;22.0;22.0;0.0;22.0;22.0;22.0;1
qd5.sparql;69.0;22.0;34.25;23.17146233336745;22.0;22.0;22.0;4
qd6.sparql;104.0;62.0;71.8;18.11629101113139;62.0;62.0;62.0;5
dsv6.sparql;666.0;77.0;152.25;207.59490084571647;77.0;77.0;77.0;8
dp1.sparql;26.0;2.0;8.25;11.84271928232701;2.0;2.0;2.0;4
dp4.sparql;122.0;5.0;19.0;38.636122993903;5.0;5.0;5.0;9
dp2.sparql;4.0;4.0;4.0;0.0;4.0;4.0;4.0;2
