duc7.sparql;73;20;22;20;19;30;19
duc6.sparql;75;15;15;11;11;13;15;15;10;12;14
vd7.sparql;224;85;85;84;113;85;84;84;77;76;76;83
vf2b.sparql;1371;52;44;51;47;51;48;44;50;49
vd6.sparql;153;16;16;22;16;19;15;21;17;22
vf3b.sparql;3074;1362;1369;1369;1366;1369;1372
dv1.sparql;178;4;3;3;3;3;3;2;3;3;4;4;3;2;3;2;9;3;2;4;2;3;2;2;3;3;2;3;4;3;3;2;2;4;3;2;3;2;3;4;2;2;3;3;2;2;2;2;3;2;4;3;3;2;2;2;2;2;3;4;3;3;4;2;2;3;3;2;3;2;3;2;4;3;4;3;2;3;5;3;3;2;2;3;2;2;2;2;3;2;3;3;2;6;2;3;3;3;4;2;3;3;3;3;3;2;3;3;4;2;3;4;2
sd1.sparql;8;6;7;9;9;6;6
duc1.sparql;137;18;12;14;13;13;12;13;12;13;13
vd5.sparql;95;52;49;52;46;54;48;46;53;46
vd2.sparql;35;19;12;15;13;13;14;12;12;14;18
vd1.sparql;18;4;4;4;3;4;5;5;3;5;5
vd3.sparql;29;6;10;10;9;10
vf2.sparql;184;102;98;100
vf3.sparql;3194;1719;1638;1618;1609
duc3.sparql;50;7;6;8;6;7;6;6;9;6;7;6
duc2.sparql;23;17;16;16;27;17;17;15;15
duc4.sparql;47;25;27;32;40;27;39;40;32;27
duc5.sparql;494;279;286;289;283;284;281;433;288;283;433;289;284
sd3.sparql;59;5;4;4;5;3;3;5;3;3;3
vf4.sparql;1560;251;255;252;246;251;246;247;373;244;253;253
sd2.sparql;2;2;1
dp3.sparql;14;5;6;4;4;4;4;4;6;4
dsv1.sparql;2650;55;61;61;60;61;62;69;62;88;88;88;66;62;69;61;88;71;60;69;69;102;69;68;133;106;69;68;59;69;69;67;88;71;61;66;67;68;67;88;87;62;66;70;68;69;68;68;104;61;66;81;81;60;105;68;61;61;68;67;60;65;66;59;61;67;61;64;89;61;89;62;63;60;61;99;60;113;60;65;61;59;61;90;60;60;67;60;61;59;66;61;63;75;59;68;66
dsv2.sparql;57;30;34;31;31;52;38;34;52;30;29;33;33;35;31;29;39;30;31;34;52;51;31;32;35;40;31;36;33;32;36;35;39;32;31;31;33;52;40;31;31;35;33;45;51;29;45;30;30;34;31;29;31;33;31;31;31;30;35;34;32;33;32;31;31;30;32;31;29;28;29;35;29;31;31;30;31;29;35;32;52;50;29;33;51;51;31;29;30;29;28;42;31;29;30;31;30;51;29;51;51;45;51;45;31;38;35;33;34;29;30;51;31;29
qd4.sparql;202;12;13;12;10;12;7;12;9
qd3.sparql;25;22;20;20;14;15;15;14;21;20;18
dsv4.sparql;3593;1425;1602;1433;1432;1758;1788;2212;1410;1410;1407;1351;1411;1820;1376;1356;1365;1355;1352;1352;1354;1357;1363;1352;1358;1354;1350;1354;1352;1348;1347;1354;1349;1353;1354;1348;1350;1353;1354;1552;1354;1351;1353;1355;1354;1349;1355;1348;1352;1354;1351;1369;1364;1351;1347;1352;1348;1354;1349;1350;1351;1347;1352;1354;1352;1347;1349;1355;1962;1717;1354;1353;1353;1347;1346;1348;1348;1349;1404;2226;1354;1403;1757;1603;1402;1406;1402;1404;1430;1346;2303;1687;2228;1406;1401;1368;1353;1348;1367;2301;2301;1401;1406;1352;1347;1407;1408;1403;1355;1356;1349;1409
dsv3.sparql;31;3;3;2;3;2;2;2;1;2;3;3;3;2;2;3;3;2;3;2;2;3;5;2;2;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;3;4;2;3;1;2;8;1;2;3;3;3;3;2;2;2;1;2;4;4;2;2;2;3;2;2;2;3;3;2;2;3;2;2;2;3;2;1;2;2;1;2;1;2;3;3;3;2;2;2;3;2;2;2;3;2;2;2;2;1;3;2;2
qd1.sparql;8;7;5;5;4;5;12;7;5;5;7;5
qd5.sparql;778;34;25;26;25;25;25;34;24;34
qd6.sparql;148;56;54;69;47;46;55;46;50;53;53
qd2.sparql;11;7;6;10;7;7;9
dsv6.sparql;1111;83;80;77;79;77;81;132;135;78;78;78;99;131;83;84;84;82;85;85;100;83;133;79;79;80;78;82;84;79;133;133;78;82;84;83;78;77;83;79;83;80;83;84;80;85;83;84;89;83;84;83;78;86;77;83;83;83;132;84;77;108;87;132;86;76;83;77;76;77;83;83;77;82;83;84;96;78;77;82;84;83;84;85;83;132;83;83;78;83;83;77;77;77;78;83;78;83;83;77;77;80;76;80;79;78;84;77;77;80;78;132;78;76;76;76;80;78;132;132;96;88;132;132;83;77;263;76;78;83;84;125;79;84;88
dp1.sparql;16;2;2;3;2;2;2;2;2;3;2;2;2;3
dp2.sparql;5;4;4;3;3;3;6
dp4.sparql;8;6;4;6;6;6;6
