duc7.sparql;20;18;17;30
duc6.sparql;199;12;11;11;11;11;11;16;10;12
vd7.sparql;397;82;84;81;76;86
vf2b.sparql;74;44;46;45;51
vd6.sparql;24;15;23;17;15;16;16;15;18;16
vf3b.sparql;3003;1592;1572;1579;1567
dv1.sparql;924;3;3;5;3;3;2;2;3;3;2;3;2;4;7;3;3;4;2;3;3;3;5;2;2;3;3;3;3;3;2;4;2;3;2;2;4;3;2;3;3;3;4;2;2;3;3;3;3;3;3;10;3;2;2;2;3;3;2;3;3;3;3;3;2;3;2;3;2;3;3;3;3;2;4;3;2;2;2;2;2;2;3;4;2;5;2;3;2;2;3;2;3;2;2;4;3;2;3;2;2;3;3;2;2;3;2;3;2;2;2;2;2;2;3;3;2;3;2;2;6;3
sd1.sparql;8;7
duc1.sparql;75;12;12;18;14;18
vd3.sparql;32;12;8;11;8;8;8;8
vd2.sparql;50;14;13;14;14;16;12
vd1.sparql;15;5;4;5;4;4;4;3;4;4
vd5.sparql;121;59;66;61
vf2.sparql;442;111;112;119;110
vf3.sparql;4314;2312;1579;1577
duc4.sparql;81;28;26;27;38;26;25;25;27
duc5.sparql;504;276;281
duc2.sparql;71;17;17;23;16;16;15
duc3.sparql;37;6;8;9;7
vf4.sparql;1616;374;375;376;381;383;375;376;375;571;554
sd3.sparql;36;4;5;5;5;4;5
sd2.sparql;2;2;1;2;3;2;1;2;2;1;1;1
dp3.sparql;13;4;5
dsv2.sparql;690;31;29;31;33;34;31;30;34;35;52;29;29;53;31;31;29;32;45;29;31;31;32;31;52;34;36;30;31;32;29;33;30;37;29;33;31;34;52;33;35;40;30;52;51;34;52;41;35;33;29;30;30;30;36;31;33;32;51;41;36;32;37;35;36;48;30;51;32;29;52;33;31;30;33;32;36;33;32;36;33;51;33;54;34;36;48;36;31;31;33;32;35;34;51;34;30;34;33;30;34;32;32;30;29;34;35;35;31;31;30;33;29;33;31;29;29;32;45;32;32;32;31;52;32;33;32;34;33;31;33
dsv1.sparql;1843;62;65;63;67;60;61;67;68;66;61;68;60;68;72;76;62;73;69;73;61;104;69;69;64;67;73;62;69;117;60;79;62;60;69;59;60;60;70;65;224;75;59;95;62;59;67;67;68;62;69;61;60;59;70;68;68;102;68;68;88;61;68;66;60;59;59;61;61;69;104;65;66;66;61;66;68;87;67;66;69;68;68;104;68;65;68;67;61;68;66;68;89;62;66;79;87;104;69;68;66;61;67;83;61;61;67;98;88;69;61;68;88;66;64;63;68;61;85;68;246;66;97;67;66;69;59;61;59;67;69;68;65;60;61;104;88;66;67;66;71;65;88;61;67;62;66;96
qd3.sparql;52;26;15
qd4.sparql;20;9;8;8;8;8;7
dsv4.sparql;3604;1385;1351;1353;1356;1355;1354;1354;1405;1403;1404;1360;1361;1349;1354;1347;1346;1353;1404;1414;1408;1435;1439;1445;1354;1355;1439;1439;1350;1406;1350;1351;1352;1351;1346;1351;1409;1349;1360;1351;1350;1357;1355;1353;1349;1408;2311;1405;1365;1367;1354;2309;1355;1351;1350;1409;1433;1473;1403;1352;1434;1438;1410;1589;1404;1443;1403;1410;1402;1409;1406;1409;1410;1404;1415;1404;1355;1351;1353;1354;1414;1357;1350;1422;1416;1501;2218;1351;1821;1350;1347;1357;1360;2302;1547;1434;1354;1410;1419;1359;1405;1350;1409;1410;1355;1363;1353;1409;1357;2066;1400;1407;1556;1355;1410;1353;1409;1354;1403;1354;1355;1350;1352;1519;1354;1354
dsv3.sparql;22;2;2;2;3;3;3;2;2;3;2;6;2;2;3;2;2;2;2;3;2;2;2;3;3;2;2;2;2;4;2;3;3;3;2;2;2;3;2;2;1;3;2;1;3;2;2;3;2;2;2;2;2;2;2;2;3;2;2;3;2;2;2;3;2;3;2;2;2;3;3;3;2;2;2;4;3;2;3;2;1;2;2;3;2;2;3;2;3;2;3;2;3;3;3;3;7;2;2;2;3;2;2;2;2;2;3;2;1;2;2;2;3;3;2;2;3;2;2;2
qd1.sparql;7;5;8;5;5;5
qd5.sparql;599;24;25;24
qd2.sparql;12;7;11;11;7;7;8
qd6.sparql;120;53;53;61;54;55;66
dsv6.sparql;615;82;77;82;80;83;81;82;78;81;81;76;78;83;79;77;79;83;84;84;88;76;76;76;92;84;89;84;83;84;84;84;77;78;83;78;83;78;82;77;78;81;83;84;77;103;132;132;85;81;80;87;77;84;85;88;132;78;78;78;85;133;78;78;81;79;84;133;132;89;83;79;77;78;76;81;81;87;84;86;83;81;83;85;83;82;82;83;134;83;78;84;87;78;83;77;77;77;84;83;78;79;79;83;83;82;82;78;86;84;76;132;76;77;76;96;79;133;133;77;84;87;82;88;82;79;103;83;79;77
dp1.sparql;25;3;3;2;2
dp2.sparql;12;6;4;5;3;4;4;3;3;3;7;5;5
dp4.sparql;11;7;6
