query;50;40;30;20;10;0
sd1;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
sd2;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
sd3;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dp1;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dp2;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dp3;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dp4;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vd1;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vd2;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vd3;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vd5;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vd6;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vd7;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
qd1;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
qd2;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
qd3;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
qd4;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
qd5;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
qd6;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vf2;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vf2b;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vf3;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vf3b;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
vf4;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dsv1;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dsv2;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dsv3;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dsv4;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dsv6;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
dv;0.0166666667;0.0133333333;0.01;0.0066666667;0.0033333333;0
duc1;0.0714285714;0.0857142857;0.1;0.1142857143;0.1285714286;0.1428571429
duc2;0.0714285714;0.0857142857;0.1;0.1142857143;0.1285714286;0.1428571429
duc3;0.0714285714;0.0857142857;0.1;0.1142857143;0.1285714286;0.1428571429
duc4;0.0714285714;0.0857142857;0.1;0.1142857143;0.1285714286;0.1428571429
duc5;0.0714285714;0.0857142857;0.1;0.1142857143;0.1285714286;0.1428571429
duc6;0.0714285714;0.0857142857;0.1;0.1142857143;0.1285714286;0.1428571429
duc7;0.0714285714;0.0857142857;0.1;0.1142857143;0.1285714286;0.1428571429
