query;50;40;30;20;10;0
sd1;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
sd2;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
sd3;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
dp1;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
dp2;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
dp3;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
dp4;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
vd1;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
vd2;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
vd3;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
vd5;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
vd6;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
vd7;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
qd1;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
qd2;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
qd3;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
qd4;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
qd5;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
qd6;0.0263157895;0.0315789474;0.0368421053;0.0421052632;0.0473684211;0.0526315789
vf2;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
vf2b;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
vf3;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
vf3b;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
vf4;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
dsv1;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
dsv2;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
dsv3;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
dsv4;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
dsv6;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
dv;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
duc1;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
duc2;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
duc3;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
duc4;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
duc5;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
duc6;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
duc7;0.0277777778;0.0222222222;0.0166666667;0.0111111111;0.0055555556;0
