query;50;40;30;20;10;0
sd1;0.015625;0.0125;0.009375;0.00625;0.003125;0
sd2;0.015625;0.0125;0.009375;0.00625;0.003125;0
sd3;0.015625;0.0125;0.009375;0.00625;0.003125;0
dp1;0.015625;0.0125;0.009375;0.00625;0.003125;0
dp2;0.015625;0.0125;0.009375;0.00625;0.003125;0
dp3;0.015625;0.0125;0.009375;0.00625;0.003125;0
dp4;0.015625;0.0125;0.009375;0.00625;0.003125;0
vd1;0.015625;0.0125;0.009375;0.00625;0.003125;0
vd2;0.015625;0.0125;0.009375;0.00625;0.003125;0
vd3;0.015625;0.0125;0.009375;0.00625;0.003125;0
vd5;0.015625;0.0125;0.009375;0.00625;0.003125;0
vd6;0.015625;0.0125;0.009375;0.00625;0.003125;0
vd7;0.015625;0.0125;0.009375;0.00625;0.003125;0
qd1;0.015625;0.0125;0.009375;0.00625;0.003125;0
qd2;0.015625;0.0125;0.009375;0.00625;0.003125;0
qd3;0.015625;0.0125;0.009375;0.00625;0.003125;0
qd4;0.015625;0.0125;0.009375;0.00625;0.003125;0
qd5;0.015625;0.0125;0.009375;0.00625;0.003125;0
qd6;0.015625;0.0125;0.009375;0.00625;0.003125;0
vf2;0.1;0.12;0.14;0.16;0.18;0.2
vf2b;0.1;0.12;0.14;0.16;0.18;0.2
vf3;0.1;0.12;0.14;0.16;0.18;0.2
vf3b;0.1;0.12;0.14;0.16;0.18;0.2
vf4;0.1;0.12;0.14;0.16;0.18;0.2
dsv1;0.015625;0.0125;0.009375;0.00625;0.003125;0
dsv2;0.015625;0.0125;0.009375;0.00625;0.003125;0
dsv3;0.015625;0.0125;0.009375;0.00625;0.003125;0
dsv4;0.015625;0.0125;0.009375;0.00625;0.003125;0
dsv6;0.015625;0.0125;0.009375;0.00625;0.003125;0
dv;0.015625;0.0125;0.009375;0.00625;0.003125;0
duc1;0.015625;0.0125;0.009375;0.00625;0.003125;0
duc2;0.015625;0.0125;0.009375;0.00625;0.003125;0
duc3;0.015625;0.0125;0.009375;0.00625;0.003125;0
duc4;0.015625;0.0125;0.009375;0.00625;0.003125;0
duc5;0.015625;0.0125;0.009375;0.00625;0.003125;0
duc6;0.015625;0.0125;0.009375;0.00625;0.003125;0
duc7;0.015625;0.0125;0.009375;0.00625;0.003125;0
