query_name;avg_time;max_time;min_time;total_no
duc7.sparql;28;139;18;21
duc6.sparql;77;852;11;13
vd7.sparql;97;214;73;11
vf2b.sparql;175;1604;42;12
vd6.sparql;17;40;14;18
dsv5b.sparql;16349;22772;14950;70
vf3b.sparql;1753;4478;1514;16
dv1.sparql;11;543;2;68
sd1.sparql;25;111;9;9
duc1.sparql;16;68;12;20
vd3.sparql;26;261;8;15
vd5.sparql;64;146;50;16
vd1.sparql;33;442;3;15
vd2.sparql;16;49;12;17
vf2.sparql;133;204;107;15
vf3.sparql;1839;4553;1528;15
duc5.sparql;319;594;274;8
duc3.sparql;12;39;6;6
duc2.sparql;21;28;16;16
duc4.sparql;31;43;26;20
sd3.sparql;4;7;3;14
vf4.sparql;424;1486;350;19
sd2.sparql;2;4;1;13
dp3.sparql;5;10;4;20
qd4.sparql;12;61;7;14
dsv2.sparql;37;174;29;54
dsv1.sparql;117;1529;66;64
qd3.sparql;16;36;14;20
dsv4.sparql;1514;3262;1306;53
dsv3.sparql;3;38;2;56
qd1.sparql;20;250;4;16
qd2.sparql;8;25;6;15
qd6.sparql;62;106;52;17
qd5.sparql;28;76;23;20
dsv5.sparql;3084;17674;2602;62
dsv6.sparql;92;266;76;57
dp1.sparql;8;91;2;16
dp4.sparql;40;612;5;18
dp2.sparql;4;8;3;26
