duc7.sparql;19;19;
duc6.sparql;59;17;15;17;
vd7.sparql;161;81;75;111;95;74;91;
vf2b.sparql;73;45;44;52;69;
vd6.sparql;45;16;16;19;17;
dsv5b.sparql;15491;15010;14996;15225;15014;21737;14905;15994;14962;16760;15034;15712;15065;15024;15044;15050;15013;15183;15107;15081;15897;17583;15083;14994;15081;15136;15010;15292;17792;15126;15130;15119;22813;15026;15128;15092;15050;16248;22783;17096;15023;14983;15042;15542;15229;15008;15090;15066;15025;15015;17190;15064;15086;15098;15107;15121;15900;18947;15189;15113;15054;15085;15047;18565;15135;15147;15108;15045;15125;15054;15125;15089;15099;15157;15245;15174;15109;15052;15097;15058;15331;15074;15083;15142;22652;15144;15098;15086;14989;15096;15084;15070;17748;15228;15094;15084;15076;15092;
vf3b.sparql;2556;1053;
dv1.sparql;93;4;6;4;3;4;3;3;4;3;4;3;5;5;4;4;3;4;5;3;2;3;2;5;4;3;2;4;4;3;4;4;3;6;4;3;2;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;2;4;6;3;4;3;3;3;2;4;4;5;4;3;2;4;2;3;3;3;3;3;3;2;3;3;3;5;3;4;3;4;3;3;6;
sd1.sparql;8;8;13;8;8;10;7;9;
duc1.sparql;107;14;19;13;13;13;13;
vd2.sparql;125;14;14;14;14;14;14;
vd5.sparql;118;55;66;52;47;47;61;
vd1.sparql;41;5;4;5;4;6;
vd3.sparql;23;9;
vf2.sparql;273;107;152;109;109;
vf3.sparql;3220;1616;1619;1648;1611;
duc4.sparql;38;45;212;
duc2.sparql;42;28;19;18;19;19;
duc3.sparql;48;8;7;11;
duc5.sparql;494;294;290;285;295;
sd3.sparql;93;6;4;5;3;3;4;
vf4.sparql;1210;257;257;258;249;
sd2.sparql;3;3;2;2;
dp3.sparql;21;5;4;
qd4.sparql;439;12;10;10;9;13;9;14;
dsv2.sparql;144;52;50;30;30;31;37;31;29;31;31;31;30;33;33;34;52;33;52;52;29;29;31;39;30;35;33;36;33;30;30;34;33;36;31;33;30;31;33;51;37;29;33;35;36;51;33;39;29;51;35;34;30;34;32;33;52;39;35;33;36;31;35;32;34;33;29;31;29;30;29;31;29;31;30;34;29;36;51;51;36;34;29;33;34;47;32;34;52;36;30;31;30;33;33;35;32;52;31;34;35;
dsv1.sparql;1686;299;313;103;115;73;128;113;98;101;89;68;94;131;109;91;76;109;91;79;74;118;103;97;102;116;85;134;82;75;138;99;77;87;91;139;131;101;76;128;77;89;82;85;70;75;68;112;97;100;105;94;101;129;91;82;66;74;65;117;82;134;125;120;84;113;106;127;123;94;92;128;129;115;105;94;92;107;99;101;126;86;137;133;95;136;101;97;102;109;72;
qd3.sparql;24;19;
dsv4.sparql;3576;1384;2234;1350;2217;1347;1348;1349;1351;1356;1355;1350;1352;1366;1887;1353;1351;1510;1357;1361;1354;1353;1362;1350;1353;1349;1351;1352;1348;1365;1364;1361;1348;1348;1383;1354;1351;1349;1353;1360;1352;1379;1360;2117;1353;1361;1352;1348;1359;1368;1349;1348;1356;1381;1350;1410;1354;1349;1351;1348;1348;1348;1349;1359;1357;1350;1349;1351;1355;1353;1361;1354;1355;1373;1352;1350;2216;1347;2213;1348;1354;1365;1351;1368;1355;1357;1355;1354;1353;1353;1358;
dsv3.sparql;105;3;2;2;4;3;3;4;2;2;2;3;2;2;3;4;4;2;2;2;2;3;4;2;2;3;4;2;2;2;2;3;3;4;4;2;2;2;3;2;3;3;2;2;2;3;2;2;3;1;2;3;2;3;2;3;3;2;4;2;2;2;3;6;2;3;3;3;2;3;3;3;3;2;8;2;2;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;3;2;3;3;3;3;3;2;2;3;2;2;
qd1.sparql;260;6;7;6;5;5;6;
qd2.sparql;29;8;
qd6.sparql;105;48;54;53;52;49;
qd5.sparql;91;32;24;30;23;
dsv5.sparql;20477;2805;3531;2850;2916;2791;2759;2926;2830;2767;2868;2667;2739;2917;3024;2741;2725;2878;3127;3039;2871;2925;2901;2853;2926;2816;2719;2855;2758;2900;2745;2676;2637;2843;2848;2833;2808;3011;2925;2793;2772;2689;2615;2862;2938;2848;2892;3011;2833;2850;2830;2730;2824;2969;2846;2705;2787;2771;2691;2789;2820;2747;2850;2721;2658;2819;2935;2843;2768;3090;2930;2869;2796;2781;2700;2666;2900;2852;2691;2806;2818;2891;2932;2646;2668;2858;2693;2623;2874;2758;2718;2821;2917;2808;2947;2781;2698;2657;2648;2710;2969;2868;2872;2783;
dsv6.sparql;266;83;82;83;78;78;84;132;80;81;77;76;78;85;83;83;133;79;118;83;79;83;76;80;136;75;83;94;82;82;83;84;84;83;79;133;81;83;76;78;79;78;78;82;83;84;82;76;86;78;78;83;76;83;77;77;84;133;86;78;88;94;76;78;76;80;76;87;76;76;76;81;76;93;83;80;132;81;83;77;77;79;78;76;84;89;79;76;76;81;75;83;78;75;133;133;81;91;76;78;84;83;83;92;84;83;
dp1.sparql;24;3;6;3;3;3;3;3;3;4;
dp2.sparql;6;
dp4.sparql;9;7;6;
