duc7.sparql;18;17;17;19;19;19;
duc6.sparql;62;11;12;11;15;11;12;11;11;11;11;12;
vd7.sparql;161;79;77;89;78;116;
vf2b.sparql;370;55;57;65;55;54;52;51;51;54;49;53;57;56;60;50;50;49;50;50;50;51;52;51;51;50;50;51;54;51;51;61;57;59;56;51;51;51;57;51;51;50;51;51;51;54;57;59;57;51;49;58;51;49;56;55;49;49;50;50;50;49;51;63;51;52;51;52;51;56;56;57;54;49;49;49;49;51;58;49;50;53;50;49;49;52;51;51;51;51;51;51;51;59;51;51;54;50;54;57;51;51;52;51;51;51;52;51;51;51;50;56;51;51;51;52;51;49;206;54;55;56;57;56;59;77;76;63;52;51;
vd6.sparql;23;10;10;10;10;10;10;10;10;10;
vf3b.sparql;6405;1531;1523;1519;1516;1522;1513;1525;1514;1525;1523;1521;1520;1521;1518;1701;1531;1522;1524;1517;1522;1524;1516;1519;1529;1518;1525;1525;1521;1513;1528;1518;1518;1523;1518;1522;1523;1518;1523;1524;1529;1524;1523;1518;1532;1528;1517;1526;1516;1516;1515;1521;1530;1532;1524;1552;1534;1531;1514;1513;1540;1528;1524;1531;1509;1521;1514;1515;1523;1519;1515;1523;1530;1526;1522;1516;1521;1523;1530;1544;2275;1515;1516;1523;1526;1524;1520;1518;1519;1518;1518;1526;1516;1524;1520;1530;1519;1516;1524;1516;1526;1520;1517;1528;1530;1520;1527;1515;1526;1520;1521;1523;1522;1523;1513;1523;1523;1523;1515;1514;1518;1517;1528;1518;1531;1520;1524;1525;1527;1524;2270;2269;1519;1514;2277;1535;1525;2268;1531;1518;1526;1523;1526;
dsv5b.sparql;17099;13852;13843;13984;13798;
sd1.sparql;9;7;9;7;7;6;8;6;7;7;7;
dv1.sparql;79;2;3;2;5;3;3;
duc1.sparql;69;13;12;167;13;13;
vd1.sparql;1102;5;4;5;3;4;3;11;3;4;3;4;
vd5.sparql;141;36;37;38;50;41;36;42;38;38;37;44;
vd2.sparql;53;13;12;13;13;14;13;13;
vd3.sparql;10;7;5;5;6;7;6;
vf2.sparql;258;107;110;106;106;107;102;173;109;102;103;103;103;114;135;103;104;110;105;102;101;101;102;103;103;104;102;108;104;107;102;104;104;103;109;108;103;101;108;103;103;112;110;271;111;110;110;110;105;118;102;102;102;102;102;102;104;103;103;103;108;101;101;102;102;103;159;111;104;101;102;103;103;102;102;102;103;104;103;104;102;104;103;103;103;108;101;103;103;103;104;104;103;104;104;104;103;104;103;107;103;103;104;103;104;103;104;103;103;103;103;103;103;103;104;104;108;109;141;109;113;107;110;110;110;145;156;156;156;156;151;104;104;103;104;
vf3.sparql;2966;1526;1518;1529;1514;1554;1530;1525;1515;1515;1524;1527;1531;1568;1527;2281;1550;1526;1526;1526;1526;1524;1525;1532;1528;1526;1527;1535;1530;1527;1526;1538;1523;1527;1540;1523;1527;1522;1535;1528;1526;1534;1530;1531;1529;1557;1523;1522;1525;1523;1532;1529;1517;1523;1521;1521;1524;1516;1523;1523;1517;1551;1523;1524;1514;1522;1524;1531;1545;1522;1527;1527;1527;1522;1525;1524;1523;1525;1528;1517;1543;1519;1525;1518;1528;1529;1526;1529;1527;1590;1529;1518;1527;1528;1529;1518;1526;1523;1515;1533;1518;1523;1517;1516;1526;1523;1525;1524;1537;1518;1526;1523;1523;1519;1529;1522;1527;1529;1526;1531;1559;1543;1542;1528;1520;1529;1547;1525;1534;1524;1535;1535;1528;
duc3.sparql;59;6;
duc4.sparql;68;25;29;26;26;27;
duc2.sparql;52;15;16;17;16;
duc5.sparql;543;304;303;
vf4.sparql;1799;264;262;258;262;258;265;268;265;259;270;257;258;257;269;257;258;257;258;257;264;259;258;259;259;259;259;259;259;256;390;259;258;259;259;258;267;257;259;263;257;258;258;259;270;265;265;265;264;265;257;265;263;257;257;258;281;261;274;265;258;257;257;265;259;258;260;258;259;260;265;264;258;257;258;258;258;257;257;258;257;257;257;257;257;257;258;256;256;258;259;258;258;258;258;258;258;258;259;260;258;269;265;263;263;258;266;266;266;266;259;258;259;258;260;259;258;258;259;259;259;258;258;257;264;258;259;260;258;258;257;390;389;263;263;266;389;390;391;271;265;259;258;258;
sd3.sparql;88;3;4;4;4;4;
sd2.sparql;183;2;2;2;2;1;2;2;1;
dp3.sparql;10;4;4;4;4;5;4;4;3;4;4;4;4;
qd3.sparql;48;15;20;14;16;14;14;14;15;
qd4.sparql;44;8;11;9;10;9;
dsv2.sparql;42;29;31;
dsv1.sparql;1459;93;
dsv4.sparql;3550;2241;1393;2180;1347;1348;1353;1368;
dsv3.sparql;104;2;3;2;2;2;2;2;3;
qd1.sparql;208;5;6;5;5;4;5;4;6;5;5;5;6;5;5;
qd6.sparql;96;46;45;46;52;43;45;46;52;46;43;
qd2.sparql;12;7;7;6;10;6;
qd5.sparql;60;23;23;23;32;23;22;
dsv5.sparql;15402;1520;1534;1539;1664;2581;1955;
dsv6.sparql;381;76;79;80;77;82;79;78;
dp1.sparql;23;2;3;3;2;
dp2.sparql;71;4;5;3;4;4;3;
dp4.sparql;7;5;
