duc7.sparql;55;30;20;20;18;
duc6.sparql;27;11;12;
vd7.sparql;163;81;81;76;111;76;76;74;76;89;73;84;76;76;75;74;74;80;80;73;74;82;82;76;76;75;90;80;87;74;76;80;81;81;82;76;85;76;75;76;82;74;75;76;83;74;76;76;76;76;73;82;75;75;79;80;76;
vf2b.sparql;112;
vd6.sparql;147;15;14;11;22;10;14;13;11;10;11;10;11;11;16;14;11;16;11;15;15;10;11;10;15;15;10;11;10;15;10;11;12;10;10;12;10;10;15;10;10;15;11;11;10;
dsv5b.sparql;17603;16344;15194;15144;15106;
vf3b.sparql;4194;1558;1557;1544;
sd1.sparql;38;11;6;6;7;10;7;8;6;6;6;7;9;10;8;9;7;6;7;6;7;6;6;11;7;7;9;6;6;7;7;6;6;8;6;
dv1.sparql;121;3;2;5;
duc1.sparql;69;11;
vd5.sparql;118;51;49;73;58;51;64;58;58;51;51;49;49;51;52;57;56;61;57;64;56;73;57;52;51;51;51;51;56;51;51;51;51;51;51;49;49;49;64;57;
vd3.sparql;32;8;8;7;7;8;12;8;9;8;7;10;7;12;8;8;7;8;8;8;8;7;9;12;8;8;8;8;12;11;13;8;8;8;8;7;8;8;10;8;8;8;8;11;7;8;8;7;
vd2.sparql;31;13;13;13;13;16;16;14;15;14;12;14;12;12;12;12;13;17;13;20;14;18;16;13;18;13;13;13;17;18;17;13;18;13;18;17;13;12;12;12;14;12;14;15;12;14;13;13;13;13;13;13;
vd1.sparql;22;5;4;5;3;4;6;4;4;5;6;4;4;5;4;5;5;4;4;3;3;4;3;3;4;4;4;3;5;4;4;3;4;4;4;3;3;4;4;4;4;3;4;
vf2.sparql;196;121;117;119;
vf3.sparql;3013;1541;1557;1550;
duc5.sparql;497;268;279;
duc4.sparql;28;40;28;
duc3.sparql;39;
duc2.sparql;18;
sd3.sparql;38;5;5;6;5;6;4;6;5;3;4;4;5;6;4;5;5;5;5;4;3;4;3;4;5;3;3;3;4;4;5;4;3;4;4;5;5;3;4;3;4;5;3;3;3;3;5;3;
vf4.sparql;1595;334;333;331;334;
sd2.sparql;3;2;3;2;1;2;2;2;2;2;2;1;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;3;2;2;2;2;2;2;2;1;2;1;1;2;
dp3.sparql;582;7;7;7;5;4;4;7;4;4;5;4;5;6;5;4;4;5;6;7;6;7;4;4;6;4;5;6;6;4;5;5;5;4;5;7;5;4;6;6;5;4;4;4;4;4;
qd3.sparql;335;21;20;14;18;16;16;20;16;14;15;14;14;21;19;15;15;22;15;21;20;14;18;21;16;24;17;15;19;14;15;16;16;14;18;15;16;21;15;14;14;15;21;14;14;15;14;14;16;14;14;15;21;16;16;14;15;29;15;16;15;15;15;14;
qd4.sparql;467;12;11;8;8;8;8;8;11;8;7;7;11;7;8;8;9;11;8;8;8;7;8;8;8;8;8;8;8;8;12;7;8;7;7;8;9;12;13;8;8;8;7;8;10;
dsv1.sparql;2610;89;113;
dsv2.sparql;67;31;29;51;
dsv4.sparql;2971;1449;
dsv3.sparql;27;2;2;2;2;
qd1.sparql;10;7;5;7;5;8;5;6;5;5;5;4;5;5;6;5;4;7;5;7;5;5;4;6;4;7;6;5;4;4;4;6;7;4;4;5;5;
qd2.sparql;255;10;6;11;6;7;7;15;11;10;6;7;9;10;7;8;7;7;7;8;10;9;6;9;6;7;11;7;7;6;7;7;6;7;8;6;6;7;
qd6.sparql;541;65;52;56;83;53;53;52;53;52;71;61;53;61;52;54;54;58;58;58;62;60;52;61;60;78;53;60;54;53;54;53;54;63;65;60;78;54;52;52;54;53;54;54;77;77;
qd5.sparql;70;36;30;30;25;23;24;23;25;25;24;23;24;24;33;23;28;23;24;32;31;24;34;34;24;23;29;30;24;25;29;27;34;23;23;24;23;28;29;30;24;23;23;24;23;24;28;23;23;23;22;23;25;
dsv5.sparql;6321;2707;2888;2977;2812;
dsv6.sparql;172;
dp1.sparql;18;2;2;3;2;2;3;2;3;3;2;2;2;2;2;3;2;3;2;2;3;3;3;3;2;2;2;2;3;2;2;3;3;2;2;2;3;2;
dp2.sparql;6;4;4;4;3;5;3;3;3;3;3;4;4;4;4;4;4;3;4;3;4;3;4;4;3;4;3;3;6;3;4;3;4;3;4;4;3;3;3;3;3;4;3;3;3;4;
dp4.sparql;8;6;7;5;6;9;5;5;6;6;5;6;7;6;6;5;5;6;5;7;5;5;7;6;5;5;5;7;5;6;5;5;7;5;5;5;5;5;5;5;5;6;9;5;5;
