duc6.cy;2692;51;54;
duc4.cy;139;110;92;89;
duc2.cy;105;46;82;
dsv5b.cy;6;7;7;7;10;389;5;7;6;7;8;5;7;11;7;7;4;5;4;4;4;7;4;4;4;4;4;4;4;6;5;4;4;4;4;3;5;5;4;4;6;6;4;5;8;5;4;4;5;4;4;5;4;5;4;5;4;4;4;4;4;6;4;6;6;4;4;3;4;3;4;6;5;4;4;4;4;4;4;5;5;4;4;5;4;5;3;3;3;4;4;6;
qd3.cy;250;28;
vd5.cy;239;4;
vd3.cy;152;
qd1.cy;59;4;4;3;3;4;
vd7.cy;839;
qd5.cy;136;6;5;5;
vf3.cy;3030;5;5;
dsv5.cy;1429;9;6;5;5;5;6;4;6;5;387;8;10;4;389;8;7;5;5;4;5;5;4;5;4;4;4;4;5;4;5;4;4;5;4;5;5;4;5;4;4;4;6;4;6;7;3;4;4;6;5;4;4;4;3;4;4;5;4;6;4;4;4;5;5;4;5;4;4;6;4;6;4;4;5;4;10;4;3;4;3;4;5;5;4;3;4;4;4;4;4;4;5;4;4;
vd2.cy;155;28;
sd2.cy;129;92;58;76;
dsv1.cy;931;273;128;146;138;7405;91;131;128;92;103;98;129;89;93;99;99;102;104;116;123;532;122;93;93;92;93;91;88;91;84;104;96;86;94;97;100;142;94;88;89;102;97;129;139;93;100;95;109;102;84;84;87;85;91;101;90;103;138;120;84;91;86;122;84;86;98;91;126;133;128;91;97;84;87;85;86;124;93;105;92;92;85;121;98;135;91;92;85;92;95;129;85;85;84;84;
dp2.cy;58;
dsv3.cy;43;7;5;4;4;4;4;7;5;5;4;8;5;5;4;4;4;4;3;3;4;4;3;5;6;4;5;5;4;7;3;4;4;3;4;3;4;3;3;5;5;3;4;4;3;3;5;3;4;4;3;6;5;4;3;3;3;3;3;5;5;4;4;4;3;3;3;3;3;4;3;3;3;5;5;4;4;3;4;3;3;3;4;3;3;3;4;4;3;3;3;3;3;5;3;3;3;3;4;3;3;3;4;3;3;3;3;4;4;4;8;3;3;3;3;3;4;3;4;3;6;3;
dp4.cy;75;5;5;4;5;3;
duc7.cy;13428;31;25;
dv1.cy;22;5;6;6;7;5;5;4;4;6;8;5;5;5;6;5;6;6;7;6;5;4;5;8;6;4;4;4;4;4;4;4;4;5;3;4;5;6;4;4;5;4;4;4;4;4;4;5;4;11;4;4;3;3;3;3;4;5;6;5;3;3;4;4;3;4;3;4;4;5;4;5;4;3;3;3;4;4;3;4;3;3;3;5;4;4;3;4;4;4;3;7;5;4;4;3;5;4;7;4;3;3;3;3;4;4;4;3;3;4;6;5;4;4;100;3;3;4;4;4;4;4;3;4;3;3;4;4;4;3;3;5;3;7;3;4;3;4;4;3;3;5;100;4;3;4;
vf2b.cy;6;5;
duc3.cy;145;
duc5.cy;7579;143;
duc1.cy;19;6;4;6;5;4;
qd2.cy;109;4;4;
vd6.cy;
vf3b.cy;
qd4.cy;387;14;5;7;
qd6.cy;222;3;
dsv6.cy;55832;5228;10850;11381;12483;10695;11354;12099;11871;10773;11389;10919;4238;11487;12011;11053;11512;12263;11201;11253;10993;11510;16564;10915;11426;10869;11829;11713;12571;11607;10761;11158;11409;12962;13005;11153;11359;11476;10600;11764;11507;10572;10539;11191;11251;11271;10891;12124;13462;10816;11267;10882;11932;10790;12778;10794;4046;4388;17043;10802;10914;11031;10768;10774;11071;11185;13809;12431;10850;11212;11114;10983;13321;12393;9891;11539;11302;11503;10679;10995;12616;12893;12049;11190;11564;9948;10922;10676;12076;13116;10961;10777;11720;11064;11673;11156;11713;11708;11088;13082;31023;12499;10994;11173;10891;11013;11420;16990;
sd1.cy;246;68;
vf4.cy;305;
vf2.cy;33835;264;257;113;
dsv4.cy;22680;6719;7658;5248;6564;5775;6619;8077;11868;11754;7790;5563;6105;6664;6032;6439;7239;7335;5968;7101;6357;5600;5663;7273;6271;5264;6831;7733;6812;6359;5770;7007;5735;7011;7424;6084;6820;7748;6811;7162;13646;12526;5629;4992;5734;5824;6740;5471;6378;7905;5403;7524;5246;6233;5531;6787;7878;5094;6328;6370;5795;7035;8168;7068;5427;7473;5515;7723;6775;6584;6630;7332;5708;7193;6164;12701;5805;7915;6901;7658;7596;5107;5384;5690;7246;6341;6984;6500;5349;6675;7023;7533;5126;5044;
sd3.cy;
vd1.cy;46;9;5;
dp1.cy;
dp3.cy;158;
dsv2.cy;2048;345;267;261;218;232;281;301;248;225;304;221;262;226;317;319;312;233;230;301;325;302;226;306;310;224;315;233;223;231;221;230;227;218;220;216;221;229;222;222;233;234;257;221;219;219;225;218;222;320;322;221;222;218;308;228;219;232;234;216;222;221;302;223;226;231;306;232;288;226;224;269;303;276;300;218;305;233;249;230;229;238;227;217;390;297;228;222;229;219;223;224;232;223;234;228;234;217;230;317;238;228;226;231;241;229;228;
