query_name;avg_time;max_time;min_time;total_no
duc6.cy;2795;21937;52;8
duc4.cy;97;154;72;15
duc2.cy;745;10562;33;15
dsv5b.cy;15;748;3;73
vd5.cy;52;481;3;10
qd3.cy;42;212;15;8
vd3.cy;11;105;3;14
vd7.cy;223;2575;7;12
qd1.cy;17;74;3;5
qd5.cy;23;198;5;12
vf3.cy;292;2007;4;7
dsv5.cy;4;13;3;84
vd2.cy;16;89;8;12
sd2.cy;63;146;47;12
dsv1.cy;113;450;84;79
dp2.cy;6;42;3;13
dsv3.cy;4;61;2;76
dp4.cy;11;68;3;9
duc7.cy;36;52;25;8
dv1.cy;5;77;3;72
vf2b.cy;5;7;4;16
duc3.cy;113;239;78;5
duc5.cy;144;555;84;16
duc1.cy;5;14;4;6
qd2.cy;16;127;3;10
vd6.cy;61;146;43;9
vf3b.cy;14;104;3;12
qd4.cy;196;1350;3;7
qd6.cy;19;198;4;13
dsv6.cy;11668;58790;4832;88
vf4.cy;63;414;4;7
sd1.cy;71;131;56;11
vf2.cy;2328;13453;76;6
dsv4.cy;6717;22177;5402;82
sd3.cy;110;285;63;9
vd1.cy;10;44;5;10
dp1.cy;5;16;3;8
dsv2.cy;294;2626;233;102
dp3.cy;40;515;3;14
