query_name;avg_time;max_time;min_time;total_no
duc6.cy;160;6184;44;95
duc4.cy;81;183;67;93
duc2.cy;164;13770;29;109
dsv5b.cy;4;6;4;10
qd3.cy;40;299;11;12
vd5.cy;17;134;4;10
vd3.cy;13;124;3;12
vd7.cy;128;1217;5;10
qd1.cy;19;52;3;3
qd5.cy;33;146;5;5
vf3.cy;919;7318;4;8
dsv5.cy;5;9;4;7
vd2.cy;21;124;6;10
sd2.cy;96;297;42;6
dp2.cy;9;66;3;12
dsv1.cy;189;726;73;7
dsv3.cy;6;29;3;10
dp4.cy;9;77;3;14
duc7.cy;32;223;23;117
vf2b.cy;6;13;4;5
dv1.cy;4;16;3;13
duc3.cy;134;5791;64;103
duc5.cy;260;13959;65;78
duc1.cy;5;45;3;86
qd2.cy;28;149;3;6
vd6.cy;62;187;36;7
vf3b.cy;4;6;3;8
qd4.cy;167;1297;4;8
qd6.cy;45;210;4;5
vf4.cy;54;453;4;9
sd1.cy;69;166;48;7
dsv6.cy;15456;47643;4650;8
vf2.cy;2594;35075;73;14
dsv4.cy;8434;23261;5825;10
sd3.cy;79;234;55;12
vd1.cy;10;51;4;11
dp1.cy;4;19;3;13
dp3.cy;11;91;3;12
dsv2.cy;423;1874;213;10
