query_name;avg_time;max_time;min_time;total_no
duc6.cy;288;3097;47;13
duc4.cy;742;4628;67;7
duc2.cy;1345;7896;31;6
dsv5b.cy;4;8;3;6
vd5.cy;25;274;4;13
qd3.cy;46;295;13;10
vd3.cy;17;108;3;8
qd1.cy;11;122;3;16
vd7.cy;148;987;6;7
qd5.cy;20;131;4;8
vf3.cy;32;3564;4;134
dsv5.cy;5;7;3;8
vd2.cy;21;111;7;9
sd2.cy;621;5738;44;10
dp2.cy;28;203;3;8
dsv1.cy;196;375;85;3
dsv3.cy;5;22;3;10
dp4.cy;30;84;3;3
duc7.cy;34;47;23;7
vf2b.cy;5;15;3;131
dv1.cy;6;20;3;8
duc3.cy;191;430;70;3
duc5.cy;165;319;96;4
duc1.cy;5;10;3;7
qd2.cy;15;79;4;7
vd6.cy;54;157;36;11
vf3b.cy;5;43;3;144
qd4.cy;37;235;4;7
qd6.cy;22;212;4;12
vf4.cy;13;1059;4;145
dsv6.cy;15716;47875;11228;9
sd1.cy;66;178;50;12
vf2.cy;455;49703;70;136
dsv4.cy;8283;22674;5482;9
sd3.cy;2080;14118;55;7
vd1.cy;19;185;4;13
dp1.cy;5;15;3;6
dp3.cy;9;89;3;14
dsv2.cy;498;1246;217;4
