duc6.cy;2826;79;72;70;60;62;72;69;
duc4.cy;6305;77;77;81;78;99;76;80;
duc2.cy;126;38;50;49;33;31;41;48;60;37;
dsv5b.cy;5;3;5;6;3;4;
qd3.cy;337;30;35;19;24;22;21;15;24;15;18;20;14;
vd5.cy;240;5;4;4;5;3;4;4;4;
vd3.cy;89;5;6;
vd7.cy;2336;12;13;13;8;9;8;16;9;9;9;9;8;7;9;9;7;7;
qd1.cy;66;4;3;3;3;3;4;3;3;5;5;
qd5.cy;198;5;7;8;6;5;7;7;5;5;5;5;11;5;7;
vf3.cy;3598;28;24;21;7;8;34;6;7;6;6;7;5;5;5;6;5;7;5;6;6;7;7;6;7;7;6;6;6;10;6;7;10;5;5;6;6;7;6;5;6;6;5;6;5;6;5;5;7;6;4;5;5;4;5;4;7;5;5;6;5;6;6;6;6;5;4;8;6;5;6;4;5;5;6;4;6;4;5;7;5;4;5;4;7;12;7;6;4;5;5;4;4;4;15;7;5;4;6;5;4;4;7;
dsv5.cy;7;7;6;4;4;5;3;4;
vd2.cy;108;11;10;9;8;12;11;11;9;9;7;10;7;9;
sd2.cy;141;76;48;53;53;56;46;46;52;
dsv1.cy;428;136;160;119;98;97;102;87;86;81;81;
dp2.cy;49;4;3;7;4;3;3;3;4;
dp4.cy;3437;7;4;
dsv3.cy;36;4;3;3;3;3;
duc7.cy;11307;29;37;37;37;36;24;39;38;
vf2b.cy;39;11;8;7;7;6;8;7;8;8;5;7;5;13;4;4;10;4;6;13;5;5;10;10;7;4;6;6;96;6;7;6;5;4;4;4;6;4;6;6;6;5;4;4;4;6;3;5;5;4;5;5;5;6;4;4;5;5;6;5;5;5;4;4;3;5;5;4;5;6;5;4;5;5;5;3;8;4;3;3;5;4;3;3;4;4;4;4;4;4;5;21;5;5;4;4;4;5;5;5;4;4;5;3;4;3;5;3;4;3;4;3;
dv1.cy;14;4;3;3;4;4;5;4;
duc3.cy;251;122;110;104;80;94;77;99;70;71;97;81;78;78;76;
duc5.cy;535;127;128;90;93;97;118;88;92;121;85;
duc1.cy;10;5;6;5;4;5;3;4;
qd2.cy;108;4;3;3;5;3;
vd6.cy;525;46;43;50;42;37;39;41;38;36;42;41;
vf3b.cy;41;17;5;7;10;7;6;9;6;9;7;8;8;7;7;10;6;6;7;5;6;5;6;7;6;5;6;20;6;5;8;5;7;5;6;6;6;5;3;4;6;6;3;5;4;4;6;6;5;5;7;4;3;4;4;4;4;6;4;5;5;4;5;6;5;4;3;4;3;4;4;3;4;3;4;6;4;4;4;4;4;4;5;5;4;4;5;4;4;3;4;4;4;4;3;6;5;4;4;4;5;5;4;3;4;5;5;3;4;4;4;3;5;4;5;4;5;4;4;4;4;4;4;4;3;4;4;4;
qd4.cy;330;5;10;4;5;5;5;4;4;3;
qd6.cy;251;4;8;5;7;4;4;5;5;5;5;
vf4.cy;1034;22;10;13;7;7;7;10;12;5;7;39;6;6;5;10;7;6;8;7;7;14;11;7;7;5;4;7;6;6;7;6;7;7;7;7;7;6;6;5;5;5;8;8;6;6;6;5;6;5;5;4;4;4;5;5;5;5;5;4;6;5;5;5;5;4;4;4;4;4;6;6;5;6;5;5;6;5;4;4;4;5;6;5;5;5;5;5;5;6;6;5;6;5;5;6;5;7;6;6;4;5;6;5;4;5;4;5;4;5;4;5;5;4;5;4;5;6;4;4;7;6;5;6;4;6;5;4;5;5;4;
dsv6.cy;48807;4648;12391;20256;11109;16164;11169;10869;9436;11828;11373;13057;
sd1.cy;270;68;62;76;74;61;66;75;
vf2.cy;53633;490;114;79;79;127;167;113;110;100;123;90;157;102;86;86;93;87;99;102;86;80;83;108;78;99;86;86;85;109;107;110;117;108;110;103;106;127;114;148;79;106;88;123;112;85;70;78;74;75;70;69;70;77;67;86;70;76;67;68;77;85;98;113;102;98;71;68;69;86;83;108;76;105;77;69;75;69;83;77;77;109;75;88;97;78;78;76;76;74;69;68;74;78;76;89;78;83;76;76;97;99;77;69;76;74;79;79;78;70;78;81;101;79;77;75;77;77;75;78;77;79;78;83;77;68;77;85;77;68;77;75;98;68;
dsv4.cy;22242;6976;5883;5581;5574;5648;6918;13157;7380;7117;5895;6124;6184;
sd3.cy;144;63;76;64;63;58;
vd1.cy;56;12;7;7;5;6;5;5;6;9;4;
dp1.cy;22;5;4;11;3;4;3;3;3;
dsv2.cy;2195;237;339;220;235;221;227;214;220;224;
dp3.cy;101;4;4;4;4;4;3;3;
