query_name;avg_time;max_time;min_time;total_no
duc6.cy;190;3391;53;28
duc4.cy;765;16543;67;24
duc2.cy;420;8638;32;23
dsv5b.cy;6;22;3;22
vd5.cy;26;493;3;23
qd3.cy;29;345;11;23
vd3.cy;8;116;3;25
vd7.cy;46;999;5;26
qd1.cy;7;90;3;29
qd5.cy;12;200;4;31
vf3.cy;35;664;4;22
dsv5.cy;5;10;3;20
vd2.cy;13;127;4;20
sd2.cy;54;177;42;30
dp2.cy;5;52;3;23
dsv1.cy;105;374;74;24
dsv3.cy;85;2526;3;31
dp4.cy;8;93;3;22
duc7.cy;33;66;25;26
dv1.cy;10;125;3;20
vf2b.cy;5;7;3;21
duc3.cy;87;180;74;31
duc5.cy;103;457;66;29
duc1.cy;6;53;3;30
qd2.cy;22;402;3;22
vd6.cy;58;217;41;17
vf3b.cy;5;16;3;30
qd4.cy;14;348;4;33
qd6.cy;16;228;3;19
sd1.cy;74;406;48;32
dsv6.cy;13963;48153;5314;26
vf4.cy;25;448;4;23
vf2.cy;2421;53753;71;23
sd3.cy;203;3903;53;28
dsv4.cy;7602;23649;5486;14
vd1.cy;13;170;3;25
dp1.cy;4;22;3;39
dsv2.cy;335;1670;240;22
dp3.cy;8;92;3;19
