query_name;avg_time;max_time;min_time;total_no
duc6.cy;319;2570;56;10
duc4.cy;2032;25458;65;13
duc2.cy;667;10568;34;17
dsv5b.cy;4;8;3;11
vd5.cy;13;296;3;38
qd3.cy;23;291;8;41
vd3.cy;17;521;3;39
qd1.cy;8;187;3;44
vd7.cy;31;1128;4;50
qd5.cy;10;163;4;40
vf3.cy;130;1377;4;11
dsv5.cy;6;13;3;13
vd2.cy;10;103;4;40
sd2.cy;67;357;41;43
dsv1.cy;133;475;69;16
dp2.cy;6;52;3;33
dp4.cy;7;108;3;34
dsv3.cy;4;19;3;15
duc7.cy;38;62;23;9
dv1.cy;14;97;3;13
vf2b.cy;6;13;3;17
duc3.cy;463;6723;69;18
duc5.cy;125;557;73;14
duc1.cy;11;69;3;12
qd2.cy;32;855;3;31
vd6.cy;64;451;37;33
vf3b.cy;5;9;4;16
qd4.cy;14;238;3;25
qd6.cy;33;722;3;26
sd1.cy;76;275;53;30
vf4.cy;45;515;4;13
dsv6.cy;14746;47920;9840;13
vf2.cy;2906;33713;82;12
sd3.cy;171;4378;52;43
dsv4.cy;8697;23865;6000;10
vd1.cy;6;48;3;47
dp1.cy;5;43;3;43
dsv2.cy;413;2000;238;13
dp3.cy;7;78;3;29
