query_name;avg_time;max_time;min_time;total_no
duc6.cy;373;2826;52;9
duc4.cy;774;6305;76;9
duc2.cy;50;126;31;11
dsv5b.cy;4;6;3;7
qd3.cy;43;337;12;14
vd5.cy;27;240;3;10
vd3.cy;26;89;5;4
vd7.cy;131;2336;7;19
qd1.cy;8;66;3;12
qd5.cy;18;198;5;16
vf3.cy;41;3598;4;104
dsv5.cy;4;7;3;9
vd2.cy;15;108;7;15
sd2.cy;62;141;46;10
dsv1.cy;131;428;81;12
dp2.cy;8;49;3;10
dp4.cy;863;3437;4;4
dsv3.cy;7;36;3;7
duc7.cy;1160;11307;24;10
vf2b.cy;6;96;3;113
dv1.cy;5;14;3;9
duc3.cy;97;251;70;16
duc5.cy;138;535;85;12
duc1.cy;5;10;3;9
qd2.cy;18;108;3;7
vd6.cy;79;525;36;13
vf3b.cy;5;41;3;129
qd4.cy;34;330;3;11
qd6.cy;25;251;4;12
vf4.cy;13;1034;4;132
dsv6.cy;14815;48807;4648;13
sd1.cy;90;270;61;9
vf2.cy;486;53633;67;135
dsv4.cy;7919;22242;5574;14
sd3.cy;76;144;58;7
vd1.cy;10;56;4;12
dp1.cy;6;22;3;10
dsv2.cy;413;2195;214;11
dp3.cy;14;101;3;9
