duc6.cy;23948;146;118;72;87;81;96;80;81;99;51;57;68;75;76;71;82;68;78;79;65;63;75;70;68;70;70;45;52;51;46;46;51;51;52;53;52;49;54;50;47;52;51;46;47;54;46;63;58;51;50;46;45;45;58;47;48;58;46;46;53;52;45;54;45;54;50;45;45;49;45;46;56;45;49;45;51;51;45;63;52;70;67;47;53;45;47;47;52;52;50;45;46;62;51;74;45;48;63;45;44;45;47;62;54;44;46;
duc4.cy;427;115;86;75;82;82;102;121;161;127;85;98;74;101;93;93;119;91;86;83;99;106;87;75;99;105;94;93;93;94;99;87;99;98;99;74;94;103;71;69;94;65;71;66;110;78;67;75;71;72;73;66;70;65;66;72;65;68;76;65;64;65;88;68;65;66;66;68;65;104;73;96;93;73;67;67;71;65;86;72;74;65;64;64;77;65;72;65;64;65;
duc2.cy;19475;55;65;62;58;50;46;45;47;57;54;36;86;37;48;51;61;60;54;47;52;47;38;39;55;60;42;48;47;50;38;47;54;52;50;45;52;47;50;57;58;51;53;50;54;58;59;50;46;33;46;33;32;32;36;35;40;32;31;48;32;32;36;32;55;43;31;31;31;34;38;41;31;33;37;37;30;37;32;31;32;31;31;31;30;30;32;35;35;36;30;45;36;31;34;44;35;31;32;32;30;31;48;34;37;33;52;35;35;31;30;30;31;47;30;31;32;30;46;30;30;32;30;35;30;30;30;30;
dsv5b.cy;6;3;4;4;4;
vd5.cy;252;5;5;8;5;4;5;
qd3.cy;231;18;12;11;
vd3.cy;197;4;3;
qd1.cy;161;5;4;5;
vd7.cy;515;7;6;
qd5.cy;214;5;5;5;5;
vf3.cy;706;5;5;5;4;5;
dsv5.cy;11;6;7;4;3;4;6;4;4;
vd2.cy;227;18;15;14;17;10;7;8;9;
sd2.cy;176;81;60;48;49;
dp2.cy;63;6;5;3;4;3;
dsv1.cy;
dp4.cy;105;
dsv3.cy;28;4;3;
duc7.cy;88;29;35;39;32;39;30;52;54;58;33;42;51;26;25;52;58;39;37;41;29;37;37;35;35;39;39;40;26;37;37;31;46;43;38;39;42;25;25;52;38;32;31;28;24;25;25;25;26;25;27;38;25;26;24;33;25;24;25;24;24;26;24;30;24;24;24;25;24;23;23;24;24;24;25;24;36;24;25;24;23;24;24;25;24;28;24;25;24;36;24;25;33;24;34;36;24;23;24;24;24;32;25;25;30;24;28;23;24;25;30;23;24;31;27;27;24;23;24;
vf2b.cy;6;4;5;4;
dv1.cy;16;7;5;4;
duc3.cy;831;86;70;67;79;109;89;103;119;93;79;75;117;121;108;96;95;85;109;128;113;90;93;88;115;110;77;84;106;95;90;108;95;100;90;99;100;105;101;116;98;74;74;68;68;69;84;74;78;69;81;70;95;78;67;68;69;69;68;73;70;68;85;76;74;67;70;77;68;68;74;70;67;72;70;83;67;67;68;74;76;81;73;72;68;84;67;70;78;74;73;68;68;68;68;74;68;68;68;95;78;70;80;69;69;71;68;68;69;74;74;77;75;68;68;68;75;76;88;
duc5.cy;15225;147;96;91;87;131;90;132;101;91;90;131;135;121;127;111;112;92;93;107;84;86;97;92;103;111;103;102;106;98;67;64;79;65;78;63;69;73;71;92;67;71;72;71;63;94;64;76;65;61;69;76;107;82;61;63;63;64;61;61;60;60;61;60;65;92;68;60;61;61;61;61;61;60;60;67;61;61;69;69;88;69;63;73;68;66;61;67;63;60;60;68;68;61;67;60;66;69;64;68;63;81;61;62;64;61;
duc1.cy;55;8;16;5;7;5;5;5;5;6;6;8;6;6;7;5;5;5;6;7;7;4;5;6;6;7;6;7;6;6;5;6;6;6;6;6;5;6;5;4;4;4;6;4;4;4;4;6;4;7;5;4;21;3;4;4;4;4;4;5;4;3;5;6;4;6;4;3;4;3;3;4;4;4;3;3;3;3;8;5;4;4;4;3;4;5;6;5;3;3;4;6;6;5;5;3;4;3;4;4;4;3;4;3;4;4;3;4;4;4;5;4;4;3;4;4;3;4;4;
qd2.cy;284;3;6;4;4;
vd6.cy;178;42;37;39;43;
vf3b.cy;6;6;5;4;3;
qd4.cy;329;5;4;
qd6.cy;224;4;4;4;4;5;
dsv6.cy;48119;5032;9861;12330;11769;
vf4.cy;535;9;8;6;5;6;4;4;5;
sd1.cy;256;72;64;55;
vf2.cy;13779;84;76;78;112;
dsv4.cy;21404;5436;5652;5390;
sd3.cy;
vd1.cy;40;6;7;6;5;
dp1.cy;21;4;4;3;3;3;3;
dsv2.cy;1826;246;221;214;
dp3.cy;87;3;3;
