query_name;avg_time;max_time;min_time;total_no
duc6.cy;417;3234;57;9
duc4.cy;102;131;83;8
duc2.cy;62;96;37;5
dsv5b.cy;8;16;5;4
qd3.cy;107;364;19;4
vd5.cy;20;167;3;11
vd3.cy;34;94;4;3
qd1.cy;13;60;3;6
vd7.cy;101;553;6;6
qd5.cy;33;109;6;4
vf3.cy;16;1602;4;161
dsv5.cy;4;7;4;8
vd2.cy;61;113;10;2
sd2.cy;75;124;54;5
dsv1.cy;187;397;102;7
dp2.cy;8;38;3;9
dp4.cy;12;81;3;11
dsv3.cy;5;23;3;10
duc7.cy;2702;13349;26;5
vf2b.cy;5;53;3;171
dv1.cy;7;17;4;5
duc3.cy;163;707;74;9
duc5.cy;183;583;111;7
duc1.cy;6;13;4;9
qd2.cy;34;85;4;3
vd6.cy;69;188;36;7
vf3b.cy;5;29;3;138
qd4.cy;36;229;4;7
qd6.cy;61;290;3;5
vf4.cy;10;662;4;145
sd1.cy;110;275;50;8
dsv6.cy;22405;47050;9658;3
vf2.cy;493;56075;69;142
sd3.cy;3694;14537;69;4
dsv4.cy;10782;22331;6289;4
vd1.cy;10;45;4;9
dp1.cy;6;20;3;8
dp3.cy;96;466;4;5
dsv2.cy;431;1434;218;8
