query_name;avg_time;max_time;min_time;total_no
duc6.cy;1290;25882;51;21
duc4.cy;204;3078;68;26
duc2.cy;38;113;28;20
dsv5b.cy;5;8;3;21
vd5.cy;15;355;3;31
qd3.cy;35;511;10;29
vd3.cy;28;888;3;37
vd7.cy;147;3498;5;25
qd1.cy;6;105;3;42
qd5.cy;12;143;5;24
vf3.cy;28;511;4;22
dsv5.cy;5;14;3;24
vd2.cy;13;127;3;32
sd2.cy;145;2331;41;26
dp2.cy;113;3265;3;30
dsv1.cy;123;446;75;26
dp4.cy;7;80;3;31
dsv3.cy;4;20;3;21
duc7.cy;316;4316;24;15
dv1.cy;5;22;3;27
vf2b.cy;4;7;3;17
duc3.cy;98;238;71;16
duc5.cy;505;8602;81;21
duc1.cy;5;11;3;20
qd2.cy;7;111;3;38
vd6.cy;62;363;40;25
vf3b.cy;7;43;3;16
qd4.cy;14;271;3;26
qd6.cy;29;696;3;28
dsv6.cy;14106;52710;5037;19
sd1.cy;79;461;47;26
vf4.cy;28;353;4;15
vf2.cy;886;13660;72;17
dsv4.cy;7792;22255;5543;15
sd3.cy;71;132;56;33
vd1.cy;6;44;3;36
dp1.cy;5;17;3;37
dp3.cy;7;85;3;24
dsv2.cy;365;2097;214;16
