duc6.cy;2563;82;59;60;62;56;53;
duc4.cy;13917;103;109;113;89;105;90;81;
duc2.cy;12365;123;71;54;63;50;46;52;34;36;
dsv5b.cy;8;23;5;6;
vd5.cy;197;5;8;5;4;5;6;6;6;5;7;8;6;5;4;3;5;6;4;5;5;7;8;4;5;5;4;4;5;4;4;4;7;3;3;4;4;5;5;4;3;5;5;4;4;4;5;4;5;4;
qd3.cy;336;25;21;31;26;18;19;24;17;20;17;21;17;23;16;19;22;17;15;14;14;12;13;12;12;12;14;10;10;11;10;14;13;
vd3.cy;100;7;4;5;6;8;5;5;6;5;5;4;4;5;5;5;5;5;6;7;4;4;4;5;5;4;4;4;4;3;4;6;3;4;3;3;15;4;4;3;5;3;6;4;
vd7.cy;4040;77;26;21;12;12;10;11;15;11;10;20;11;11;8;11;9;10;7;9;7;7;7;7;7;7;7;7;10;7;7;7;6;8;9;
qd1.cy;63;7;6;4;5;4;7;5;5;5;5;4;6;9;5;3;5;5;5;6;5;5;4;4;8;3;4;4;4;3;4;6;3;4;4;4;3;4;4;6;3;11;4;4;
qd5.cy;223;19;12;12;6;16;7;7;7;8;7;9;8;7;14;7;10;5;6;5;5;5;5;11;5;7;5;6;5;5;5;6;
vf3.cy;552;8;5;6;5;6;
dsv5.cy;34;6;6;7;6;4;6;4;
vd2.cy;184;19;23;19;24;18;10;9;13;12;18;12;11;12;8;9;7;10;11;10;11;10;11;8;10;10;11;7;8;8;7;8;7;8;7;7;7;7;13;7;
sd2.cy;180;101;59;69;105;77;70;71;82;69;83;71;67;68;89;88;66;49;80;60;74;70;70;69;69;67;52;67;67;94;69;52;53;71;48;49;66;49;46;46;47;54;45;46;62;47;51;51;45;
dp2.cy;46;4;5;5;5;4;5;4;4;5;4;6;4;5;5;5;10;5;4;3;4;5;4;4;3;4;3;3;3;3;4;3;3;3;
dsv1.cy;
dp4.cy;125;6;5;6;9;5;5;5;5;6;5;5;22;6;6;6;6;5;6;5;5;4;4;4;4;4;4;5;4;4;3;4;18;3;4;4;12;5;
dsv3.cy;22;5;5;3;4;4;3;3;
duc7.cy;89;56;57;43;29;75;36;39;29;36;26;24;
dv1.cy;21;6;4;7;4;5;4;4;
vf2b.cy;12;6;5;8;5;4;5;
duc3.cy;171;108;92;72;72;82;
duc5.cy;324;114;152;151;118;123;122;88;116;81;84;
duc1.cy;14;7;6;7;6;24;4;4;
qd2.cy;129;6;6;10;5;5;3;5;8;4;4;5;4;4;8;4;14;4;4;5;3;4;4;9;5;3;3;4;5;4;3;4;4;4;3;3;3;6;3;4;5;3;4;4;4;5;3;3;4;4;3;4;3;3;4;4;4;5;
vd6.cy;5418;64;47;52;46;48;43;55;64;64;63;56;40;150;63;53;54;74;56;51;50;52;37;55;54;57;54;50;52;43;43;39;37;45;39;37;52;37;37;42;50;
vf3b.cy;17;6;6;5;4;4;6;
qd4.cy;322;7;9;5;6;6;6;5;5;5;6;5;6;5;5;5;4;7;7;5;4;8;7;6;6;6;5;4;5;5;5;5;3;4;4;4;4;4;4;4;4;3;5;5;4;5;4;5;
qd6.cy;270;6;4;6;7;6;5;5;6;7;6;5;5;5;5;5;5;5;4;4;6;6;4;5;4;4;4;5;6;8;5;
sd1.cy;829;139;74;110;64;70;76;91;80;75;80;77;85;62;77;77;84;78;77;56;59;51;52;62;51;52;66;58;65;59;59;
vf4.cy;599;6;7;6;5;6;7;5;4;5;4;4;
dsv6.cy;47867;5244;10038;12242;12045;12083;11099;13186;11073;
vf2.cy;34969;185;97;144;124;116;83;96;89;89;
dsv4.cy;24918;6709;7569;6756;7773;6246;6975;7050;5700;7669;5592;6422;7348;
sd3.cy;533;79;84;76;98;95;119;88;88;92;79;63;84;85;81;85;68;67;61;62;88;107;85;70;64;83;67;67;61;64;69;84;62;83;75;89;86;85;68;
vd1.cy;48;7;6;10;9;8;8;7;7;6;5;5;4;5;7;6;7;6;6;7;5;6;7;6;6;5;5;5;4;7;5;4;4;5;5;4;4;5;6;
dp1.cy;19;5;5;5;5;4;6;5;4;7;5;5;4;6;6;5;5;4;5;4;5;4;3;4;3;3;4;4;3;3;3;4;3;3;4;4;3;4;3;4;
dp3.cy;98;4;5;5;5;3;5;7;6;4;4;10;5;5;5;8;5;6;5;6;5;4;5;5;6;12;4;3;4;5;5;5;5;4;4;4;3;3;3;3;3;4;3;4;4;3;4;5;
dsv2.cy;2080;252;293;347;292;214;220;228;
