query_name;avg_time;max_time;min_time;total_no
duc6.cy;710;2617;66;4
duc4.cy;849;3059;105;4
duc2.cy;81;124;39;2
dsv5b.cy;11;40;5;6
qd3.cy;30;936;8;65
vd5.cy;13;350;3;41
vd3.cy;9;239;3;49
qd1.cy;6;86;3;38
vd7.cy;49;2336;4;58
qd5.cy;54;2599;4;54
vf3.cy;93;445;4;5
dsv5.cy;5;10;4;6
vd2.cy;13;210;4;53
sd2.cy;92;1440;44;46
dp2.cy;7;114;3;47
dsv1.cy;1199;4418;94;4
dp4.cy;6;65;3;46
dsv3.cy;6;22;3;6
duc7.cy;1179;6894;26;6
dv1.cy;8;19;4;5
vf2b.cy;4;4;4;2
duc3.cy;129;155;103;2
duc5.cy;395;1195;109;4
duc1.cy;8;12;6;3
qd2.cy;28;944;3;39
vd6.cy;80;1380;38;46
vf3b.cy;5;6;4;5
qd4.cy;17;456;3;46
qd6.cy;35;1450;3;47
sd1.cy;81;567;47;36
vf4.cy;72;406;4;6
dsv6.cy;26612;48205;5020;2
vf2.cy;9524;47095;90;5
sd3.cy;291;10548;56;49
dsv4.cy;13036;23232;7361;3
vd1.cy;6;45;3;44
dp1.cy;4;21;3;39
dp3.cy;92;4111;3;47
dsv2.cy;633;1987;250;5
