query_name;avg_time;max_time;min_time;total_no
duc6.cy;708;9840;49;15
duc4.cy;99;156;79;12
duc2.cy;54;127;34;14
dsv5b.cy;5;18;3;14
vd5.cy;29;203;4;8
qd3.cy;35;305;11;15
vd3.cy;10;112;3;19
qd1.cy;9;70;3;13
vd7.cy;54;765;5;17
qd5.cy;30;363;5;15
vf3.cy;43;3794;4;101
dsv5.cy;4;8;3;16
vd2.cy;16;145;5;17
sd2.cy;60;125;49;20
dsv1.cy;143;653;81;21
dp2.cy;7;68;3;16
dsv3.cy;4;32;2;18
dp4.cy;10;95;3;15
duc7.cy;561;6897;26;13
vf2b.cy;5;48;3;93
dv1.cy;6;26;3;10
duc3.cy;114;199;92;14
duc5.cy;1543;21810;81;15
duc1.cy;5;11;3;19
qd2.cy;17;162;3;12
vd6.cy;70;194;52;11
vf3b.cy;5;15;3;100
qd4.cy;23;357;3;19
qd6.cy;32;312;4;11
vf4.cy;16;1028;4;96
dsv6.cy;14689;48136;5464;11
sd1.cy;86;243;57;13
vf2.cy;660;46800;79;84
sd3.cy;200;1952;64;15
dsv4.cy;7726;22633;5455;14
vd1.cy;12;48;4;6
dp1.cy;5;19;3;22
dp3.cy;11;88;3;12
dsv2.cy;307;1469;206;19
