query_name;avg_time;max_time;min_time;total_no
duc6.cy;275;29260;44;134
duc4.cy;127;4855;68;106
duc2.cy;40;199;31;134
dsv5b.cy;6;8;4;2
vd5.cy;46;293;4;7
qd3.cy;93;173;13;2
vd3.cy;313;313;313;1
qd1.cy;18;63;3;4
vd7.cy;344;681;8;2
qd5.cy;40;108;5;3
vf3.cy;390;390;390;1
dsv5.cy;4;6;3;4
vd2.cy;22;86;7;6
sd2.cy;71;140;49;5
dp2.cy;27;52;3;2
dsv1.cy;243;480;101;3
dp4.cy;29;157;3;6
dsv3.cy;19;19;19;1
duc7.cy;73;5102;24;116
dv1.cy;10;28;4;4
vf2b.cy;4;5;3;4
duc3.cy;100;836;81;134
duc5.cy;267;22036;65;120
duc1.cy;5;47;3;130
qd2.cy;49;187;3;4
vd6.cy;79;165;48;4
qd4.cy;130;255;5;2
qd6.cy;69;200;4;3
sd1.cy;171;364;63;3
vf4.cy;139;409;5;3
dsv6.cy;26057;47527;4587;2
vf2.cy;3748;25600;80;7
dsv4.cy;21011;21011;21011;1
sd3.cy;120;120;120;1
vd1.cy;20;63;5;4
dp1.cy;58;113;4;2
dsv2.cy;1072;1905;240;2
dp3.cy;20;101;3;6
