query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
duc7.sparql;30.0;16.0;19.6;3.612303904130758;16.0;16.0;16.0;120
duc6.sparql;298.0;10.0;14.666666666666668;27.591140390302456;10.0;10.0;10.0;108
vd7.sparql;140.0;76.0;94.5;30.43572462310259;76.0;76.0;76.0;4
vf2b.sparql;118.0;54.0;68.0;27.964262908219126;54.0;54.0;54.0;5
vd6.sparql;21.0;15.0;16.0;2.449489742783178;15.0;15.0;15.0;6
dsv5b.sparql;14855.0;14209.0;14478.166666666666;219.67104193922935;14209.0;14209.0;14209.0;6
vf3b.sparql;3182.0;1600.0;1925.6666666666667;631.4936790393604;1600.0;1600.0;1600.0;6
sd1.sparql;36.0;7.0;13.8;12.437845472588892;7.0;7.0;7.0;5
dv1.sparql;103.0;2.0;23.0;44.72694937059759;2.0;2.0;2.0;5
duc1.sparql;293.0;11.0;16.041666666666668;25.623123693006505;11.0;11.0;11.0;120
vd2.sparql;83.0;12.0;20.7;21.919296420176344;12.0;12.0;12.0;10
vd3.sparql;23.0;7.0;11.0;8.0;7.0;7.0;7.0;4
vd5.sparql;134.0;44.0;61.0;30.180409918639988;44.0;44.0;44.0;8
vd1.sparql;447.0;3.0;77.66666666666666;180.93608447920684;3.0;3.0;3.0;6
vf2.sparql;181.0;97.0;113.16666666666667;33.39111658310735;97.0;97.0;97.0;6
vf3.sparql;2844.0;1313.0;1546.142857142857;572.7761134950341;1313.0;1313.0;1313.0;7
duc2.sparql;431.0;14.0;22.240310077519375;39.92527692331139;14.0;14.0;14.0;129
duc5.sparql;973.0;285.0;305.21495327102804;72.16896160797428;285.0;285.0;285.0;107
duc3.sparql;117.0;5.0;7.824999999999998;10.184567745764548;5.0;5.0;5.0;120
duc4.sparql;40.0;24.0;28.021978021978022;4.58736918548704;24.0;24.0;24.0;91
vf4.sparql;1512.0;234.0;378.4;399.5773322455172;234.0;234.0;234.0;10
sd3.sparql;5.0;5.0;5.0;0.0;5.0;5.0;5.0;1
sd2.sparql;3.0;1.0;1.8333333333333333;0.752772652709081;1.0;1.0;1.0;6
dp3.sparql;20.0;4.0;8.0;8.0;4.0;4.0;4.0;4
dsv2.sparql;48.0;29.0;33.4;8.203657720797475;29.0;29.0;29.0;5
qd4.sparql;78.0;7.0;25.25;35.169826082405734;7.0;7.0;7.0;4
qd3.sparql;30.0;14.0;17.6;6.9498201415576215;14.0;14.0;14.0;5
dsv1.sparql;1614.0;1614.0;1614.0;0.0;1614.0;1614.0;1614.0;1
dsv4.sparql;4477.0;1348.0;1983.4;1394.0730970792029;1348.0;1348.0;1348.0;5
dsv3.sparql;21.0;2.0;6.75;9.5;2.0;2.0;2.0;4
qd1.sparql;15.0;5.0;9.0;4.301162633521313;5.0;5.0;5.0;5
qd2.sparql;265.0;7.0;51.0;104.85036957493283;7.0;7.0;7.0;6
qd5.sparql;68.0;22.0;31.333333333333336;18.151216671801002;22.0;22.0;22.0;6
qd6.sparql;90.0;47.0;60.0;15.705625319186328;47.0;47.0;47.0;7
dsv5.sparql;19355.0;2627.0;4570.3;5213.531497725681;2627.0;2627.0;2627.0;10
dsv6.sparql;647.0;76.0;172.33333333333331;232.54218255333086;76.0;76.0;76.0;6
dp1.sparql;15.0;2.0;3.75;4.5591352563522705;2.0;2.0;2.0;8
dp2.sparql;5.0;3.0;3.7142857142857144;0.7559289460184545;3.0;3.0;3.0;7
dp4.sparql;9.0;6.0;7.5;2.1213203435596424;6.0;6.0;6.0;2
