duc7.sparql;19;24;24;17;21;21;19;18;18
duc6.sparql;61;12;13;14;11;11;11;12;14;13
vd7.sparql;253;82;86;99;125;87;90;86;91;91;124;124;99;92;85;92;84;93;84;85;85;91;83;93;124;126;273;94;93;90;91;97;86;90;83;85;92;96;85;85;84;90;85;86;92;91;89;91;85;85
vf2b.sparql;353;46;52;51;72;52;46;52;50;45;46;46;50;48;51;52;52
vd6.sparql;68;10;14;16;13;15;11;10;11;10;12;14;11;11;10;11;9;11;15;13;10;10;10;16;11;10;11;14;11;10;10;10;11
vf3b.sparql;1795;965;960;963;959;968;976;972;1444;967;957;970;963;969;959;962
dsv5b.sparql;17707;17985;17595;17554;17487;17418;17452;17461;19225;17446;17510
sd1.sparql;10;7;6;7;9;10;7;7;7;7;6;7;6;11;7;7;7;6;7;6;7;9;7;8;7;7;7;6;6;7
dv1.sparql;31;3;3;3;4;4;2;6;8;2;3;2;2
duc1.sparql;260;16;14;15;14;20;18;14;14;20;23;14
vd3.sparql;117;9;5;6;7;5;8;6;6;6;5;6;6;7;5;6;6;6;6;6;5;5;8;5;6;9;5;5;6;5;6;6;5;5;5;5;5;6;6
vd5.sparql;94;44;45;45;46;66;56;45;51;65;66;44;53;45;46;46;65;66;51;45;52;44;46;44;46;46;60;53;52;47;52;56;51;46;45;52;45;46
vd1.sparql;337;4;4;6;4;4;4;5;5;7;5;6;5;6;4;5;5;4;5;5;4;4;4;4;4;4;4;5;4;5;4;4;6;5;4;4;5;6;6;4;5;4;4;4;8;4;4
vd2.sparql;43;13;22;13;16;14;13;14;19;15;15;17;13;13;12;13;13;14;13;12;15;12;14;13;170;13;12;13;13;14;13;12;14;14;13;22;12;12;15;18
vf2.sparql;269;179;140;214;147;152;140;148;143;145;216;141
vf3.sparql;3011;995;989;983;990;988;997;994;990;986;989
duc4.sparql;878;34;33;28;27;34;33;32;43;39;28;30;27
duc2.sparql;72;15;16;17;16;15;15;16;18;23;17;15;18;17;17;16;16
duc5.sparql;983;364;370;369;371;360;370;370;370;369;361;367;359;368
duc3.sparql;55;6;10;8;9;10;7;10;7;7;6;6;7;6;7;6;6;8
sd3.sparql;112;4;4;6;5;4;4;5;5;4;4;5;4;6;6;5;5;3;3;3;4;4;4;4;4;3;4;4;5;3;3;4;5;3;4;3;5;4;3;4;3;3;3
vf4.sparql;2378;450;426;432;425;429;425;421;428;433;424;426;431
sd2.sparql;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;3;1;2;2;2;1;5;2;2;2;1;2;1;3;2;1;1;1
dp3.sparql;9;6;5;7;6;9;5;6;5;6;7;6;7;5;6;6;6;5;5;5;6;7;6;6;6;6;6;6;5
dsv2.sparql;46;30;31;35;29;32;32;29;29;30;30;36;29
dsv1.sparql;2408;61;61;97;91;94;92;82;144;114;73;137;108;81;78;70
qd3.sparql;47;19;16;18;16;18;20;17;23;23;16;24;25;18;23;21;18;23;16;18;24;17;18;16;19;21;16;18;16;18;20;18;16;16;16;16;16;15;23;17;16
qd4.sparql;21;9;9;15;9;9;9;10;14;9;9;10;9;9;9;9;9;10;9;9;9;10;9;9;10
dsv4.sparql;3507;1339;1340;1325;1316;1315;1308;1319;1305;1308
dsv3.sparql;23;2;2;2;2;3;2;2;2;2;3;2;2;2;2
qd1.sparql;10;7;5;6;5;7;7;6;8;5;8;6;6;5;5;7;7;5;6;5;6;9;7;6;6;5;8;5;6;5;9;6;13;5;7;7;5;5;5;5;5;5;9;5
qd2.sparql;442;9;7;11;6;9;7;11;6;7;7;9;6;7;11;6;7;7;6;7;6;6;7;6;7;9;8;6;7;6;7
qd5.sparql;48;22;23;27;24;24;23;28;28;22;24;22;23;24;23;29;27;32;22;21;21;28;23;22;24;22;22;23;22;29;24;29;22;23;21;22;22;22;27;26
qd6.sparql;156;41;43;44;62;51;49;51;62;52;62;43;44;63;50;44;43;43;48;53;48;48;44;50;47;49
dsv5.sparql;5561;1810;1832;1716;1934;1759;1752;1696;2195;1824;1906;2050;1667
dsv6.sparql;259;91;79;85;75;79;77;78;78;80;77;82;76
dp1.sparql;157;3;3;4;3;3;3;3;3;2;3;3;2;3;2;3;2;2;3;3;3;3;2;2;2;2;3;2;2;3;2;2;2;4;2;2;3;2;3;2;2;2;2
dp2.sparql;6;4;5;9;4;3;5;4;3;4;4;3;4;3;5;3;4;4;4;3;3;4;3;4;3;3;4;3;3;4;4;5;4
dp4.sparql;11;7;6;5;8;8;5;5;5;8;6;5;7;6;6;8;5;5;5;5;5;9;5;5;5;5;4;5;8;5;5;5;5;6
