duc7.sparql;78;19;17;19;24
duc6.sparql;73;11;11;12;12;11;10;10;11
vd7.sparql;150;77;77;77;75;75
vf2b.sparql;69;43;47;48;68;67;66;44;44;45;44;45;44;49;47;45;49;44;54;50;65;46;44;44;45;45;44;44;44;44;42;45;43;66;48;44;44;44;44;44;43;44;43;43;42;42;45;54;44;43;42;44;44;45;44;45;46;42;49;49;49;50;44;48;44;44;44;44;44;44;45;42;45;49;48;42;44;44;44;46;44;44;44;44;44;43;44;44;67;48;44;44;45;46;51;50;42;44;44;44;49;42;44;44;44;45;44;47;44;45;44;47;44;69;67;44;67;45;44;45;49;43;45;44;44;44;44;44;48;42;44;44;44;44;44;44;44;42;48;48;42;51;42;49;49;48;47;48;42;43;42;43;49;47;48;50;49;49;49;49;49;42;42;48;53;44;43;42;43;42;43
vd6.sparql;36;22;18;15;21;15;14
dsv5b.sparql;18990;15123;15126;15085
vf3b.sparql;3117;1597;1606;2392;1604;1825;1710;1603;1600;1605;2390;1597;1602;1597;2398;1606;1612;1595;1603;1604;1602;1602;1598;1599;1603;1599;2125;1604;1599;1610;1610;1604;1599;1604;1806;1599;1602;1599;1604;1597;1600;1605;1600;1603;1596;1598;1601;1603;1607;1603;1597;1597;1599;1602;1603;1602;1617;1610;1621;1607;1605;1604;1606;1599;1604;1607;1603;1600;1612;1607;1605;1603;1599;1599;1598;1599;1868;1600;1598;1598;1599;1598;1598;1604;1599;1604;1605;1605;1599;1602;1604;1600;1598;1599;1596;1608;1601;1606;1599;1600;1605;1610;1605;1598;1599;1604;1597;1600;1603;1599;1602;1601;1604;1604;1603;1603;1599;1599;1603;1600;1603;1603;1605;1605;1610;1605;1607;1600;1598;1613;1607;1613;1604;1602;1601;1604;1599;1601
sd1.sparql;42;36;10;7;7;12;7;7
dv1.sparql;44;3;2;2;3
duc1.sparql;148;12;13;13;12;13;13;13;164
vd2.sparql;52;13
vd5.sparql;105;51;49;50;50;51;51;52;51;49;49
vd1.sparql;330;4;3;4;3;5;6;4;4
vd3.sparql;13;7;7
vf2.sparql;2986;111;114;116;116;116;116;116;112;108;110;110;110;110;117;118;167;166;116;118;117;111;110;110;110;110;110;110;110;111;110;110;165;117;109;111;110;110;111;111;110;112;110;109;108;109;111;111;111;110;117;118;117;116;115;117;117;108;111;111;110;111;265;111;109;117;115;110;110;170;166;111;111;116;115;110;110;109;110;110;110;111;110;111;168;110;110;111;111;111;109;109;108;108;115;110;110;111;117;111;111;111;110;110;110;111;116;114;110;114;114;110;109;110;109;115;114;109;109;108;108;134;117;117;117;117;116;120;107;109;108;111;110;111;108;109;108;108;107;109;109;108
vf3.sparql;4365;1064;1062;1059;1065;1066;1068;1065;1062;1072;1071;1086;1250;1063;1056;1059;1058;1067;1068;1063;1059;1065;1061;1057;1064;1060;1059;1059;1060;1065;1060;1058;1588;1067;1070;1068;1057;1068;1057;1065;1071;1059;1063;1061;1065;1060;1061;1059;1059;1064;1061;1055;1057;1061;1058;1060;1069;1065;1072;1065;1067;1065;1063;1584;1089;1067;1062;1058;1059;1072;1060;1063;1059;1067;1062;1064;1067;1070;1057;1058;1058;1056;1060;1062;1057;1081;1058;1061;1061;1066;1061;1061;1066;1065;1059;1060;1058;1065;1068;1060;1066;1066;1065;1063;1066;1064;1056;1060;1057;1062;1060;1435;1060;1061;1059;1058;1061;1060;1060;1068;1060;1060;1066;1070;1061;1060;1057;1064;1065;1061;1059;1060;1059;1063;1072;1067;1067;1066;1065;1066;1065;1067;1067;1068;1066;1066;1058;1060;1060;1061;1056;1067;1068;1057;1061;1198;1057;1060;1061;1066;1060
duc3.sparql;59;7;6;6;8;6;8;8;8
duc5.sparql;530;281;281;281;280;281;281
duc4.sparql;27;31;27;28;26;40;27;27
duc2.sparql;18;16;16;15;17
vf4.sparql;1913;312;322;313;314;313;319;317;316;319;318;315;317;325;313;314;313;313;314;474;322;474;323;313;334;314;314;314;321;321;314;314;314;314;314;314;314;317;313;312;473;318;319;312;313;314;314;313;312;312;313;313;317;312;314;510;312;317;313;314;316;312;314;315;313;311;312;326;335;313;317;315;313;314;313;317;314;312;312;318;313;313;313;314;318;319;314;313;314;314;314;313;313;313;315;318;323;314;313;314;312;313;312;314;319;314;314;313;312;314;314;312;318;317;314;314;319;311;313;312;313;311;312;311;320;317;318;320;319;320;320;319;319;320;311;312;319;320;319;311;311;312;312;311;311
sd3.sparql;63;5;4;4
sd2.sparql;3;2;2;2;2
dp3.sparql;8;4;4;4;4
qd3.sparql;198;15;15;14
dsv1.sparql;1757;106;74;116;94;77;66
qd4.sparql;39;7;7;8;8;8;7
dsv2.sparql;46;31;31;31;31;31;35;28
dsv3.sparql;22;2;2;2;2;2;2;2;2;2
dsv4.sparql;2122;1384;1357;1351
qd1.sparql;8;6;5;5;5;6
qd2.sparql;11;9;6
qd5.sparql;66;26;24;24
qd6.sparql;100;48;48;48;55
dsv5.sparql;18503;2623;2909;3905;2795;2703;2795;2866
dsv6.sparql;169;80;77
dp1.sparql;30;4;2;3;2;2;2;2
dp4.sparql;9;6;7;6;8;6;5;5;6;5;5
dp2.sparql;5;3;3;3;4;3;4;3;4
