duc7.sparql;45;24;19;20;19;17
duc6.sparql;50;12;11;11
vd7.sparql;220;113;87;80;120;76;76;76;80;77;76;77;77;77;87;83;82;82;95;89;78;85;113;82;113;81;114;81;83;84;77;112;112;83;79;83;84;79;87;76;83;84;76;83;77;76;84;85;77;78;75;76;75;111;83;78;81;77
vf2b.sparql;313;55
vd6.sparql;90;16;15;16;20;16;15;16;16;15;16;14;21;15;14;15;15;28;16;19;22;16;19;15;15;19;14;21;22;15;15;22;15;17;15;21;16;15;14;15;15;21;16;15;16;15
dsv5b.sparql;16868;13954;15602;13948;13899;13909
vf3b.sparql;4139;1335;1344;1342;1342
sd1.sparql;48;10;10;6;6;11;9;8;7;6;8;8;6;6;6;7;9;10;10;9;10;7;9;11;7;6;9;7;9;10;8;6;7;7;6;6
dv1.sparql;127;2;3;5;3
duc1.sparql;79;13;13
vd5.sparql;116;67;45;64;54;56;47;45;55;53;47;47;47;52;53;46;46;45;45;49;66;55;52;54;57;52;53;51;45;54;54;51;45;45;68;60;45;45;60;45;44
vd3.sparql;47;8;7;7;6;8;12;10;9;6;7;7;7;7;9;7;7;8;10;7;9;8;10;8;7;9;12;7;6;7;8;6;8;7;10;7;7;7;7;7;7;7;7;8;7;7;6;7;7
vd2.sparql;39;18;18;17;13;15;15;13;12;13;12;14;13;12;12;14;14;18;13;21;18;19;16;18;13;12;16;18;15;13;12;13;18;14;18;18;16;13;12;13;19;13;13;19;12;12;13;13;12;13;13;12;12
vd1.sparql;43;5;4;9;3;4;5;4;3;4;5;6;4;6;5;4;6;5;5;4;5;4;3;3;4;4;3;4;4;4;4;4;5;4;4;4;4;4;5;4;7;3;4;3
vf2.sparql;174;101;150;123;107
vf3.sparql;2512;1037;1052;1052;1039
duc5.sparql;804;447;301;445
duc4.sparql;30;40;32;27
duc3.sparql;37;9
duc2.sparql;18;25
sd3.sparql;57;6;4;4;5;5;4;5;5;4;3;3;3;5;3;3;3;4;5;5;3;5;5;4;5;6;4;3;5;4;6;5;5;4;5;3;5;5;4;3;3;3;3;4;4;5;3;3;4
vf4.sparql;1497;277;256;264;258;257
sd2.sparql;2;2;2;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2;1;5;2;2;2;2;2;1;1;2;2;1
dp3.sparql;647;5;6;5;5;4;4;5;4;5;4;5;5;5;4;4;4;6;5;4;4;4;5;5;5;4;5;4;4;3;5;4;4;5;5;4;3;4;4;4;5;4;3;4;4;4;5
qd3.sparql;272;16;21;19;17;18;17;23;21;15;22;17;15;14;15;14;16;23;16;16;18;15;19;16;16;15;20;20;22;15;16;22;17;22;18;14;20;17;21;14;14;15;20;16;14;21;15;15;21;14;21;16;15;20;14;14;15;15;16;15;15;15;15;14;14
qd4.sparql;408;8;8;11;8;8;7;7;11;8;8;11;7;7;8;8;12;7;9;8;7;8;8;11;8;8;7;8;9;9;12;8;9;8;8;8;8;12;17;8;7;8;7;8;8;8
dsv1.sparql;2495;88;155;88
dsv2.sparql;45;33;30;31;35
dsv4.sparql;2131;2357;1355
dsv3.sparql;27;3;2;2;2;2
qd1.sparql;12;7;5;8;5;8;7;5;4;7;5;4;5;5;7;5;5;7;5;5;7;8;5;7;5;5;7;5;5;5;5;5;5;5;5;5;5;4
qd2.sparql;362;8;10;8;9;7;10;14;9;6;7;6;11;10;8;9;7;7;6;7;10;7;6;7;9;7;9;7;6;7;7;6;6;6;6;7;10;7;10
qd6.sparql;571;73;49;53;75;51;50;51;64;49;50;66;49;59;60;59;49;65;58;50;55;73;50;61;55;49;57;58;49;50;51;73;56;56;50;51;49;56;57;49;49;51;53;50;50;51;50
qd5.sparql;58;34;33;25;25;23;29;24;24;25;24;23;25;23;33;33;34;33;27;23;24;24;24;33;31;22;23;28;34;25;30;34;32;33;24;25;24;33;26;29;23;24;30;23;23;22;28;22;31;23;23;25;25;24
dsv5.sparql;4835;1595;1772;2160;1717;1726
dsv6.sparql;242;79
dp1.sparql;20;3;3;3;3;3;2;3;2;2;2;3;2;2;2;3;3;3;2;2;3;4;3;4;2;3;2;2;4;2;2;2;2;2;2;2;4;2;3
dp2.sparql;6;4;3;4;3;5;3;4;3;5;3;5;5;5;6;4;4;4;3;4;4;4;4;4;3;4;4;5;4;4;3;4;3;3;3;3;3;3;4;2;3;3;3;4;3;4;3
dp4.sparql;10;5;5;4;5;7;5;4;4;5;6;5;6;7;5;7;4;6;5;7;5;4;6;6;4;5;4;5;5;4;5;7;5;6;6;5;6;7;5;4;4;6;5;5;4;5
