duc7.sparql;22;19;20
duc6.sparql;65;17;17;15;19
vd7.sparql;168;77;87;85;84;80;77;84
vf2b.sparql;102;48;67;71;45;47
vd6.sparql;44;38;23;24;16;17
dsv5b.sparql;15675;22623;15085;15237;15153;15167;15098;15047;15081;15298;15050;15107;15095;22615;15183;15311;15085;22674;15185;15149;15223;15115;22696;15145;15173;15168;16837;15157;15124;17083;15102;15302;17329;15059;15132;15080;17750;16492;17753;15015;15094;15061;19335;15310;16312;15109;15116;15111;15182;15119;16609;17783;15065;15106;17664;15085;15343;15154;15144;15099;15199;15128;17242;15101;15123;15172;15073;15082;15299;15155;15726;15114;17558;15329;15134;16664;15113;22636;15296;15144;15099;15114;15114;15143;17721;17208;15310;15169;15127;15144;15089;15264;17769;15195;15195;15178;15134;15206;15159
vf3b.sparql;2904;1538;1523
dv1.sparql;113;3;3;5;3;5;3;2;9;3;9;3;3;4;3;4;2;3;4;2;3;3;2;4;3;3;2;5;3;4;3;3;3;2;4;3;2;2;3;4;8;4;3;3;2;3;3;3;2;3;2;3;7;3;3;2;2;3;2;2;3;3;3;4;5;6;3;2;4;3;3;3;3;2;3;4;3;3;3;3;5;3;3;4;4;3;4;6;3
sd1.sparql;9;8;18;7;8;7;7;9;9
duc1.sparql;96;14;14;18;13;12;15;13
vd2.sparql;172;13;14;13;13;18;13;23
vd5.sparql;129;57;74;57;49;51;64;56
vd1.sparql;29;5;4;6;4;5;5
vd3.sparql;26;9;11
vf2.sparql;303;121;121;119;116;112
vf3.sparql;2383;1345;900;909;897;902
duc4.sparql;50;41;28;29
duc2.sparql;46;18;20;18;29;20;18
duc3.sparql;41;8;7;7;6
duc5.sparql;493;283;280;287;292;432
sd3.sparql;110;6;4;4;3;4;4;5
vf4.sparql;1311;305;308;302;308;300
sd2.sparql;2;2;2;2;3
dp3.sparql;25;5;5;5
qd4.sparql;432;9;9;9;12;8;9;13;10
dsv2.sparql;195;35;50;29;33;30;34;29;30;51;30;30;30;32;51;51;45;52;43;33;29;35;34;29;31;35;32;31;35;53;31;34;51;35;31;31;44;31;33;36;30;31;33;51;36;34;31;32;30;38;36;32;31;52;29;45;35;31;43;30;29;31;29;31;30;29;29;46;49;51;33;32;29;33;33;34;31;30;35;31;53;31;30;29;46;32;29;29;51;33;32;29;31;35;51;48;33;30;30;34;33;32
dsv1.sparql;1537;268;279;98;122;75;126;109;97;102;98;71;99;141;130;92;71;133;100;108;70;116;77;71;77;119;82;88;77;74;107;94;70;66;122;111;127;106;82;95;80;92;86;91;74;78;75;108;126;122;105;102;99;101;84;77;68;75;66;103;95;137;101;92;84;102;95;103;90;97;91;103;124;112;98;86;81;132;99;96;96;128;115;112;96;100;93;102;98;80;101;119
qd3.sparql;24;16;16
dsv4.sparql;3594;1364;2229;1352;1360;1351;1350;1353;1377;1361;1355;1348;1365;2244;1360;1356;2193;1367;1363;1357;1677;1356;1371;1354;1364;1357;1355;2205;1362;1365;1362;1364;1347;1350;1356;1374;1346;1347;2211;1363;2207;1377;1359;1352;1350;2204;1363;1353;1360;2208;1358;1355;1356;1381;1359;1390;2019;1361;1358;1357;1348;2218;1372;1359;1370;1358;1348;1359;1354;1357;1364;1351;1356;1355;2194;1360;2197;1350;1365;1358;1365;1364;1364;2209;1361;1359;1497;1361;1354;1354;1363;1352
dsv3.sparql;151;3;3;3;3;3;2;3;3;2;3;3;2;2;4;3;5;3;4;3;3;3;2;2;3;2;4;2;2;2;2;2;2;2;2;2;2;3;2;2;3;4;2;2;2;2;2;2;3;2;2;4;2;3;2;2;3;2;2;1;1;3;3;3;2;2;4;3;2;3;3;2;2;2;3;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;3;2;2;3;4;4;3;2;3;2;2;2;3
qd1.sparql;286;7;6;5;5;7;7;4
qd2.sparql;34;8;7
qd6.sparql;110;53;55;48;57;56;70
qd5.sparql;60;34;25;24;23;35
dsv5.sparql;20142;2718;3651;2929;2848;2894;2796;2791;2782;2888;2690;2831;2786;2821;2835;2851;2747;2831;2942;3166;2884;2896;2871;2844;2986;2848;2867;2777;2704;2883;2713;2682;2671;2826;2883;2939;2790;2929;2887;2856;2818;2655;2685;2840;2997;2809;2953;2841;2795;2874;2772;2875;2874;2986;2757;2678;2851;2656;2570;2703;2899;2734;2817;2794;2667;2656;2607;2816;2768;2819;2878;2727;2844;2908;2719;2673;2807;2800;2679;2936;2751;2706;2698;2654;2619;2766;2802;2670;2782;2770;2721;2836;2822;2821;2955;2681;2669;2606;2654;2760;2868;2822;2827;2981;2908
dsv6.sparql;266;84;132;83;78;78;76;78;84;77;81;77;81;84;84;78;109;132;134;132;89;76;83;84;78;76;76;78;132;84;77;86;133;84;85;84;84;133;83;82;77;76;93;76;83;133;133;83;78;83;81;76;75;77;78;78;92;86;77;77;83;84;76;78;133;132;81;84;79;133;132;132;83;78;83;81;77;78;84;107;83;76;78;76;77;76;85;76;83;81;107;83;76;83;92;84;83;76;92;81;134;132;80;83;77;77;77
dp1.sparql;28;2;3;4;3;2;2;2;4;4;2
dp2.sparql;21;3
dp4.sparql;14;7;7;7
