duc7.sparql;19;17;17;17;32;18;18
duc6.sparql;63;12;13;10;11;10;12;10;11;11;11;215;11
vd7.sparql;155;76;73;76;75;74;73
vf2b.sparql;411;50;50;43;47;50;50;45;48;51;44;57;67;51;46;44;44;43;45;44;43;45;45;43;42;51;67;51;52;48;44;45;42;45;43;45;44;44;45;45;48;42;54;48;47;55;42;43;44;44;44;45;47;56;49;49;42;44;44;43;43;44;67;50;46;44;44;44;44;49;44;44;44;44;42;42;48;43;43;42;42;42;43;42;42;51;48;44;49;43;43;43;44;55;56;66;44;45;44;44;44;44;43;66;45;44;45;44;45;44;43;43;42;49;45;49;50;67;47;49;50;42;42;42;46;44;44;44;42;42;42
vd6.sparql;21;14;16;15;15;15;15;15;21;15;16
vf3b.sparql;6121;1513;1511;1525;1555;1520;1520;2308;2254;1529;1521;1527;1573;1558;1641;1520;1519;1519;1521;1523;1520;1520;1521;1523;1514;1520;1517;1520;1521;1515;1514;1519;1517;1518;1523;2277;1521;1522;1514;1520;1521;1512;1524;1520;1521;1522;1518;1522;1513;1519;1524;1518;1528;1527;1526;1523;1512;1523;1521;1521;1520;1514;1513;1513;1517;1529;1521;2277;2277;1519;1520;1516;1525;1518;1518;1520;1523;1519;1525;1517;1524;1520;1519;1512;1514;1522;1524;1527;1523;1521;1520;1519;1521;2273;1524;1530;1521;1519;1527;1524;2280;1520;1523;1514;1515;1521;1519;1522;2263;1522;1526;1525;1522;1520;1523;1527;1526;1521;1523;1522;1520;1520;1519;1523;1522;1526;1526;1528;1526;1522;1526;1525;1524;1523;1519;1516;1524;1524;1516;1515;1524;1525;1518;1516
dsv5b.sparql;20752;15098;15232;14994;16092;15682
sd1.sparql;8;7;7;7;7;6;6;7;6;6;6;6
dv1.sparql;101;2;3;3;4;4;3;2
duc1.sparql;79;12;12;13;17;17;11
vd1.sparql;1146;4;4;4;4;4;4;6;3;4;4;4;4
vd5.sparql;158;53;51;56;48;52;49;57;74;51;57;50;49
vd2.sparql;43;12;12;13;13;12;12;13;14
vd3.sparql;37;11;8;8;7;8;8;7
vf2.sparql;224;116;116;110;110;109;111;121;111;110;117;117;111;113;118;110;267;116;110;110;110;108;110;111;111;110;116;117;109;107;112;109;110;109;110;108;112;107;108;114;113;116;116;114;108;107;108;109;110;110;116;114;109;110;110;136;165;113;110;109;117;109;110;116;108;115;121;109;108;108;114;110;108;108;108;110;153;110;117;114;110;125;166;165;167;110;110;110;109;165;165;116;110;110;108;113;108;156;110;113;119;115;110;109;111;110;109;109;119;114;110;115;110;110;117;117;118;116;116;116;131;109;108;109;110;110;110;109;110;110;114;114;109;110;108;117
vf3.sparql;3079;1543;1545;1541;1550;1544;1555;1545;1611;1604;1576;1552;2312;1556;1547;1555;1553;1549;1547;1544;1544;1546;1545;1547;1553;1552;1551;1547;1544;1543;1542;1546;1545;1545;1542;1546;1542;1545;2276;2481;1553;2300;1551;1550;1547;1541;1543;1554;1541;1549;1547;1556;1550;1550;1547;1549;1548;2313;1548;1546;1548;1543;1548;1545;1551;1548;1543;1547;1546;1546;1545;1541;1543;1546;1544;1543;1539;1542;1542;1545;1545;1547;1549;1556;1560;2313;1553;1544;1548;1543;1550;1548;1554;1548;1548;1552;1551;1672;1545;1542;1550;1554;1818;1548;1547;1550;1550;1551;1545;1549;1548;1546;1541;1552;1554;1556;1552;1552;1548;1550;1551;1546;2309;1552;1551;1550;1540;1546;1543;1544;1545;1542;1549;1541
duc3.sparql;59;6;6
duc4.sparql;43;26;24;32;25;25;25
duc2.sparql;63;16;25;27;16;16
duc5.sparql;505;275;275;277
vf4.sparql;2034;367;366;366;365;371;373;369;372;366;366;366;366;364;375;364;365;364;364;370;370;364;366;366;366;365;364;364;363;366;365;365;365;366;364;363;363;364;372;364;369;370;370;370;373;370;364;366;367;364;369;370;366;372;372;366;366;365;373;373;366;373;366;374;364;371;367;366;366;365;371;365;366;366;365;366;365;363;364;364;364;364;365;365;364;365;365;365;371;551;366;370;363;367;366;367;367;365;365;552;553;366;366;367;365;367;366;366;367;373;553;366;371;366;367;367;365;365;371;365;367;364;365;364;364;369;365;373;366;366;366;372;370;373;364;364;365;366;366;366;364;365;364;552;392
sd3.sparql;110;4;4;3;3;4;5
sd2.sparql;165;2;2;2;2;2;1;2;2;2
dp3.sparql;27;4;5;5;6;5;4;4;4;4;5;6;5;4
qd3.sparql;58;13;15;14;15;14;15;14;14;14
qd4.sparql;36;8;11;8;9;8;8
dsv2.sparql;70;29;29;41
dsv1.sparql;1723;94;79
dsv4.sparql;2509;2269;1431;1348;1349;1350;1349;1361;1356
dsv3.sparql;103;3;1;2;2;2;2;2;2;7
qd1.sparql;166;6;5;6;5;6;4;4;4;4;5;5;6;5;4;5
qd6.sparql;141;52;52;51;52;54;53;52;55;60;53;54
qd2.sparql;11;6;7;7;9;6;7
qd5.sparql;79;23;35;25;23;35;24;24
dsv5.sparql;17554;2627;2696;2768;2711;4057;2875;2903
dsv6.sparql;208;78;78;81;80;83;77;77;78
dp1.sparql;30;2;2;3;2;3
dp2.sparql;87;3;4;3;4;4;3;5
dp4.sparql;9;5;6
