query_name;avg_time;max_time;min_time;total_no
qd2.sql;8383;74373;1;9
vf4.sql;206;1242;1;7
vd7.sql;23585;201223;0;12
dp4.sql;98;316;0;9
duc6.sql;11253;77874;1;7
sd2.sql;217;1192;1;11
qd3.sql;9973;79181;1;8
vd3.sql;5816;73581;1;13
dsv3.sql;10027;79337;0;70
dsv5.sql;5875;78157;0;80
dp1.sql;156;880;0;8
qd1.sql;329;1097;3;4
sd3.sql;5930;49962;1;9
vf2b.sql;148;868;1;15
duc2.sql;10928;82379;0;15
vf3b.sql;12849;78394;1;12
qd4.sql;21089;74105;1;7
duc7.sql;169;651;0;4
dsv5b.sql;5101;84437;0;64
dsv4.sql;8598;78346;0;79
dsv6.sql;5717;78591;0;82
vd5.sql;9562;74096;1;8
duc3.sql;15636;77661;5;5
dp2.sql;310;1465;0;12
qd5.sql;209;1129;1;10
vf2.sql;170;1006;1;6
dv1.sql;7140;79219;0;64
dsv1.sql;8458;79347;0;72
vd1.sql;15602;79579;0;10
vf3.sql;11698;78190;1;7
duc4.sql;84;947;0;14
dp3.sql;5820;74001;0;13
qd6.sql;135;868;0;11
duc1.sql;15884;79281;1;5
sd1.sql;268;1752;0;10
vd6.sql;18768;76594;5;8
duc5.sql;5033;71967;0;15
dsv2.sql;10495;78670;0;95
vd2.sql;6753;79385;1;12
