qd2.sql;3;3;2;2;7;888;
vf4.sql;1894;5;12;23;17;19;16;16;4;5;5;6;5;4;4;21;18;25;25;24;19;15;10;13;5;5;14;13;12;7;11;14;13;4;13;12;14;14;12;12;14;13;13;5;13;6;34;12;4;13;12;13;5;8;9;613;8;855;5;1;618;4;861;8;853;854;852;9;11;11;640;5;1;662;5;688;841;5;1;588;589;15;5;15;142;578;4;12;5;15;44;5;819;4;574;9;10;818;152;825;4;5;2;573;11;1;569;809;810;568;175;567;4;97;48;5;13;62;7;837;861;6;9;6;770;11;15;15;13;6;16;
vd7.sql;1330;14;23;19;17;16;10;19;41;212;838;588;16;15;5;180;22;
dp4.sql;1322;4;2;
duc6.sql;4730;202;202;172;201;12;15;10;
sd2.sql;152;153;153;7;14;601;11;1;12;
qd3.sql;40;8;5;7;8;9;852;117;9;2;14;558;
vd3.sql;34;3;212;
dsv3.sql;18;1;1;128;4;1;
dsv5.sql;158350;79008;90556;23;397;757;188;164;
dp1.sql;2;1;1;2;842;8;3;4;6;
qd1.sql;2;2;2;10;10;850;863;2;2;5;0;
vf2b.sql;27499;566;673;669;640;650;733;643;1074;886;881;880;867;867;862;860;862;863;858;865;862;865;934;860;862;863;861;861;860;863;911;1030;849;886;13;15;13;12;12;10;7;11;13;9;3;76;9;0;852;79612;4;4;592;3;0;838;12;588;17;10;588;10;16;586;2;9;145;6;6;879;70;8;1;6;4;16;810;810;3;6;582;1;15;5;10;10;114;4;5;803;5;2;10;981;795;866;3;22;168;56;791;39;163;5;553;78475;658;872;4;19;1;69;
sd3.sql;124;96;69;566;5;147;
duc2.sql;87;76;69;72;611;83;13;78989;10;571;
vf3b.sql;13;19;23;7;5;6;6;5;5;20;6;15;21;16;6;20;6;6;5;23;5;7;6;4;4;6;5;4;5;8;4;5;7;8;5;4;4;8;4;8;8;4;8;7;4;0;6;946;4;864;3;854;842;3;5;115;6;5;1;118;16;142;3;82;2;8;1;17;1;138;3;5;2;6;4;17;815;7;5;577;10;128;14;9;139;652;5;16;145;153;569;1;12;3;16;568;16;806;3;17;8;801;2;9;790;9;14;3;22;17;5;5;16;164;936;827;17;783;2;6;782;22;19;1136;612;620;7;
duc7.sql;347;72;155;83;81;166;822;17;649;
qd4.sql;23;2;14;19;5;6;5;207;568;16;
dsv5b.sql;10;2;24;4;838;14;
dsv4.sql;2648;815;841;12;2;8;19;559;559;10;17;781;23;
dsv6.sql;967;173;189;203;219;186;15;8;155;6;639;5;
duc3.sql;148;170;89;88;88;84;901;182;924;927;191;9;56;5;4;
vd5.sql;44;6;9;8;910;976;2;834;11;
dp2.sql;1;1;5;20;242;151;10;570;16;
qd5.sql;10;2;2;1;2;9;7;589;828;7;11;122;10;15;
vf2.sql;56462;326;408;386;386;478;498;405;381;386;756;667;644;719;610;614;625;613;731;607;609;617;605;607;607;631;612;611;611;648;651;611;609;647;609;621;618;611;609;610;610;647;618;609;609;601;604;611;639;602;605;614;9;9;8;14;14;602;1;11;10;597;79057;17;10;593;10;6;5;2;587;836;17;6;16;0;3;588;589;76;2;861;4;14;580;21;203;6;2;573;255;894;2;5;160;7;5;10;575;639;9;621;810;807;10;7;11;5;874;161;13;797;872;81019;557;791;122;17;16;18;2;22;156;51;3;773;20;13;551;6;69;13;
dv1.sql;1;5;6;13;16;14;598;2;
dsv1.sql;65;7;7;5;854;2;161;11;16;874;9;
vd1.sql;4;2;2;9;81;2;1;3;17;564;546;
vf3.sql;3637;26;20;19;16;6;9;11;6;10;10;7;8;6;9;8;5;8;9;9;6;9;7;6;5;9;9;9;8;6;11;6;9;9;8;9;9;6;6;6;9;10;9;6;6;3;603;13;855;119;12;879;36;13;604;161;6;112;5;932;595;4;594;837;8;79;17;78274;4;893;16;128;0;154;814;811;10;814;808;11;809;4;564;577;12;4;1;804;15;789;931;555;16;164;7;750;129;0;15;4;16;2;150;
duc4.sql;211;101;838;8;571;6;10;787;
dp3.sql;4;2;2;2;10;2;9;5;
qd6.sql;49;3;7;4;602;14;815;4;4;775;7;
duc1.sql;78;603;836;9;811;621;612;169;
sd1.sql;198;4;7;14;207;551;213;
vd6.sql;1617;98;89;83;5;11;12;961;6;2;11;71;
duc5.sql;247;119;124;186;1;12;589;9;561;868;22;
dsv2.sql;190;11;10;8;11;207;359;592;2;9;
vd2.sql;37;4;2;601;855;1;4;953;16;7;6;24;570;2;
