query_name;avg_time;max_time;min_time;total_no
qd2.sql;123;618;2;6
vf4.sql;156;2309;0;187
vd7.sql;44;71;18;2
dp4.sql;485;902;9;4
duc6.sql;1747;4989;18;3
qd3.sql;352;876;8;5
vd3.sql;320;619;21;2
dsv3.sql;1;1;1;3
dsv5.sql;80602;171882;49;5
dp1.sql;176;881;0;5
qd1.sql;34;34;34;1
vf2b.sql;717;27305;2;172
sd3.sql;248;663;18;7
duc2.sql;255;619;16;3
vf3b.sql;167;967;4;162
duc7.sql;240;407;74;2
qd4.sql;17;17;17;1
dsv5b.sql;18;19;17;2
dsv4.sql;792;1474;19;6
duc3.sql;299;1092;4;4
vd5.sql;189;631;6;4
dsv6.sql;453;955;185;3
dp2.sql;229;879;2;4
qd5.sql;7;16;2;5
vf2.sql;843;59700;2;169
dv1.sql;15;15;15;1
dsv1.sql;23;72;5;4
vf3.sql;134;970;1;182
duc4.sql;88;190;14;5
dp3.sql;6;6;6;1
qd6.sql;35;53;17;2
duc1.sql;778;1481;76;2
sd1.sql;730;2006;7;3
vd6.sql;61;114;8;2
duc5.sql;39026;77374;678;2
vd2.sql;528;1053;4;2
