query_name;avg_time;max_time;min_time;total_no
qd2.sql;3732;77392;0;22
vf4.sql;3379;75343;0;23
vd7.sql;3032;74351;0;26
duc6.sql;2889;73885;1;27
dp4.sql;3715;75391;1;21
sd2.sql;2627;74357;0;29
qd3.sql;3356;74394;1;23
vd3.sql;35;236;1;24
dsv3.sql;111;959;1;30
dsv5.sql;3886;74465;0;20
dp1.sql;127;1098;0;38
qd1.sql;54;393;0;29
sd3.sql;2803;75858;1;28
vf2b.sql;386;5448;0;20
duc2.sql;57;231;0;23
vf3b.sql;134;1010;0;30
qd4.sql;2479;77532;1;32
duc7.sql;2965;75388;0;26
dsv5b.sql;82;626;0;21
dsv4.sql;10876;151034;1;14
vd5.sql;206;2553;2;20
dsv6.sql;3968;74045;0;26
duc3.sql;118;1038;0;30
dp2.sql;6945;74930;0;22
qd5.sql;131;970;1;31
vf2.sql;2885;60608;1;22
dv1.sql;3861;74577;0;20
dsv1.sql;112;788;1;24
vd1.sql;158;1602;0;25
vf3.sql;60;305;1;21
duc4.sql;3257;75606;0;24
dp3.sql;107;631;0;19
qd6.sql;4504;74790;1;17
duc1.sql;2809;76752;0;29
sd1.sql;120;1070;0;32
vd6.sql;4853;76199;1;16
duc5.sql;140;1041;1;28
dsv2.sql;65;638;1;21
vd2.sql;167;1504;0;20
