query_name;avg_time;max_time;min_time;total_no
qd2.sql;228;795;1;7
vf4.sql;683;75452;0;143
vd7.sql;84;366;4;7
sd2.sql;323;2052;4;10
duc6.sql;571;5013;5;13
dp4.sql;45;124;4;3
qd3.sql;91;806;3;10
vd3.sql;84;604;2;8
dsv3.sql;164;805;0;10
dsv5.sql;48192;158797;30;8
dp1.sql;106;574;1;6
qd1.sql;221;799;1;16
vf2b.sql;1767;93763;0;131
sd3.sql;254;781;2;7
duc2.sql;521;2414;5;6
vf3b.sql;1174;75116;0;143
qd4.sql;119;814;1;7
duc7.sql;224;798;2;7
dsv5b.sql;260;800;0;6
dsv4.sql;828;2176;0;9
vd5.sql;230;802;1;13
duc3.sql;187;363;16;3
dsv6.sql;288;783;8;9
dp2.sql;35;144;2;8
qd5.sql;257;813;2;8
vf2.sql;383;848;0;134
dv1.sql;25;145;0;8
dsv1.sql;535;808;14;3
vd1.sql;221;904;1;13
vf3.sql;128;905;1;134
duc4.sql;133;429;6;7
dp3.sql;120;795;2;13
qd6.sql;79;811;4;12
duc1.sql;105;606;2;7
sd1.sql;317;859;15;12
vd6.sql;196;884;1;11
duc5.sql;299;806;4;4
dsv2.sql;282;810;3;4
vd2.sql;95;603;5;9
