query_name;avg_time;max_time;min_time;total_no
qd2.sql;6;25;0;4
vf4.sql;81;157;6;2
vd7.sql;3;6;0;2
dp4.sql;127;869;0;7
sd2.sql;15422;76130;1;5
duc6.sql;252;857;1;4
qd3.sql;57;160;6;3
vd3.sql;15;25;6;2
dsv3.sql;5245;80219;0;109
dsv5.sql;9722;202654;0;86
dp1.sql;1;1;1;1
qd1.sql;11178;78023;0;7
vf2b.sql;26145;77570;0;3
sd3.sql;1022;1022;1022;1
duc2.sql;294;1056;0;4
vf3b.sql;1;1;1;1
duc7.sql;127;382;0;3
qd4.sql;16193;79807;1;5
dsv5b.sql;8514;80349;0;84
dsv4.sql;8352;79890;0;87
dsv6.sql;11157;80474;0;100
vd5.sql;289;863;0;3
duc3.sql;81;163;0;2
dp2.sql;40264;80529;0;2
qd5.sql;30;114;1;5
vf2.sql;12;26;0;5
dv1.sql;14247;80045;0;128
dsv1.sql;3896;79423;0;85
vd1.sql;224;372;7;3
vf3.sql;806;2093;86;3
duc4.sql;16095;79225;1;5
dp3.sql;25042;50084;1;2
qd6.sql;26633;79751;5;3
duc1.sql;162;886;1;7
sd1.sql;60;116;4;2
vd6.sql;1;1;1;1
duc5.sql;26697;79853;1;3
dsv2.sql;8800;79959;0;100
vd2.sql;53093;80169;25;3
