query_name;avg_time;max_time;min_time;total_no
qd2.sql;263;1134;0;15
vf4.sql;7395;72631;2;10
vd7.sql;374;1540;1;7
duc6.sql;8310;73444;4;9
dp4.sql;180;1040;4;8
sd2.sql;16821;74408;1;9
qd3.sql;15001;74702;0;15
vd3.sql;268;1123;0;13
dsv3.sql;4732;78773;0;50
dsv5.sql;7301;194963;0;69
dp1.sql;116;850;1;8
qd1.sql;4445;73788;0;17
sd3.sql;238;1086;0;11
vf2b.sql;286;1071;0;14
duc2.sql;213;1123;0;15
vf3b.sql;7469;74203;0;10
duc7.sql;6133;77635;1;13
qd4.sql;6914;75121;0;11
dsv5b.sql;4575;79170;0;67
dsv4.sql;8049;78720;0;67
dsv6.sql;10637;79822;0;74
vd5.sql;6324;73930;1;12
duc3.sql;9770;79311;0;16
dp2.sql;4328;80004;0;19
qd5.sql;6960;76279;0;11
vf2.sql;11524;78258;0;12
dv1.sql;6394;76679;0;60
dsv1.sql;3644;79259;0;64
vd1.sql;119;895;0;15
vf3.sql;13751;76851;1;11
duc4.sql;17547;77584;0;13
dp3.sql;13595;74247;1;11
qd6.sql;185;903;0;14
duc1.sql;9390;74822;0;16
sd1.sql;14431;78754;1;11
vd6.sql;8404;78134;0;10
duc5.sql;8919;79104;0;9
dsv2.sql;3523;74391;0;65
vd2.sql;12719;77308;0;18
