qd2.sql;1;4;167;1;1;911;2;79985;69;4;1;
vf4.sql;1144;335;75;2;1;157;1;3;3;49;43;116;2;3;1;0;
vd7.sql;155;2;55;87;41;54;3;9;32;83;4;92;140;1;5;0;
duc6.sql;5497;147;116;110;118;142;149;110;110;330;260;3;56;5;61;5;7;3;120;86;10;8;57;8;42;146;1;1;2;88;3;71;4;131;197;44;155;120;2;30;154;122;2;3;24;963;92;4;45;378;49;2;60;2;1;2;1;1003;88;90;53;90;122;89;1;45;145;122;99;8;3;5;89;1;93;2;
sd2.sql;138;139;43;25;82;87;16;3;15;6;114;58;
dp4.sql;119;2;43;1;187;745;98;10;83;183;469;222;186;38;1;84;
qd3.sql;131;3;258;45;146;144;84;208;41;5;1013;669;
vd3.sql;33;2;54;97;89;1039;95;46;89;
dsv3.sql;7;83;5;303;68;81;0;56;2;40;
dsv5.sql;156830;3;833;235;104;158;54;48;160;26;5;124;104;1;912;43;
dp1.sql;0;79635;51;0;54;3;1;177;144;37;179;
qd1.sql;27;114;85;1;95;876;
sd3.sql;51;85;82;54;108;20;
vf2b.sql;171;247;3;156;42;1;2;9;907;116;92;92;2;
duc2.sql;5632;36;37;31;30;24;33;25;27;41;1006;3;117;7;39;32;224;2;93;79314;225;19;2;13;79169;4;87;26;81;2;81920;355;2;32;4;1;3;96;2;31;2;4;1;4;1;1;112;135;3;44;78;93;52;1;113;233;223;163;182;68;130;2;2;5;1;722;8;871;1;41;89;89;157;2;1049;
vf3b.sql;581;78;2;30;3;51;5;1;1;73;3;40;114;
duc7.sql;186;56;49;46;40;46;41;41;3;1;3;3;50;52;21;1419;129;193;1;119;20;51;41;83;178;121;26;0;38;53;80749;83;115;81135;280;103;1;34;16;34;12;4;54;841;112;89;123;57;7;19;142;4;39;50;154;6;1;3;93;133;27;23;2;1;11;1;42;141;24;1;113;840;1;1;23;
qd4.sql;41;51;5;1;1;1;76;1;911;31;278;2;52;31;
dsv5b.sql;5;263;44;
dsv4.sql;2462;199;1;55;121;161;13;379;28;23;
vd5.sql;1672;4;5;121;29;3;128;1;3;104;789;2;86;147;156;2;1;970;
duc3.sql;155;52;47;3;46;3;2;117;1116;38;58;3;55;1;1;64;93;72;2;87;85;0;1;3;84224;151;113;147;96;46;89;17;4;1;90;1138;1;29;5;45;3;43;2;152;0;89;109;1;5;15;95;49;114;24;1;88;121;94;0;148;55;
dsv6.sql;970;199;406;2;3;125;3;851;2;3;127;29;3;80978;41;5;229;
dp2.sql;1;120;5;80;3;28;85;276;
qd5.sql;15;124;2;113;154;155;80487;156;55;1;
vf2.sql;57967;461;479;2;3;8;35;203;144;46;1;10;9;668;
dv1.sql;44;107;85;3;4;31;50;1;1;9;2;86;
dsv1.sql;52;1;2;136;2;81;747;
vd1.sql;76;44;87;61;1;134;25;87;84;2;7;
vf3.sql;12;85;79190;2;84;8;51;45;50;25;81;50;7;372;135;1;
duc4.sql;2260;110;92;77;82;79;79;144;93;76;984;2;82;30;2;1;96;3;58;88;2;2;49;47;14;366;48;81;5;1;46;26;5;226;2;120;1;103;62;83;34;50;18;1;149;5;26;953;82;148;291;90;159;86;140;9;89;93;148;320;53;0;50;32;158;0;56;121;1;90;137;83;8;122;1;48;156;6;28;1;90;25;1;
dp3.sql;13;11;111;102;0;45;111;5;24;47;20;
qd6.sql;54;3;4;12;81;4;147;213;49;8;46;178;80294;344;103;2;
duc1.sql;74;2;2;2;3;2;4;17;45;176;1;50;117;1;83;58;234;116;974;117;1;89;6;4;4;48;2;56;5;1;117;1;148;85;53;93;83;38;2;2;79;52;3;9;29;2;87;115;4;179;81;49;2;2;2;114;3;41;1;2;20;56;167;2;108;2;89;3;1;73;18;0;9;87;1;43;1;126;7;4;3;
sd1.sql;408;140;156;5;3;84;80;2;105;8;1;80;3;48;877;
vd6.sql;55;48;132;49;120;15;81494;922;24;24;55;1;46;193;81984;
duc5.sql;123;83;84;90;80;87;80;263;211;4;102;87;118;1;154;118;7;8;70;0;167;241;87;20;48;2;81;80;2;114;52;86;40;1;83;363;11;5;70;1009;56;5;185;5;24;50;157;84;10;89;2;3;4;57;18;69;1047;97;122;88;51;65;121;947;75;88;1;88;92;122;20;89;230;2;88;85;18;1;24;2;40;4;84;352;149;59;6;8;
dsv2.sql;59;45;143;102;16;56;0;60;42;2;82;2;188;148;206;88;109;80338;43;0;
vd2.sql;3;1;0;3;928;26;7;161;0;
