query_name;avg_time;max_time;min_time;total_no
qd2.sql;11298;79131;0;14
vf4.sql;9738;77822;0;16
vd7.sql;118;864;0;11
dp4.sql;13956;79269;1;17
duc6.sql;996;11251;0;13
sd2.sql;6231;72381;0;12
qd3.sql;168;1069;0;19
vd3.sql;11332;79883;1;14
dsv3.sql;5947;78759;0;53
dsv5.sql;10013;163761;0;55
dp1.sql;5205;77573;0;15
qd1.sql;5389;73403;0;14
vf2b.sql;14499;95487;0;12
sd3.sql;270;1518;0;13
duc2.sql;10410;79841;1;15
vf3b.sql;11197;78542;0;14
duc7.sql;145;1081;0;19
qd4.sql;6867;74941;2;11
dsv5b.sql;3464;78837;0;68
dsv4.sql;3586;79810;0;45
vd5.sql;5117;77924;0;16
dsv6.sql;1485;74271;0;55
duc3.sql;47;82;4;6
dp2.sql;3404;74160;0;23
qd5.sql;174;1143;1;19
vf2.sql;5231;76787;0;15
dv1.sql;8836;79786;0;62
dsv1.sql;5603;78347;0;56
vd1.sql;16779;80273;1;14
vf3.sql;11021;78207;1;14
duc4.sql;53;241;0;20
dp3.sql;7614;76357;0;20
qd6.sql;13532;78535;0;17
duc1.sql;4003;77815;0;20
sd1.sql;138;627;0;9
vd6.sql;9927;79596;0;16
duc5.sql;24;178;0;8
dsv2.sql;159;1128;0;50
vd2.sql;5369;77246;1;15
