query_name;avg_time;max_time;min_time;total_no
qd2.sql;211;888;2;7
vf4.sql;176;1894;1;132
vd7.sql;187;1330;5;18
dp4.sql;333;1322;2;4
duc6.sql;616;4730;3;9
sd2.sql;110;601;1;10
qd3.sql;136;852;2;13
vd3.sql;64;212;3;4
dsv3.sql;22;128;1;7
dsv5.sql;36607;158350;23;9
dp1.sql;87;842;1;10
qd1.sql;191;863;0;12
vf2b.sql;2018;79612;0;113
sd3.sql;146;566;5;7
duc2.sql;7326;78989;6;11
vf3b.sql;132;1136;0;128
duc7.sql;247;822;17;10
qd4.sql;80;568;2;11
dsv5b.sql;209;838;2;7
dsv4.sql;449;2648;1;14
dsv6.sql;212;967;2;13
duc3.sql;276;927;4;16
vd5.sql;281;976;2;10
dp2.sql;108;570;1;10
qd5.sql;115;828;1;15
vf2.sql;1986;81019;0;133
dv1.sql;91;598;1;9
dsv1.sql;231;874;2;12
vd1.sql;103;564;1;12
vf3.sql;966;78274;0;104
duc4.sql;356;838;6;9
dp3.sql;4;10;2;9
qd6.sql;235;815;3;12
duc1.sql;415;836;1;9
sd1.sql;216;551;4;8
vd6.sql;228;1617;2;13
duc5.sql;236;868;1;12
dsv2.sql;127;592;1;11
vd2.sql;206;953;1;15
