qd2.sql;913;3;
vf4.sql;4;0;79098;217;1;
vd7.sql;5;227;26;1;18;4;0;
sd2.sql;450;5;126;855;
duc6.sql;6;1;0;
dp4.sql;0;4;5;
qd3.sql;76305;
vd3.sql;1;
dsv3.sql;183;1;7;1;4;27;11;1;9;8;393;38;147;117;77697;191;77484;1;3;291;1;1013;869;20;83;3;8;87;5;7;80795;0;1;4;174;148;79225;4;79124;82;7;147;13;152;0;0;0;3;342;7;222;78373;1007;25;0;0;7;3;79287;1;5;233;225;24;4;247;241;952;24;951;4;1152;1;1;22;1;79649;1145;116;78607;79365;973;221;1;78367;117;172;5;1465;6;173;
dsv5.sql;202217;416;1;908;1;3;204;5;848;7;983;77398;872;7;125;23;66;5;1;1;11;1123;1;1;79452;849;27;344;125;83;1415;26;168;0;5;6;79389;1113;0;915;125;21;6;4;1123;25;3;0;7;0;79351;1;126;1;79728;229;118;133;5;3;79387;0;125;165;0;0;156;79;885;5;139;78338;1;258;24;1097;7;6;0;7;20;19;118;9;25;124;1;78114;7;84;
dp1.sql;1;912;1253;20;76;77865;1;79634;79588;
qd1.sql;360;1;26;9;4;0;4;
sd3.sql;2;9;1;136;78374;1;874;
vf2b.sql;76018;61;0;141;5;
duc2.sql;1069;7;0;0;23;10;
vf3b.sql;7;
qd4.sql;82;6;5;124;902;1120;
duc7.sql;181;88;
dsv5b.sql;2;1981;181;1;209;25;1140;71789;25;913;9;73911;223;365;985;7;9;926;4;7;176;1;6;60;8;19;15;3;161;1;78443;8;1;79666;1;1;1;7;1128;7;14;264;0;0;1146;0;164;11;5;79;245;1;0;81;3;5;79788;8;78464;79247;79060;82;65;8;310;80487;76;1;0;77657;871;4;244;6;78404;0;0;1;240;0;236;1;79506;847;845;5;172;
dsv4.sql;1741;277;204;248;65;1587;911;25;425;72319;3;103;8;79711;72;703;39;0;118;0;7;177;109;20;8;0;1;1102;3;80349;8;147;0;22;307;0;1;6;1;0;23;81;1;0;1;119;4;6;10;363;5;7;7;872;1177;32;1;8;1;1130;141;5;0;0;1;232;1;171;78;78;242;1;8;245;78993;1;79584;5;10;
vd5.sql;1;6;67;70;0;872;79744;
dsv6.sql;1508;4;25;165;918;1;9;74093;8;5;378;0;73500;1;51;752;1;2130;7;54;1;307;79284;1092;168;12;5;3;1;79432;79456;8;240;1440;13;1411;11;1;8;176;22;135;1;0;183;132;1136;4;1092;0;6;141;0;1;2;23;1;866;79368;1;79400;1;0;864;3;118;2;22;118;144;2;0;79454;891;1117;24;869;870;22;0;914;1;0;952;1038;1;267;25;0;1;
duc3.sql;5;55;1;1421;
dp2.sql;21;
qd5.sql;4;1;869;0;23;
vf2.sql;0;77748;1;79293;79503;
dv1.sql;155;1;72;1570;71738;2;25;2;1;5;73053;27;290;7;1;5004;238;417;17;1;59;4;7;13;5;315;76924;7;213;140;10;845;222;78746;4;26;180;1;1;6;120;9;6;0;141;0;78409;81;1;9;1;1;14;79776;860;235;89;0;938;9;126;0;20;1;75;74;25;150;118;61;7;1033;119;79;0;25;78207;33;143;0;79671;79591;79884;
dsv1.sql;250;71846;7;2;0;11;0;912;118;6;377;1;77780;1;311;118;0;79835;21;4;0;0;126;1670;5;0;6;166;10;823;64;166;91;972;5;1113;1;1;7;921;25;0;141;0;137;1153;1;1;78553;77;10;0;69;140;1;5;24;1;7;1;264;12;867;79394;141;78036;79371;1;1046;854;245;896;1;1;139;1;5;79516;79368;81;0;79528;79404;
vd1.sql;906;156;7;156;218;146;
vf3.sql;0;6;977;1;0;
duc4.sql;0;77373;1;
dp3.sql;5;1;
qd6.sql;0;125;73;3;22;79;
duc1.sql;1;117;3;5;7;79360;1;
sd1.sql;4;12;278;9;280;79360;141;
vd6.sql;7;7;6;
duc5.sql;860;1145;1165;
dsv2.sql;458;414;1;1;1;2;25;916;72763;489;182;1135;1;56;49730;1;295;4;1187;5;852;156;0;77593;0;77815;1077;871;77434;1;78385;832;1;0;11;1221;10;83;79135;1;231;79184;31;4;1;8;0;0;4;79101;0;2;1;149;78672;73;175;5;78;79339;79;236;4;238;1;7;1;79067;1070;10;102;0;92;79599;78939;9;848;79386;79499;116;1;126;53;6;78608;0;1;175;1151;4;78340;847;141;1123;
vd2.sql;72003;199;123;4;122;1;0;
