query_name;avg_time;max_time;min_time;total_no
qd2.sql;11;29;1;4
vf4.sql;46;48;45;3
vd7.sql;82;116;48;2
duc6.sql;751;83237;0;134
dp4.sql;87;149;2;6
sd2.sql;78;143;4;5
qd3.sql;86;93;80;2
vd3.sql;39;39;39;1
dsv3.sql;85;85;85;1
dsv5.sql;125;192;42;4
dp1.sql;77;153;2;2
qd1.sql;38;113;2;4
vf2b.sql;55;181;1;4
sd3.sql;24;24;24;1
duc2.sql;59;781;0;134
duc7.sql;70;1166;1;116
qd4.sql;51;85;17;2
dsv5b.sql;81;122;41;2
dsv4.sql;627;627;627;1
duc3.sql;2234;204205;1;133
vd5.sql;73;151;3;7
dsv6.sql;69;99;40;2
dp2.sql;2;3;1;2
qd5.sql;68;121;2;3
vf2.sql;8269;57447;2;7
dv1.sql;41;111;2;4
dsv1.sql;51;82;1;3
vd1.sql;13;44;1;4
vf3.sql;2;2;2;1
duc4.sql;69;925;1;106
dp3.sql;100;189;43;6
qd6.sql;92;111;81;3
duc1.sql;52;706;1;130
sd1.sql;97;168;38;3
vd6.sql;39;86;1;4
duc5.sql;824;84022;0;119
dsv2.sql;98;187;10;2
vd2.sql;61;92;25;6
