query_name;avg_time;max_time;min_time;total_no
qd2.sql;5778;72595;0;38
vf4.sql;90;401;1;14
vd7.sql;244;1816;4;24
sd2.sql;114;1147;0;26
dp4.sql;2401;72245;1;31
duc6.sql;4000;72143;0;20
qd3.sql;5214;72542;1;28
vd3.sql;4105;72783;0;36
dsv3.sql;6970;73001;1;21
dsv5.sql;9405;151224;0;24
dp1.sql;67;874;1;36
qd1.sql;80;1048;0;40
vf2b.sql;7660;72714;0;17
sd3.sql;86;871;1;32
duc2.sql;64;385;0;20
vf3b.sql;207;2116;1;14
qd4.sql;3018;72602;1;26
duc7.sql;4924;72958;1;15
dsv5b.sql;3523;72656;0;21
dsv4.sql;309;2438;1;15
dsv6.sql;101;983;0;19
vd5.sql;108;1127;0;29
duc3.sql;158;999;1;16
dp2.sql;2529;73274;0;30
qd5.sql;6492;72573;1;23
vf2.sql;107;726;0;17
dv1.sql;81;883;0;26
dsv1.sql;66;881;0;25
vd1.sql;4120;72322;1;36
vf3.sql;3479;73695;1;22
duc4.sql;132;1093;1;24
dp3.sql;51;276;0;24
qd6.sql;67;851;0;28
duc1.sql;51;346;1;20
sd1.sql;108;880;0;26
vd6.sql;3033;71914;1;24
duc5.sql;228;2878;0;20
dsv2.sql;28;211;1;16
vd2.sql;120;1022;0;31
