query_name;avg_time;max_time;min_time;total_no
qd2.sql;352;913;3;3
vf4.sql;26192;79098;0;6
vd7.sql;138;830;0;8
sd2.sql;289;855;5;5
duc6.sql;7;24;0;4
dp4.sql;255;1013;0;4
qd3.sql;77775;79246;76305;2
vd3.sql;80;160;1;2
dsv3.sql;9590;80795;0;92
dsv5.sql;9333;202217;0;91
dp1.sql;23946;79634;1;10
qd1.sql;51;360;0;8
sd3.sql;9924;78374;1;8
vf2b.sql;12744;76018;0;6
duc2.sql;175;1069;0;7
vf3b.sql;3;7;0;2
qd4.sql;483;1145;5;7
duc7.sql;379;868;88;3
dsv5b.sql;10807;80487;0;88
dsv4.sql;5058;80349;0;80
vd5.sql;19874;79744;0;8
dsv6.sql;7108;79456;0;91
duc3.sql;326;1421;1;5
dp2.sql;38593;77166;21;2
qd5.sql;149;869;0;6
vf2.sql;39425;79503;0;6
dv1.sql;9410;79884;0;84
dsv1.sql;10443;79835;0;84
vd1.sql;11585;79508;7;7
vf3.sql;352;1130;0;6
duc4.sql;19343;77373;0;4
dp3.sql;3;5;1;3
qd6.sql;43;125;0;7
duc1.sql;19691;79360;1;8
sd1.sql;10010;79360;2;8
vd6.sql;65;241;6;4
duc5.sql;20699;79628;860;4
dsv2.sql;14738;79599;0;95
vd2.sql;9058;72003;0;8
