query_name;avg_time;max_time;min_time;total_no
qd2.sql;6765;79985;1;12
vf4.sql;113;1144;0;17
vd7.sql;45;155;0;17
duc6.sql;173;5497;1;77
sd2.sql;60;139;3;13
dp4.sql;154;745;1;17
qd3.sql;221;1013;3;13
vd3.sql;154;1039;1;10
dsv3.sql;66;303;0;11
dsv5.sql;9399;156830;1;17
dp1.sql;6702;79635;0;12
qd1.sql;171;876;1;7
sd3.sql;62;108;20;7
vf2b.sql;131;907;1;14
duc2.sql;3349;81920;1;76
vf3b.sql;76;581;1;14
duc7.sql;2223;81135;0;76
qd4.sql;104;911;1;15
dsv5b.sql;108;263;5;4
dsv4.sql;313;2462;1;11
vd5.sql;222;1672;1;19
duc3.sql;1443;84224;0;62
dsv6.sql;4670;80978;2;18
dp2.sql;66;276;1;9
qd5.sql;7389;80487;1;11
vf2.sql;4008;57967;1;15
dv1.sql;32;107;1;13
dsv1.sql;128;747;1;8
vd1.sql;54;134;1;12
vf3.sql;4719;79190;1;17
duc4.sql;118;2260;0;84
dp3.sql;48;111;0;12
qd6.sql;4805;80294;2;17
duc1.sql;56;974;0;82
sd1.sql;125;877;1;16
vd6.sql;10324;81984;1;16
duc5.sql;106;1047;0;89
dsv2.sql;7865;83455;0;21
vd2.sql;113;928;0;10
