query_name;avg_time;max_time;min_time;total_no
duc7.sparql;20;32;16;120
duc6.sparql;15;352;10;108
vd7.sparql;100;141;74;4
vf2b.sparql;67;116;54;5
vd6.sparql;16;22;14;6
dsv5b.sparql;14716;14940;14222;6
vf3b.sparql;1305;2597;1041;6
sd1.sparql;14;48;6;5
dv1.sparql;19;86;2;5
duc1.sparql;15;230;11;120
vd2.sparql;17;54;12;10
vd3.sparql;11;20;7;4
vd5.sparql;58;95;45;8
vd1.sparql;57;324;3;6
vf2.sparql;115;176;98;6
vf3.sparql;1867;3128;1601;7
duc2.sparql;20;467;14;129
duc5.sparql;306;1253;285;107
duc3.sparql;8;162;5;120
duc4.sparql;30;289;24;91
vf4.sparql;413;1801;239;10
sd3.sparql;7;7;7;1
sd2.sparql;2;5;1;6
dp3.sparql;8;21;4;4
dsv2.sparql;37;50;29;5
qd4.sparql;13;32;7;4
qd3.sparql;16;24;14;5
dsv1.sparql;1578;1578;1578;1
dsv4.sparql;1983;4472;1351;5
dsv3.sparql;7;24;2;4
qd1.sparql;8;19;5;5
qd2.sparql;60;330;6;6
qd5.sparql;33;76;22;6
qd6.sparql;56;86;45;7
dsv5.sparql;4482;19217;2655;10
dsv6.sparql;209;796;78;6
dp1.sparql;8;54;2;8
dp2.sparql;3;6;3;7
dp4.sparql;6;8;4;2
