query_name;avg_time;max_time;min_time;total_no
duc7.sparql;20;31;17;26
duc6.sparql;14;74;10;28
vd7.sparql;83;144;72;26
vf2b.sparql;48;76;40;21
vd6.sparql;13;37;9;17
dsv5b.sparql;15804;22641;14913;22
vf3b.sparql;1789;4599;1574;30
dv1.sparql;46;860;2;20
sd1.sparql;7;11;6;32
duc1.sparql;16;92;11;30
vd1.sparql;18;358;3;25
vd5.sparql;58;144;49;23
vd2.sparql;15;21;12;20
vd3.sparql;9;26;7;25
vf2.sparql;219;2471;106;23
vf3.sparql;1697;3240;1593;22
duc4.sparql;39;201;25;24
duc2.sparql;18;30;15;23
duc5.sparql;290;463;268;29
duc3.sparql;8;39;5;31
sd3.sparql;5;44;3;28
vf4.sparql;414;1351;342;23
sd2.sparql;2;4;1;30
dp3.sparql;5;10;4;19
dsv2.sparql;35;52;29;22
qd4.sparql;9;24;7;33
qd3.sparql;17;23;14;23
dsv1.sparql;126;761;70;24
dsv3.sparql;13;354;1;31
dsv4.sparql;1663;2435;1443;14
qd1.sparql;5;10;4;29
qd2.sparql;16;214;6;22
qd5.sparql;27;70;22;31
qd6.sparql;67;126;54;19
dsv5.sparql;3391;13829;2615;20
dsv6.sparql;97;326;76;26
dp1.sparql;3;30;1;39
dp4.sparql;6;13;5;22
dp2.sparql;3;6;3;23
