query_name;avg_time;max_time;min_time;total_no
duc7.sparql;21;31;17;67
duc6.sparql;12;54;10;60
vd7.sparql;81;157;72;17
vf2b.sparql;67;362;42;17
vd6.sparql;17;27;14;11
vf3b.sparql;1842;5517;1586;19
dsv5b.sparql;15311;15571;15130;9
sd1.sparql;9;49;6;23
dv1.sparql;3;4;2;12
duc1.sparql;15;147;11;57
vd3.sparql;88;1204;7;15
vd5.sparql;54;114;45;16
vd1.sparql;5;31;3;19
vd2.sparql;19;124;12;19
vf2.sparql;108;176;97;13
vf3.sparql;1750;3071;1579;24
duc2.sparql;20;197;15;79
duc3.sparql;7;41;5;62
duc5.sparql;303;716;277;74
duc4.sparql;27;40;24;71
vf4.sparql;366;2453;239;19
sd3.sparql;4;7;3;7
sd2.sparql;1;3;1;20
dp3.sparql;4;8;3;17
dsv1.sparql;212;2129;67;17
qd3.sparql;18;33;14;12
dsv2.sparql;33;45;29;11
qd4.sparql;9;15;7;17
dsv3.sparql;5;30;2;12
dsv4.sparql;1437;2395;1349;17
qd1.sparql;13;138;4;16
qd6.sparql;62;289;45;17
qd5.sparql;60;376;22;10
qd2.sparql;7;13;6;24
dsv5.sparql;3223;7659;2683;15
dsv6.sparql;90;249;76;16
dp1.sparql;3;18;2;15
dp2.sparql;4;15;3;14
dp4.sparql;5;9;4;15
