qd2.sql;53;2;3;3;2;1;1;3;3;2;4;2
vf4.sql;3203;11;11;14;5;4;17;24;19;25;18;14;21;21;21;21;19;25;21;7;21;23;22;22;15;15;7;22;7;22;20;17;22;18;18;23;19;22;18;5;22;23;15;7;12;20;4;5;7;21;4;17;6;20;19;40;21;21;13;4;20;7;15;23;15;8;38;22;4;5;16;6;16;20;15;22;16;13;4;18;18;7;21;20;20;20;20;22;13;5;3;15;20;4;23;17;21;23
vd7.sql;1342;14;19;21;18;52;19;29;20;21;19;20;15;6
dp4.sql;114;4;4;3;4;5;4;3;3;3;1;10;4;5;5;3;4;4
sd2.sql;172;176;175;178;147;182;179;163;184;156;171;180;175;182
duc6.sql;5214;260;241;270;270;143;275;267;273;228;249;146;260
qd3.sql;9;5;10;4;10;9;9;10;4;8;10;9;9;9
vd3.sql;48;6;1;2;7;2;6;2;6;7;6;6
dsv3.sql;8;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;2;2;1;1;1;0;0;0
dp1.sql;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
qd1.sql;1;3;2;1;3;2;1;2;2;2;4;1;2;7;1;1;1;1;1;2
sd3.sql;128;80;121;124;120;61;126;75;125;128;134;91;86;127;83;131;125;133;85;129
vf2b.sql;27412;704;637;739;684;654;657;650;653;742;709;651;655;678;656;647;810;654;658;652;708;654;651;654;695;637;643;740;783;645;630;695;645;743;714;646;646;646;653;794;647;722;781;783;618;643;753;643;701;736;653;642;637;669;639;656;647;653;802;643;734;650;776;739;649;639;642;752;796;647;645;645;667
duc2.sql;1861;65;77;38;78;75;77;77;78;31;74;76;78;68;79;74;73;75;45;78;77
vf3b.sql;6;19;21;24;8;18;20;6;21;6;19;21;21;7;6;21;8;20;6;7;21;22;8;7;21;12;15;6;8;5;15;5;6;21;23;9;21;6;21;5;6;5;7;12;19;5;21;21;21;18;5;9;5;7;13;21;9;20;17;5;15;20;8;6;7;6;20;6;7;6;6;5;17;19;17;17;6;6;17;5;7;20;12;21;21;20;20;5;16
qd4.sql;7;2;2;1;2;1;2;1;1;2;2;2;2;2;3
duc7.sql;131;54;65;72;72;73;54;72;81;73;135;80;71;74;72
dsv4.sql;2417;856;1031;914;1000;871;932;848;862
duc3.sql;1277;149;144;146;164;141;159;60;140;83;164;173;157;57;148;177;93;157
vd5.sql;117;12;8;8;15;8;9;9;5;9;8;16;16;9;16;10
dsv6.sql;967;189;221;187;183;181;193;193;188;194;233;231;285;312;216;189
dp2.sql;83;13;2;2;1;2;3;1;1;1;2;2;2;1;3;1;2;3;2;1;2;1;2
qd5.sql;14;2;3;1;3;1;2;3;2;1
vf2.sql;56252;368;350;370;462;416;448;469;467;411;451;494;506;391;396;453;404;449;397;391;397;387;391;386;510;389;380;443;412;395;506;517;387;380;389;462;472;385;523;457;416;394;386;440;525;389;382;383;417;391;382;443;502;388;480;373;402;377;381;463;385;385;389;445;386;471;434;385;448;528;541;460;375;388;518;385;379;380;369;388;391;514;388;385;371;546;388;385;417;381;386;387;411;376;485;386;411;387;385;519;378;383;389;367;387;379;480;371;493;427;380
dv1.sql;1;0;0;1;1;0;1;1;0;1
dsv1.sql;72;9;5;6;6;5;6;7;5;5;5;5;5;4;5;6;4;5;5;7;12;5
vd1.sql;0;3;2;1;2;2;2;1;1;3;1;3
vf3.sql;2268;15;7;17;8;7;16;15;7;11;20;9;6;8;11;22;15;7;22;22;21;7;10;10;26;21;21;22;17;7;22;17;17;8;17;16;6;8;18;9;8;21;8;20;24;23;7;12;7;22;9;7;8;8;7;21;7;7;38;22;7;20;22;8;22;9;9;16;22;20;23;17;21;9;16;7;22;22;45;19;20;23;9;22;7;8;21;22;7
duc4.sql;212;114;175;157;210;164;119;155;121;165;145;143;161;178
dp3.sql;2;5;5;2;2;1;15;6;5
qd6.sql;46;8;15;12;12;5;13;16;10;15;12;11;6;4;4;13;4
duc1.sql;106;4;4;3;4;5;4;4;4;3;3;3;4;4;4;2
sd1.sql;466;137;153;157;186;182;180;183;151;149;178;155;175;159;173;177;171;177
vd6.sql;134;146;171;121;85;157;83;155;143;155;151;138;117;149;73;113;71;66;154;160;145;152;152;77;160;158
duc5.sql;373;194;186;177;122;178;109;189;118;103;126;193;109;183;132;97;193;200
dsv2.sql;168;28;6;20;19;13;8;17;12;6;23;24;10;19;16;17;24;9
vd2.sql;888;12;3;12;10;4;12;13;10;5;12;4;13;4;5
