query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
qd2.sql;4.0;1.0;2.857142857142857;1.0690449676496976;1.0;1.0;1.0;7
vf4.sql;386.0;4.0;41.083333333333336;108.66249527223218;4.0;4.0;4.0;12
vd7.sql;345.0;4.0;42.0;95.5005949529302;4.0;4.0;4.0;12
duc6.sql;5127.0;162.0;629.1818181818182;1491.930817309021;162.0;162.0;162.0;11
dp4.sql;119.0;2.0;20.0;43.66539438350084;2.0;2.0;2.0;7
sd2.sql;226.0;142.0;179.0;42.883563284783136;142.0;142.0;142.0;3
qd3.sql;9.0;4.0;6.909090909090909;1.7002673586554236;4.0;4.0;4.0;11
vd3.sql;25.0;1.0;6.833333333333334;8.975893641675276;1.0;1.0;1.0;6
dsv3.sql;1.0;0.0;0.2982456140350877;0.4595077119809567;0.0;0.0;0.0;114
dp1.sql;2.0;0.0;0.9285714285714286;0.615727926214882;0.0;0.0;0.0;14
qd1.sql;3.0;1.0;2.0833333333333335;0.6685579234215215;1.0;1.0;1.0;12
sd3.sql;146.0;57.0;86.45454545454545;26.273041835172556;57.0;57.0;57.0;11
vf2b.sql;95834.0;761.0;10304.200000000003;30052.129733366837;761.0;761.0;761.0;10
duc2.sql;111.0;35.0;70.77777777777777;21.953233120532484;35.0;35.0;35.0;9
vf3b.sql;54.0;7.0;20.857142857142858;15.10439860248852;7.0;7.0;7.0;7
duc7.sql;391.0;71.0;122.42857142857142;118.50577643144256;71.0;71.0;71.0;7
qd4.sql;48.0;1.0;6.777777777777777;15.46591233792706;1.0;1.0;1.0;9
dsv4.sql;2363.0;818.0;945.9464285714287;226.95813954173818;818.0;818.0;818.0;112
dsv6.sql;2003.0;116.0;166.46666666666664;163.03478248063354;116.0;116.0;116.0;135
vd5.sql;127.0;3.0;20.4;37.5594343822043;3.0;3.0;3.0;10
duc3.sql;119.0;46.0;74.41666666666667;21.802661778004552;46.0;46.0;46.0;12
dp2.sql;3.0;1.0;2.0;1.0;1.0;1.0;1.0;7
qd5.sql;279.0;0.0;29.299999999999997;87.73831039580777;0.0;0.0;0.0;10
vf2.sql;608.0;544.0;568.5;27.8268455512538;544.0;544.0;544.0;4
dv1.sql;30.0;0.0;0.8407079646017703;2.8175672500575173;0.0;0.0;0.0;113
dsv1.sql;116.0;3.0;6.309278350515461;11.564457784470386;3.0;3.0;3.0;97
vd1.sql;2.0;0.0;1.0909090909090908;0.7006490497453707;0.0;0.0;0.0;11
vf3.sql;20.0;6.0;15.4;5.813776741499453;6.0;6.0;6.0;5
duc4.sql;178.0;94.0;122.9;22.48184452693625;94.0;94.0;94.0;10
dp3.sql;219.0;1.0;24.700000000000003;68.2935656640588;1.0;1.0;1.0;10
qd6.sql;71.0;5.0;15.636363636363635;18.53792182135164;5.0;5.0;5.0;11
duc1.sql;81.0;2.0;9.90909090909091;23.581579868425045;2.0;2.0;2.0;11
sd1.sql;177.0;149.0;161.28571428571428;11.528432760126673;149.0;149.0;149.0;7
vd6.sql;4117.0;61.0;489.29999999999995;1274.8067435236344;61.0;61.0;61.0;10
duc5.sql;177.0;98.0;126.6923076923077;27.13664378469518;98.0;98.0;98.0;13
dsv2.sql;186.0;2.0;6.368421052631575;17.417447847496533;2.0;2.0;2.0;114
vd2.sql;9.0;2.0;6.0;2.32379000772445;2.0;2.0;2.0;11
