duc3.sql;401;64;64;43;47;48;46;47;47;42;49;48;60;49;41;42;48;48;49;42;48;48;48;49;42;48;42;45;42;42;47;42;48;45;42;48;62;48;49;49;49;42;47;41;48;40;42;49;49;48;42;48;41;48;41;41;41;43;44;51;42;47;47;47;47;49;48;40;48;47;41;48;42;42;49;49;42;41;46;41;48;47;50;40;40;42;41;40;42;49;42;48;43;42;42;48;42;39;48;41;41;43;48;43;48;49;40;39;49;49;40;42;48;49;64;54;48;42;41;41;47;48;47;40;41;41;40;41;48;42;45;45;42;48;42;47;47;47;43;49;42;47;46
duc4.sql;84;84;115;114;83;78;78;77;85;78;115;84;77;84;78;81;84;83;83;78;84;84;89;79;84;84;85;84;78;81;86;77;84;85;78;78;84;79;78;84;78;85;84;77;77;76;83;86;85;82;76;76;78;84;84;85;80;84;78;94;78;78;78;75;84;77;77;82;82;78;78;77;78;78;77;76;77;81;84;81;84;84;80;79;79;79;77;84;82;84;84;79;84;78;77;84;84;78;84;85;83;85;84;84;85;85;77;79;84;84;84;75;78;78;84;76;77;78;84;84;84;90;84;78;83;82;85;83;84;83;82;79
duc2.sql;215;29;24;23;24;25;25;35;23;23;23;26;23;23;26;25;25;23;24;25;25;24;23;24;24;25;23;23;23;23;30;23;30;23;24;24;28;24;24;24;24;25;30;26;24;23;24;28;24;24;23;23;24;23;23;23;24;24;24;24;23;23;24;23;23;24;26;24;24;24;29;23;24;24;25;30;23;24;24;24;29;24;30;24;25;24;24;24;24;23;23;23;24;30;24;24;30;23;23;23;24;23;24;24;24;24;30;24;23;24
duc1.sql;1233;2;11;2;2;2;2;1;1;2;2;1;2;2;2;2;1;1;2;2;3;1;2;4;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;1;2;1;2;1;1;2;2;2;1;1;2;1;2;1;1;2;1;1;2;2;2;3;2;1;1;1;1;1;2;2;1;1;2;2;2;1;2;2;1;1;1;1;1;2;1;1;2;1;2;1;1;2;1;1;1;1;2;3;2;1;2;1;1;2;2;2;2;1;2;2;1;1;2;1;2;2;1;1;2;2;2;1;1;2;2;1;1;2;2;1
duc7.sql;319;67;82;82;50;48;42;42;46;46;45;61;46;44;44;39;40;39;45;44;45;45;38;38;38;43;39;38;43;38;43;43;44;39;40;38;38;45;44;43;41;44;40;40;39;45;43;45;43;44;45;45;39;44;44;38;39;39;60;40;45;39;40;42;44;44;45;40;43;38;43;43;44;45;44;39;40;38;40;38;43;44;44;44;43;38;40;41;42;42;39;44;44;50;38;39;40;40;39;40;38;45;44;39;44;45;45;45;45;44;43;44;45;40;38;38;43;38;40;40;45;45;39;42;40;43;38;45;40;38;45;44;44;38;43;43
duc6.sql;5114;114;114;107;114;109;114;108;134;113;104;112;114;102;104;110;109;104;105;104;111;104;111;110;103;114;104;110;118;111;109;111;111;111;110;111;104;110;110;110;110;104;108;110;119;109;113;111;105;110;111;111;111;103;111;111;104;108;105;105;112;111;104;106;113;110;104;118;102;102;110;104;110;104;111;102;103;111;104;109;110;110;103;104;107;104;104;103;103;104;106;104;102;110;109;108;104;110;104;104;107;104;104;102;103;103;103;110;111;103;105;104;103;104;111;110;163;118;115;163;123;105;106;111;111;111;105;110;104;110;102;103;111;110;110;107;104;109;110;106;103;110;110;103;110;104;110;108;105;104;103;102;109;105;102;109;104;103;103;104
duc5.sql;4325;83;84;74;74;80;76;75;82;81;81;76;74;83;75;83;82;119;83;75;73;75;90;80;76;89;75;76;75;75;82;76;81;81;119;75;83;82;78;82;75;77;83;75;73;76;83;75;82;82;81;81;82;82;78;75;82;77;83;89;80;81;76;75;75;83;82;77;75;80;82;81;81;87;82;76;74;79;74;78;75;75;77;82;73;76;75;75;81;80;79;75;76;83;77;76;76;77;76;76;77;83;82;75;77;82;87;77;84;83;75;82;83;75;83;83;84;82;74;74;75;75;76;76;82;75;81;82;75;80;81;81;81;76;82;82;83;75;73;83;81;78;82;74
