qd2.sql;3;4;4;5;2;3;3
vf4.sql;384;24;13;20;21;14;20;9;12;10;10
vd7.sql;1953;13;16;17;17;17
duc6.sql;6825;238;179;177;187;179;189;186;183;181
sd2.sql;480;160;164;138;149;168;204;138;162;164;140;144
dp4.sql;118;5;4
qd3.sql;9;6;8
vd3.sql;62;6;4;6;2;5;4;4
dsv3.sql;0;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
dp1.sql;1;2;0;1;0
qd1.sql;1;2;4;2;3;2
sd3.sql;82;90;117;120;66;83;78
vf2b.sql;730;750;760;963;899
duc2.sql;842;57;70;76;63;73;70
vf3b.sql;24;15;19;15;21
qd4.sql;4;1;2;2;1;2;2
duc7.sql;132;53;69;69
dsv4.sql;2469;846;838;797;803;811;814;877;827;832;833;814;818;816;848;823;829;835;834;852;855;858;836;856;853;883;855;854;862;882;859;843;888;1041;869;861;904;864;868;864;864;864;864;874;852;868;847;1483;1470;907;874;937;879;878;871;1507;1456;892;880;879;884;877;873;876;873;988;885;887;882;917;883;875;880;1482;890;888;913;901;878;891;881;888;880;880;906;883;886;896;884;881;1371;885;888;866;888;888;901;887;922;887;882;886;894;907;879;907;891;899;902;893;906;874;893;883;879;885;880;891;877;876;887;872;884;1388;866;869
dsv6.sql;1008;165;124;120;118;124;135;117;154;154;123;118;118;117;160;159;123;124;119;138;120;133;139;145;136;136;116;145;118;141;240;139;140;120;139;137;148;145;119;118;118;124;120;162;238;144;127;118;146;155;122;143;146;145;145;239;218;124;124;117;117;218;143;127;118;124;118;120;124;118;124;118;124;118;117;117;121;117;129;119;115;116;119;217;217;217;122;219;131;123;118;118;115;116;123;122;116;122;118;123;124;123;120;116;116;118;127;124;124;126;126;125;125;123;124;119;117;117;122;117;122;116;121;122;118;124;127;124;117;123
duc3.sql;111;68;69;59;78
vd5.sql;8;10;5;11
dp2.sql;29;3;2;1;3;2;2;2;1;2;2;2;1
qd5.sql;277;3;2;2
vf2.sql;55960;481;627;640;648
dv1.sql;14;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;8;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;1;1
dsv1.sql;88;13;8;6;6;6;6;4;6;6;4;6;8;6;5;4;6;5;5;6;5;5;8;5;4;4;4;5;5;5;4;10;4;8;4;6;9;7;5;5;5;8;4;3;4;5;4;5;6;4;4;4;6;6;4;5;4;6;6;5;6;4;4;5;4;4;4;4;10;4;4;3;4;6;4;4;4;3;4;4;4;4;5;5;4;4;5;5;4;5;4;5;4;5;4;5;4;5;5;4;5;5;3;5;6;5;10;6;5;6;4;4;4;4;4;5;11;4;4;5;4;4;3;3;4;3;5;4;7;3;5;4;4;5;4;4;4;5;5;5;5;4;4;5;9;5;7;5
vd1.sql;1;1;3;1;2;1;3;2;1;1
vf3.sql;1485;28;17;20
duc4.sql;1132;125;143;142;125;82;146;105;120
dp3.sql;5;5;5
qd6.sql;45;6;16;15;17;9;5
duc1.sql;76;5;3;4;2;3
sd1.sql;141;158
vd6.sql;221;108;124;131;70;72;76;85;57;84
duc5.sql;176;214;134
dsv2.sql;2908;14;6;12;7;7;7;4;29;9;26;21;26;25;7;25;5;6;25;6;25;26;25;8;6;28;6;25;25;25;7;25;25;5;5;29;13;8;9;10;7;12;11;6;7;25;10;7;26;25;5;28;25;26;28;13;10;6;25;5;7;21;5;9;21;26;6;26;5;5;9;8;9;4;3;3;3;3;3;3;3;4;2;4;5;4;2;3;4;6;4;5;4;6;5;2;3;5;6;6;4;4;6;7;3;4;6;3;3;2;8;6;6;3;3;7;3;7;3;6;5;3;3;3;2;6;4;6;7;8;6
vd2.sql;25;13;13;8;8;4;8
