qd2.sql;2;2;2;1;1;1;2;2;2;1;1;1
vf4.sql;367;9;10;9;4;7
vd7.sql;321;6;3;5;7;8;10
duc6.sql;12339;118;129;110;146;121;156;108;120;109;113;104;108;113;126;109;109;171;107;111;106;113;111;113;106;114;109;103;105;105;103;103;103;110;102;104;104;104;105;104;110;104;105;110;109;109;128;112;117;127;122;123;108;106;116;117;104;125;107;107;136;114;113;105;126;105;105;122;106;107;107;107;107;107;171;143;107;106;106;112;110;117;105;119;103;110;105;107;105;105;105;105;112;110
dp4.sql;305;2;1;1;2;1;1;2;3;2;3;1
sd2.sql;155;146;178;142;143;142;155;147
qd3.sql;3;3;3;2;3;2;2;4;3;3;3;3;1;2;2;2;2;2;1
vd3.sql;23;2;3;2;2;1;1;2
dsv3.sql;0;1;0;1;0;0
dp1.sql;1;1;1;0;1;1
qd1.sql;32;1;2;1;1;1;1;2;1;0
sd3.sql;57;66;50;61;53;50;66;53;57;58
vf2b.sql;57178;817;841;838;836;840;857;841
duc2.sql;2089;53;34;33;41;28;25;24;27;24;23;29;23;37;24;25;24;25;23;23;31;23;35;32;28;23;24;24;24;22;22;22;22;23;23;24;23;24;28;24;25;23;23;36;24;23;23;26;24;24;24;25;23;22;22;23;23;22;23;24;23;22;23;23;24;25;24;24;34;34;23;23;24;23;24;22;23;24;23;24;23;23;26;23;25;23;24;23;23;24;30;22;23;23;25;23;25;23;28;22
vf3b.sql;52;11;5;5;13;6;6;6;5;4;4;4;4;5;4;3;4
duc7.sql;127;70;69;45;53;44;44;41;41;41;38;38;40;47;42;40;45;39;39;39;39;44;43;43;43;37;39;39;38;38;37;41;37;40;39;38;42;42;41;44;43;44;44;39;39;38;39;39;37;38;37;37;37;37;38;37;37;38;37;37;37;37;41;39;39;39;40;44;39;39;39;39;42;39;42;41;37;37;39;39;39;39;39;39;39;37;42;42;42;42
qd4.sql;5;1;1;1;0
dsv4.sql;2479;859;848;842
duc3.sql;286;48;48;76;59;49;50;43;42;49;48;44;43;47;41;44;47;65;42;42;41;52;43;48;48;47;49;43;44;50;50;47;49;42;42;47;43;44;44;49;44;48;42;50;50;50;56;44;44;45;46;47;48;43;42;42;49;44;44;44;44;42;42;42;66;66;44;43;43;54;47;42;48;49;47;43;43;43;44;48;44;44;44;43;43;44;43;48;47;49;50;47;48;48;48
dsv6.sql;985;225;222;204;185;169;190;192;222;176
vd5.sql;22;3;3;3;4;2;4;4;3
dp2.sql;2;1;2;1;1;1;1;1;1;1;1;1;0;1
qd5.sql;9;1;0;1;0;1;0;1
vf2.sql;709;595;595;615;610;617
dv1.sql;1;0;1;0;0;0;0;0;0;0
dsv1.sql;72;7;7;4;5;5
vd1.sql;14;1;1;1;1;1;0
vf3.sql;6;6;12;7;6;7;7;5;8;5;4;6;8
duc4.sql;103;85;84;79;85;79;79;78;76;77;77;77;76;100;81;87;83;82;79;79;83;83;82;79;79;82;78;76;89;77;79;79;79;78;79;83;83;83;79;83;83;88;77;81;85;85;84;84;79;80;79;80;78;79;77;80;88;76;77;77;86;78;79;85;81;77;77;81;79;79;79;78;116;116;89;79;83;77;78;83;90;79;80;85;83;79;84;81;76;77;80;79;79;84;83;79;79;79;84;79;79;85;83;83;82;82;83
dp3.sql;179;1;2;2;1;1;1;2;1;2;3
qd6.sql;36;3;2;3;2;4;5;2;3;3;3
duc1.sql;141;2;2;3;2;1;2;1;2;2;1;2;1;3;3;3;1;2;1;1;1;1;2;2;2;1;2;1;2;1;2;2;1;2;1;1;2;2;2;1;3;2;3;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;2;1
sd1.sql;184;142;140;148;142;147;181;140;148;142;143;143;142;153;141
vd6.sql;52;52;56;50
duc5.sql;852;82;89;117;77;123;75;77;78;78;76;83;77;79;117;78;76;142;101;95;79;79;80;85;92;84;84;86;78;78;81;78;76;83;81;76;78;78;78;84;83;83;81;76;84;83;83;84;89;78;77;89;77;77;77;77;87;76;76;81;79;88;80;78;79;89;81;78;78;78;120;97;79;78;79;78;78;78;77;78;83;80;76;76;81;81;85;83;82;82;83;78;78;78;79;78;78;90;84;83;78;79;86;82;82;83;84;98
dsv2.sql;186;5;3;3;3;5;3;3;3;3;3
vd2.sql;3;2;4;2;2;3
