qd2.sql;4;3;3;2;4;3;1
vf4.sql;386;10;10;12;4;10;14;12;12;10;9;4
vd7.sql;345;16;13;16;17;10;4;16;16;17;18;16
duc6.sql;5127;243;171;165;162;178;169;175;162;179;190
dp4.sql;119;4;3;5;3;2;4
sd2.sql;169;226;142
qd3.sql;9;5;7;8;9;5;8;6;7;4;8
vd3.sql;25;4;3;4;1;4
dsv3.sql;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0
dp1.sql;2;1;0;1;1;2;1;1;0;1;1;0;1;1
qd1.sql;3;1;2;2;2;3;2;2;2;1;2;3
sd3.sql;146;70;62;75;78;87;88;75;91;122;57
vf2b.sql;95834;761;783;780;823;778;826;783;789;885
duc2.sql;111;35;65;68;85;49;68;70;86
vf3b.sql;54;16;18;17;18;16;7
duc7.sql;391;78;82;73;71;80;82
qd4.sql;48;1;2;2;2;2;1;2;1
dsv4.sql;2363;845;885;843;860;857;1415;1424;1414;853;844;838;840;849;854;862;855;863;869;852;907;880;862;1112;847;865;862;866;854;860;861;872;863;861;861;854;853;865;858;840;856;853;875;855;863;1165;866;857;868;845;856;856;858;852;855;871;844;878;879;867;1193;1104;821;844;849;845;872;875;843;847;856;856;878;886;1427;1424;1421;878;835;858;856;818;1491;1451;1459;910;865;1318;861;869;867;892;865;885;847;845;841;848;853;1460;909;875;1467;860;865;874;863;863;864;885;912;889
dsv6.sql;2003;120;124;122;123;170;125;170;125;165;170;164;120;260;169;126;177;165;127;119;166;169;116;161;116;173;123;124;118;171;158;125;165;122;120;161;164;219;165;122;168;162;119;167;162;117;165;123;162;117;164;163;118;170;164;121;117;264;119;167;163;119;119;167;118;164;123;119;164;120;168;120;164;167;263;165;125;123;175;167;119;164;119;172;165;119;169;118;117;123;162;174;177;151;170;169;170;164;127;260;216;261;169;118;117;169;125;126;119;119;171;165;125;124;123;119;124;165;171;123;171;184;124;217;171;260;216;198;162;162;116;123;123;174;170
vd5.sql;127;9;3;7;10;11;5;10;10;12
duc3.sql;114;119;59;58;65;81;65;77;65;76;68;46
dp2.sql;3;1;2;1;1;3;3
qd5.sql;279;2;2;2;2;1;0;1;2;2
vf2.sql;544;566;556;608
dv1.sql;30;1;1;1;1;2;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1;1;0;0;0;1;2;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1
dsv1.sql;116;9;9;8;5;5;5;4;5;7;6;6;5;7;4;5;6;5;6;4;5;4;5;5;5;5;4;4;6;27;4;4;4;4;4;5;4;6;4;4;4;4;4;4;5;5;4;4;5;6;4;4;4;4;4;6;4;4;4;4;4;5;6;5;6;3;10;4;4;3;6;6;6;6;4;5;4;4;4;4;4;4;3;3;6;4;4;4;12;6;6;5;5;5;4;5;6
vd1.sql;2;1;2;1;1;1;0;1;1;2;0
vf3.sql;17;14;6;20;20
duc4.sql;178;105;118;113;131;132;117;116;94;125
dp3.sql;219;5;2;4;1;4;1;1;4;6
qd6.sql;71;16;10;11;10;5;9;10;9;10;11
duc1.sql;81;3;2;3;3;3;3;3;3;2;3
sd1.sql;149;164;169;177;151;170;149
vd6.sql;4117;79;76;70;102;79;71;61;119;119
duc5.sql;149;103;107;100;113;109;174;130;98;126;177;147;114
dsv2.sql;186;29;27;6;26;4;7;3;7;6;5;5;5;4;4;3;4;4;5;3;5;4;4;5;5;3;5;4;5;3;5;5;3;5;3;2;5;3;2;5;3;4;5;6;5;4;5;4;2;2;4;3;4;5;5;7;5;4;4;5;4;3;3;5;5;3;5;5;6;4;2;5;2;5;5;6;6;3;3;5;3;3;4;4;3;4;6;4;4;5;3;5;4;6;3;3;3;5;5;5;4;3;2;4;6;4;4;3;4;4;2;2;4;3
vd2.sql;9;8;4;7;7;5;8;3;8;5;2
