qd2.sql;2;2;1;1;2;3;1;2;1;2;2;1
vf4.sql;691;17;10;11;9;10;9;8;9;7;7;4;8;5;6
vd7.sql;333;7;7;6
duc6.sql;6001;113;114;135;137;117;111;109;129;114;113;145;123;186;105;120;141;114;164;118;113;111;119;158;124;145;116;172;115;167;126;109;231;173;155;111;108;131;109;170;122;136;133;139;116;128;155;109;109;113;113;128;108;152;144;110;111;125;105;104;105;132;106;107;106;106;107;106;151;118;113;149;118;156;116;107;107;119;112;148;117;121;152;117;113;177;163;138
dp4.sql;123;2;2;2;1;2;1;2;3;2;2;5;2;2;2;2;1;2;2;2
sd2.sql;146;190;145;145;145;139;143;144;139;143;137;136;146
qd3.sql;3;3;2;2;3;2
vd3.sql;28;3;2;3;1;1;5;2;1;2
dsv3.sql;2;1;1;1;1;1;1;0;1;1;1;1
dp1.sql;1;1;1;1;0;1;1;1;0
qd1.sql;2;1;1;1;1;2;1
vf2b.sql;95119;772;837;892;851;785;876;848;846;852;839;840;828;880;862;869;859;827;856
sd3.sql;95;80;59;52;53;60;52;53;55;66;61;58;55;66
duc2.sql;4593;48;39;29;27;31;24;26;29;26;24;36;24;24;26;34;23;28;24;22;36;25;28;25;22;23;23;24;22;25;27;23;23;25;35;26;23;25;22;23;23;25;28;23;26;23;23;22;29;22;24;29;23;24;22;23;24;24;23;22;24;23;22;23;25;23;25;23;23;23;23;24;25;24;25;25;23;23;25;23;28;22;23;23;23;25;23;23;24;23;22;30;30;35;30;22
vf3b.sql;5;9;6;6;4;5;9;11;9;8;6;3;7;7;5;6;4;4;4
duc7.sql;126;59;51;48;50;61;62;40;43;60;40;40;48;43;42;42;44;44;43;41;42;44;38;37;38;41;42;42;44;44;60;59;59;44;42;42;39;43;44;38;38;44;44;44;44;39;39;38;38;37;38;39;40;42;42;42;42;39;38;37;38;39;44;42;38;38;38;38;40;40;40;39;39;39;39;37;44;37;39;39;40;37;39;39;39;38;39;42;42;37;44;42;44
qd4.sql;23;2;1;1;1;1;2;0;1;0;1;1;1
dsv4.sql;2349;839;872;887;804;946;821;857;987;1145
vd5.sql;2759;5;5;6;4;4;5;5;3;3;3;2;4;3
duc3.sql;278;61;48;42;42;41;48;49;55;42;43;92;43;41;47;47;49;48;48;50;49;43;86;43;49;127;42;60;69;43;98;130;47;66;42;45;90;89;96;58;50;51;78;96;50;96;46;43;48;44;44;44;65;48;49;88;44;92;49;49;54;42;42;47;90;44;44;44;45;44;91;50;51;49;44;48;42;48;50;45
dsv6.sql;979;242;236;188;320;252;218;211;236;223;235;238;265;234;237
dp2.sql;1;1;2;1;1;1;1;1;1;1;1;1;1
qd5.sql;15;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1
vf2.sql;583;609;607;615;557;608;612;593;601;590;605;595;537
dv1.sql;15;1;0;0;1;1;1;1;1
dsv1.sql;89;6;5;5;5;6;5;5;5;5;4
vd1.sql;0;1;1;1;1;1;1;1;1;1;1;2;1;1
vf3.sql;49;8;7;8;6;10;7;8;8;7;6;8;10;7
duc4.sql;2267;98;113;87;86;78;91;82;77;84;85;78;79;78;109;81;84;77;82;82;82;84;78;85;86;83;82;130;111;84;78;77;92;88;101;94;85;92;79;107;81;99;80;79;79;79;79;79;79;79;78;84;90;84;83;79;77;104;79;80;77;83;100;83;79;78;79;79;103;80;80;80;78;79;79;108;83;82;82;82;111;85;116;87
dp3.sql;190;2;2;1;1;1;3;4;3;3;3;3;3;2
qd6.sql;41;5;5;8;4;4;3;2;4;4;3;3;4;2
duc1.sql;86;2;2;3;3;1;2;3;1;2;2;3;2;2;4;2;2;1;1;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;5;2;2;2;2;1;2;2;2;2;1;4;1;2;2;2;1;2;1;1;2;2;2;2;2;2;3;1;1;1;2;2;2;1;1;2;4;2;1;1;2;1;2;2;1;1
sd1.sql;147;138;137;141;143
vd6.sql;107;73;47;54;52;51;58;48;60;46;46;52;51;47;48;54;57;48;48;52;57
duc5.sql;127;82;90;118;81;82;74;74;77;90;81;115;113;94;86;88;91;82;83;83;85;82;84;127;90;95;124;126;91;82;96;93;129;102;85;91;80;98;80;125;84;126;80;80;118;84;126;80;123;93;79;92;80;81;80;100;85;121;108;88;81;81;80;80;80;80;79;80;97;122;93;80;80;78;86;130;93;122;121;121;81;85;91
dsv2.sql;182;5;5;5;8;3;5
vd2.sql;7;3;3;3;3;3;3;7
