query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
qd2.sql;4.0;2.0;2.875;0.6408699444616557;2.0;2.0;2.0;8
vf4.sql;748.0;4.0;16.838709677419352;59.32559114377221;4.0;4.0;4.0;155
vd7.sql;523.0;11.0;101.0;206.7568620384823;11.0;11.0;11.0;6
sd2.sql;387.0;171.0;208.0;79.04429138147802;171.0;171.0;171.0;7
duc6.sql;7882.0;202.0;1744.4;3431.028315243114;202.0;202.0;202.0;5
dp4.sql;121.0;4.0;43.0;67.54998149518622;4.0;4.0;4.0;3
qd3.sql;366.0;4.0;51.25;127.18687039156204;4.0;4.0;4.0;8
vd3.sql;54.0;3.0;12.0;20.591260281974;3.0;3.0;3.0;6
dsv3.sql;1.0;0.0;0.8571428571428571;0.37796447300922725;0.0;0.0;0.0;7
dp1.sql;2.0;0.0;0.8;0.8366600265340756;0.0;0.0;0.0;5
qd1.sql;2.0;2.0;2.0;0.0;2.0;2.0;2.0;3
sd3.sql;4388.0;86.0;639.5;1514.7188329380283;86.0;86.0;86.0;8
vf2b.sql;96129.0;632.0;1333.6732026143804;7714.217869613834;632.0;632.0;634.79;153
duc2.sql;795.0;61.0;216.4;323.5734846986075;61.0;61.0;61.0;5
vf3b.sql;125.0;3.0;8.123376623376622;9.856040861576767;3.0;3.0;3.1624999999999996;154
qd4.sql;2.0;1.0;1.5;0.5345224838248488;1.0;1.0;1.0;8
duc7.sql;134.0;55.0;88.18181818181819;18.941056896689698;55.0;55.0;55.0;11
dsv4.sql;2369.0;869.0;1619.0;1060.6601717798212;869.0;869.0;869.0;2
vd5.sql;175.0;7.0;32.142857142857146;63.00113377664609;7.0;7.0;7.0;7
duc3.sql;193.0;101.0;125.0;45.37253207246281;101.0;101.0;101.0;4
dsv6.sql;968.0;180.0;285.25;275.93257457988847;180.0;180.0;180.0;8
dp2.sql;3.0;1.0;1.6;0.8944271909999159;1.0;1.0;1.0;5
qd5.sql;12.0;2.0;4.5;5.0;2.0;2.0;2.0;4
vf2.sql;561.0;396.0;445.25;24.851508692164536;396.0;396.0;399.735;160
dv1.sql;8.0;0.0;2.0;2.9664793948382653;0.0;0.0;0.0;6
dsv1.sql;82.0;5.0;18.333333333333336;31.200427347500657;5.0;5.0;5.0;6
vd1.sql;2.0;1.0;1.75;0.5;1.0;1.0;1.0;4
vf3.sql;28.0;5.0;8.846625766871165;3.1536434388389534;5.0;5.0;5.0;163
duc4.sql;353.0;114.0;161.66666666666666;93.87793492970893;114.0;114.0;114.0;6
dp3.sql;412.0;1.0;61.28571428571429;154.65845626812035;1.0;1.0;1.0;7
qd6.sql;93.0;4.0;27.25;43.85107372307623;4.0;4.0;4.0;4
duc1.sql;73.0;3.0;13.285714285714286;26.335744313981873;3.0;3.0;3.0;7
sd1.sql;180.0;171.0;175.4;3.5777087639996634;171.0;171.0;171.0;5
vd6.sql;421.0;80.0;148.42857142857142;120.86474140246904;80.0;80.0;80.0;7
duc5.sql;209.0;107.0;147.0;33.734255586866;107.0;107.0;107.0;6
dsv2.sql;170.0;13.0;44.6;70.10206844309232;13.0;13.0;13.0;5
vd2.sql;8.0;4.0;6.142857142857143;1.214985792587912;4.0;4.0;4.0;7
