vf4.sql;387;9;7;6;7
duc6.sql;5026;109;109;107;120;112;165;107;134;124;109;113;107;112;111;111;111;124;108;116;117;110;111;111;111;103;104;108;107;111;111;110;110;108;108;108;109;103;102;102;110;161;161;116;111;112;122;102;110;111;106;108;108;110;108;108;110;108;109;144;103;102;103;102;102;109;108;109;104;102;161;110;102;102;102;121;109;105;105;105;105;103;106;102;104;111;110;109;109;109;108;109;109;109;108;109;110;109;109;109;109;104;103;108;161;162;104;111;112;110;111;111;111;110;110
sd2.sql;222;149;145;144
dp4.sql;118
qd3.sql;30;2;2;2;3;3
vd3.sql;60;1;1;1;2;1
dsv3.sql;1
dp1.sql;1;1;2
qd1.sql;1;1;1
sd3.sql;59
duc2.sql;188;41;35;32;29;23;24;26;34;23;22;22;23;57;28;28;27;25;23;24;35;23;23;30;23;25;23;25;23;22;25;23;30;24;23;24;23;23;22;23;23;23;30;23;23;26;28;25;23;23;25;23;22;23;23;34;24;23;23;23;24;23;25;30;22;22;23;23;22;22;28;23;23;22;28;23;23;24;22;23;22;22;22;23;23;24;22;24;22;23;24;22;34;35;23;23;23;22;23;23;23;23;23;23;22;24;24;24;22;22;23;22;22;35;25;23;22;22;34;24;30;23;23;30;23;30;25
vf3b.sql;4;7;5;5;8;7
duc7.sql;1214;59;59;55;42;47;45;40;40;40;39;45;48;44;45;46;39;42;38;40;44;42;44;42;43;39;39;38;40;42;44;44;44;44;42;41;42;44;43;44;49;42;41;39;39;59;59;59;59;51;42;42;51;40;39;39;37;38;38;37;38;37;38;38;59;58;59;58;44;44;44;44;37;44;44;44;44;44;44;40;38;44;42;42;42;43;42;42;42;42;58;39;39;37;37;37;37;38;37;40;42;40;39;39;37;59;58;59;44;44;39;38;42;39;39;39;38;39;38;39;37;39;39;41;42;42;42;42;42;42;42;59;42;43;43;42;40;43;42;38;37;37;37;44;43;44;44;44
qd4.sql;36;1;1
dsv4.sql;2487;785;845;829;850
duc3.sql;2737;48;47;61;47;47;47;47;46;39;57;41;42;41;41;45;41;42;42;42;42;41;47;47;49;49;50;48;41;40;41;47;47;47;46;43;43;48;43;46;47;49;49;49;49;47;48;47;42;41;40;41;41;41;41;46;49;99;41;42;49;49;47;47;47;69;41;41;43;43;44;42;40;41;49;43;41;41;57;48;41;43;45;41;44;43;43;43;47;47;52;47;41;47;49;49;49;50;49;49;49;50;49;49;49;50;49;51;49;49
dsv6.sql;976;240
dp2.sql;1;1
qd5.sql;9;1;1
vf2.sql;57506;558
dv1.sql;2;0
dsv1.sql;70;5;4;5;5;4
vd1.sql;1;1;0;0;1;1
vf3.sql;58;6;6
duc4.sql;768;87;78;77;116;115;77;78;78;78;78;149;120;119;79;79;78;78;99;78;80;77;78;78;77;82;85;115;89;84;78;83;80;78;84;84;85;84;83;83;85;84;86;84;85;84;84;86;83;82;116;115;84;85;83;83;80;77;77;78;115;115;115;85;89;85;84;85;84;85;84;84;83;83;83;77;80;83;115;78;78;79;79;77;77;82;80;80;78;79;79;117;115;115;115;83;83;77;83;79;79;79;78;83;83;84;83;115;82;83;77;78;77;77;77;76;85;84;84;84;85;84;84;84;84;85
dp3.sql;309;1;1
qd6.sql;183
duc1.sql;69;2;1;2;2;2;2;2;2;3;2;2;1;2;1;2;2;2;3;2;2;2;2;2;2;2;1;3;1;2;2;1;2;2;1;1;2;1;2;1;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;1;2;1;1;2;2;1;2;1;2;2;1;1;1;2;2;2;2;2;1;2;1;1;1;2;1;2;1;2;1;1;2;1;1;2;1;2;1;2;2;1;2;2;2;1;2;2;1;2;2;2;2;1;1;2;1;2;2;1;1;2;1;2;2;2;2;2;1;1;2;1;1;2;1;1;2;2;1;2
sd1.sql;147;136
vd6.sql;45;47;54
duc5.sql;112;78;83;90;83;79;77;77;83;143;129;76;76;95;88;78;77;80;76;76;77;85;86;83;82;84;83;85;89;80;83;83;82;78;85;84;83;78;81;82;83;84;82;81;120;84;84;83;82;82;83;82;82;79;78;77;76;75;77;84;91;84;119;83;84;84;84;78;82;78;82;85;84;83;89;82;83;82;76;82;78;78;76;76;76;77;79;78;78;77;97;77;77;76;119;119;120;83;76;78;78;79;78;78;78;90;76;77;83;131;121;118;118;96;83;83;90;83;82;84;77;76;82;82;119;119;119;74;84;84;85;84;85
dsv2.sql;181
vd2.sql;13;2
