qd2.sql;69;9;6
vf4.sql;389;18;13;13;20;8
vd7.sql;1596;17;18;54;15;18;59;23
sd2.sql;409;160;153;175;159
duc6.sql;5652;278;332;319;240
dp4.sql;134;4;5;6
qd3.sql;8;10;8
vd3.sql;54;5;6
dsv3.sql;2;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1
dsv5.sql;217390;71896;71706;71460;72192;71432;71965;72931;73016;72635;73528;77547;77779;77405;77155;77510;77715;77322;76095;79993;80396;77564;77382;78021;76192;77217;77609;78447;79284;78030;79097;79209;79076;77960;78879;79449;78836;78371;78820;78910;79000;79050;77991;77944;77992;79071;77697;79454;78047;78250;78971;79041;79251;78947;79011;79044;78997;79036;79170;79059;78143;79260;78960;78975;78917;77598;78860;78951;78981;79888;79284;80613;79155;78770;77390;79237;79315;79272;79289;77884;78198;79338;79239;78020;79113;79223;79216;78100;78957;79130;78991;78353;79065;78603;79117;79391;79222;79241;79544;79586;77973;79037;77803;79075;78017
dp1.sql;2;2;2;4;1;5;1;1;5;7;2
qd1.sql;393;1;3;2;3;1;1;1
sd3.sql;457;125;125;72;147;107;81;130
vf2b.sql;1030;919;1222;1122;1076;908
duc2.sql;2150;160;67;67;171;84;168
vf3b.sql;55;66;24
qd4.sql;107;3;4;5;7;2;5;6;8
duc7.sql;270;79;70
dsv5b.sql;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dsv4.sql;1116;947;961;909;1130;934;898;907;907;908;911;904;909;1125;918;845;1551;864;921;862;1083;848;1118;1085;863;854;860;1092;879;990;1122;1125;860;859;852;954;853;840;840;989;851;1110;1085;899;892;860;1710;865;1145;1122;850;1189;1069;1110;852;1056;1123;841;860;858;859;859;861;898;976;810;822;1124;958;848;1109;865;866;1153;852;867;1123;885;1127;1089;991;973;1131;1119;850;1106;848;859;868;866;1129;953
vd5.sql;182;35;29;21;6;8;37;24
dsv6.sql;381;206;233;412;203;201;206;255;423;512;201;379;125;384;117;363;275;286;291;123;414;242;123;123;423;172;116;281;119;166;124;303;219;174;146;221;143;233;220;151;153;126;143;183;233;143;118;142;142;140;116;116;116;140;152;125;142;122;236;244;235;232;145;125;170;239;227;234;139;116;139;139;235;215;220;118;119;119;237;239;117;150;124;125;142;118;142;144;242;251;124;244;146;116;239;223;243;125;235;116;170;124;143;122;235;122;118
duc3.sql;142;138;260;120;141
dp2.sql;7;4
qd5.sql;19;7;2;1;2;1
vf2.sql;49699;742;698;929;908;881
dv1.sql;3;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;0;0;2;1;1;1;1;0;1;1;1
dsv1.sql;69;4;3;10;7;6;7;5;5;7;5;4;8;7;7;4;5;8;6;6;4;7;6;6;5;7;9;4;4;5;7;4;5;5;4;5;9;7;6;7;5;9;6;4;5;6;6;8;5;4;7;4;6;4;4;4;5;7;6;7;6;9;5;6;3;6;3;6;6;5;4;8;7;8;7;4;4;7;5;5;4;5;5;8;7;7;4;4;4;4;4;6
vd1.sql;9;5;1;3;3;1;3
vf3.sql;1260;39;28;24;20;54
duc4.sql;544;229;152;105
dp3.sql;6;5;1;20
qd6.sql;117;10;9;22;31;14;23
duc1.sql;140;9;6;3;2;2;3;3
sd1.sql;179;151;153;159;170;153;161;145;177
vd6.sql;297;107;135;227;237;174
duc5.sql;310;175;92;161;274;172
dsv2.sql;1998;25;26;26;9;25;26;24;25;5;6;25;5;7;12;53;67;20;7;67;23;65;6;19;62;12;54;6;21;5;16;71;88;84;25;99;8;22;24;6;8;63;69;25;84;74;23;5;3;9;22;84;8;85;24;6;6;11;83;11;24;25;24;89;75;7;3;4;4;83;80;5;6;77;25;90;86;22;68;10;69;25;5;10;80;75;25;24;25;30;13;24;6;83;79;78;23;13;26;10;86;23
vd2.sql;183;12;10;10;5;14;10;21
