qd2.sql;2;3;2
vf4.sql;1540;28;5;24;5;4;5;10;6;13;13;25;27;21;27;27;7;6;26;27;8;45;8;9;6;23;22;23;23;23;14;5;22;24;22;24;23;27;7;19;20;24;4;22;23;23;24;20;19;6;21;22;23;20;24;5;5;12;12;4;13;11;9;10;4;12;13;17;6;12;13;11;21;13;13;5;5;12;12;11;12;11;12;12;13;4;14;8;17;16;6;5;21;20;18;4;20;15;6;19;21;15;23;21;20;20;5;21;21;4;5;23;21;23;5;4;21;22;21;19;21;21;18;19;20;20;19;21;19;4;21;5;22;21;20;21;21;20;4;23;23;23;24;23;22
vd7.sql;353;17;19;17;20;22
dp4.sql;131;5;4;3;3;4;4;4;5;4;3
sd2.sql;211;165;164;170;170
duc6.sql;4802;169;178;226;265;261;224;271;271
qd3.sql;119;9;9;6
vd3.sql;38;3;3
dsv3.sql;0;0;0;1;1;0;0;1;0;0
dsv5.sql;171966;75104;75220;80402;80349;79478;79001;78476
dp1.sql;0;2;1;1;0;1;1;0
qd1.sql;2;3;3;2;2;3
vf2b.sql;27299;559;674;646;736;642;685;653;660;745;732;640;727;637;891;891;884;890;882;888;885;885;1009;879;867;881;985;878;882;871;973;877;1017;866;870;870;895;873;876;869;868;917;865;865;861;865;1080;842;869;859;850;864;856;853;849;853;853;852;854;873;856;850;861;929;859;870;845;854;854;1042;844;846;840;858;842;941;844;839;874;889;840;842;845;849;843;847;842;840;867;839;847;844;842;849;851;1034;827;831;826;888;1033;812;818;813;816;1084;801;928;799;804;895;798;796;795;799;911;795;798;876;790;861;779;781;777;776;831;773;776;774;778;831;772;773;771;774;771;770;936;767;764;761;760;771;767;768;765;780;763;763;853;759;757;758;756;776;763;757;749;756;758;760;761;777;763;758;888;792;790;790;790;782
sd3.sql;110;78;126;121
duc2.sql;99;37;77;74;74
vf3b.sql;13;6;7;15;7;8;8;19;16;18;69;10;5;22;21;20;6;18;6;7;8;7;23;20;6;20;20;6;22;6;7;5;20;7;8;21;5;6;21;21;20;7;7;6;7;7;5;4;5;4;5;6;4;5;6;8;5;6;4;8;7;6;6;6;12;7;7;7;4;4;7;6;4;4;8;8;8;8;9;10;6;11;11;10;14;5;14;7;8;14;6;5;14;13;12;7;14;12;12;12;5;6;12;9;5;13;16;6;12;12;8;12;12;5;5;5;11;11;13;4;5;13;11;13;5;12;12;11;12;12;13;5;4;12;10;6;12;7
duc7.sql;356;71;84;72;55
qd4.sql;2;2;2;2;2;1;2
dsv5b.sql;0;0;0;0
dsv4.sql;866;890;886;874
duc3.sql;1359;165;178;162;168;82;130;245;142
vd5.sql;44;9;11;4;7;7;13;8;12;7;12
dsv6.sql;198;198;191
dp2.sql;2;2;2;2;2;1;2;1;1
qd5.sql;14;2;2;2
vf2.sql;74566;366;432;442;388;507;471;373;443;836;649;646;651;651;653;859;635;642;636;638;641;638;639;713;637;638;640;637;636;641;640;640;763;626;637;621;626;632;629;628;628;633;631;624;840;605;610;633;612;615;638;612;609;607;691;625;610;615;686;613;615;602;603;605;610;608;609;621;629;618;611;605;604;604;590;592;593;582;594;585;583;586;573;569;571;585;585;572;656;567;564;568;566;565;723;634;559;571;554;604;554;556;555;550;630;551;548;542;552;577;553;549;547;547;547;548;545;547;641;540;540;541;542;544;541;541;544;544;547;541;548;900;577;622;574;570;576;578;581;575;625;574
dv1.sql;1;1;0;1;1
dsv1.sql;78;6;6;6;5;5;10
vd1.sql;4;4;3;3;1;1;2;3;3
vf3.sql;1130;22;19;7;9;18;10;6;20;18;13;8;10;22;23;9;6;7;21;22;7;22;23;26;8;6;21;22;26;23;7;10;22;11;19;7;23;11;21;24;21;7;22;7;13;11;9;9;8;6;5;7;7;7;7;7;7;5;5;6;4;6;7;8;9;8;10;10;7;7;6;10;9;9;5;9;7;9;8;9;9;9;5;5;9;26;10;7;15;13;10;13;8;9;7;7;8;13;10;10;10;13;15;15;6;7;14;7;13;7;10;6;7;6;13;6;7;14;7;13;9;7;6;13;7;7;12;14;12;6;13;6;7;7;15;6;7;14;6;13;9;6;7;14;13;13;12;8;10;7;7;10;8;12;6;6;12;7;5;13;9
duc4.sql;156;103;122;152;153;157;154;157
dp3.sql;436;6;1;2;2
qd6.sql;52;8;10;5;6
duc1.sql;72;4;4;3;8;4;3;3;4
sd1.sql;161;158;168;155;168;166;172;165
vd6.sql;274;179;79;97;94;143;145
duc5.sql;332;110;145;117;194;185;194
dsv2.sql;190;7;9;26;23;26;18;20
vd2.sql;23;7
